ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 1171;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,setobject.c:455-458,setobject.c:650-650,typeobject.c:3764-3764,pycore_object.h:112-114;set_traverse;Outermost;0;0;0.02;1.00;1.00;20.31;1.50;106;0.00;11.81;15.00;15.00;15.00;0.74;10.00
Loop 981;python3.9;tupleobject.c:236-237,object.h:422-422,object.h:496-496;tupledealloc;Innermost;0;0;0.02;1.00;1.00;8.00;1.07;1;0.00;12.50;1.60;1.60;1.60;0.20;1.50
Loop 951;python3.9;getargs.c:388-391,getargs.c:591-607;vgetargs1_impl;Single;0;0;0.02;1.00;1.00;18.84;2.60;4;0.00;9.47;5.20;5.20;5.20;0.28;2.00
Loop 894;python3.9;ceval.c:1258-1258,ceval.c:1648-1649,ceval.c:3733-3733,ceval.c:3742-3744,ceval.c:3825-3825,ceval.c:3845-3846,ceval.c:3849-3849,object.c:2205-2205,object.c:2209-2209,pycore_pyerrors.h:14-14,call.c:39-39,object.h:422-422,pycore_ceval.h:94-94;_PyEval_EvalFrameDefault;InBetween;0;0;0.02;1.00;1.00;12.39;2.25;1;0.00;10.52;9.00;9.00;9.00;0.73;4.00
Loop 758;python3.9;gcmodule.c:655-655,gcmodule.c:672-679;collect;Innermost;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 751;python3.9;eq.h:17-24,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:890-906;PyDict_GetItem;Single;0;0;0.02;1.00;1.00;12.22;2.09;21;0.00;10.89;14.60;14.60;14.60;1.20;7.00
Loop 2547;python3.9;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:596-598;free_keys_object;Single;0;0;0.02;1.00;1.00;8.00;2.24;9;0.00;12.50;5.60;5.60;5.60;0.70;2.50
Loop 2251;python3.9;floatobject.c:118-129,floatobject.c:556-560,objimpl.h:69-69,object.c:1824-1824,object.h:128-138,object.h:408-409;float_sub;Single;0;0;0.02;2.48;1.92;12.02;2.48;1;0.00;9.61;12.40;5.00;6.46;1.03;5.00
Loop 2086;python3.9;pycore_pystate.h:55-55,abstract.h:74-74,abstract.h:114-118,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:359-367,call.c:380-383,call.c:387-388,call.c:396-396,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:1515-1515,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:6864-6864,typeobject.c:6868-6868,pycore_object.h:105-105;slot_tp_richcompare;Outermost;0;0;0.02;3.17;1.00;16.38;3.17;1;9.43;11.59;38.00;12.00;38.00;2.32;12.00
Loop 1999;python3.9;unicodeobject.c:2305-2316,object.c:1280-1280,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:375-375,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:3251-3251,typeobject.c:3254-3255,typeobject.c:3260-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,typeobject.c:6790-6790,typeobject.c:6802-6803,typeobject.c:6809-6809,typeobject.c:6812-6814,typeobject.c:6818-6818,pycore_object.h:105-105;slot_tp_getattr_hook;Outermost;0;0;0.02;2.51;1.00;12.56;2.51;1;6.06;10.87;41.40;16.50;41.40;3.30;16.50
Loop 1328;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,object.c:906-908,object.c:916-927,object.c:942-949,object.c:956-958,abstract.c:2464-2470,abstract.c:2488-2488,object.h:422-422,object.h:628-628;object_isinstance;Single;0;0;0.02;1.00;1.00;22.70;2.87;1;0.00;10.61;17.20;17.20;17.20;0.76;6.00
Loop 1212;python3.9;object.c:2205-2210,setobject.c:480-482,object.h:422-422;set_dealloc;Single;0;0;0.02;1.00;1.00;8.00;1.42;4;0.00;12.50;2.13;2.13;2.13;0.27;1.50
Loop 1167;python3.9;typeobject.c:1089-1090,typeobject.c:1114-1115,typeobject.c:1120-1120;subtype_traverse;Outermost;0;0;0.02;1.00;1.00;11.52;1.80;16;0.00;11.72;3.60;3.60;3.60;0.31;2.00
Loop 1092;python3.9;descrobject.c:1575-1576,pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:380-383,call.c:393-396;property_descr_get;Single;0;0;0.02;1.00;1.00;13.16;4.00;1;0.00;10.27;8.00;8.00;8.00;0.61;2.00
Loop 1085;python3.9;object.h:408-409,object.h:422-422,object.h:430-430,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1484,typeobject.c:1488-1490,typeobject.c:1498-1498,typeobject.c:3286-3289,typeobject.c:3298-3298;lookup_maybe_method;InBetween;0;0;0.02;1.00;1.00;9.43;3.15;1;0.00;9.06;12.60;12.60;12.60;1.34;4.00
Loop 1083;python3.9;string3.h:51-51,object.h:408-408,object.h:422-422,object.h:430-430,call.c:471-472,call.c:476-477,call.c:484-485,call.c:489-493,typeobject.c:379-379,typeobject.c:382-382,typeobject.c:385-385,typeobject.c:399-401,typeobject.c:407-407,typeobject.c:1478-1478,typeobject.c:1482-1482,typeobject.c:1489-1490,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:6974-6974,typeobject.c:6977-6979,typeobject.c:6988-6988;slot_tp_init;Outermost;0;0;0.02;1.00;1.00;12.89;3.68;1;0.00;11.23;27.60;27.60;27.60;2.14;7.50
Loop 1042;python3.9;pycore_pystate.h:55-55,tupleobject.c:397-398,object.c:663-668,object.c:672-674,object.c:678-680,object.c:702-702,object.c:714-714,object.c:720-720,object.c:738-738,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3070-3070,longobject.c:3079-3079,longobject.c:3084-3084,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplecontains;Outermost;0;0;0.02;1.00;1.00;21.91;1.94;344;0.00;10.77;35.00;35.00;35.00;1.60;18.00
Loop 961;python3.9;object.h:128-128,object.h:408-408,object.h:422-422,typeobject.c:3190-3194,typeobject.c:3201-3205,typeobject.c:3209-3211,typeobject.c:3222-3223,typeobject.c:7352-7364,typeobject.c:7395-7399,typeobject.c:7403-7403,typeobject.c:7410-7410,typeobject.c:7497-7497,typeobject.c:7505-7506,typeobject.c:7510-7511,typeobject.c:7533-7535,typeobject.c:7549-7549,typeobject.c:7555-7555,typeobject.c:7560-7560,typeobject.c:7563-7564,dictobject.c:885-885;update_one_slot;Outermost;0;0;0.02;1.00;1.00;14.73;2.00;1000012;0.00;11.60;26.00;26.00;26.00;1.77;13.00
Loop 930;python3.9;pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:134-134,call.c:380-387,call.c:396-396;_PyObject_FastCallDictTstate;Single;0;0;0.02;1.00;1.00;13.02;3.80;1;0.00;11.16;7.60;7.60;7.60;0.58;2.00
Loop 923;python3.9;pycore_pystate.h:55-55,tupleobject.c:131-131,tupleobject.c:150-150,gcmodule.c:1396-1396,gcmodule.c:1440-1443,gcmodule.c:2278-2280,gcmodule.c:2283-2287,objimpl.h:69-69,object.c:1824-1824,object.h:133-133,object.h:138-138,object.h:408-408,object.h:628-628,funcobject.c:41-57,funcobject.c:61-68,funcobject.c:76-76,pycore_object.h:46-51;PyFunction_NewWithQualName;Outermost;0;0;0.02;3.20;1.00;6.37;3.20;1;6.00;10.34;20.80;6.50;20.80;3.27;6.50
Loop 881;python3.9;pycore_pystate.h:55-55,cellobject.c:11-14,ceval.c:4277-4285,ceval.c:4292-4292,object.h:408-408,object.h:422-422,object.h:487-487,object.h:496-496,pycore_object.h:39-39,pycore_object.h:46-51;_PyEval_EvalCode;Single;0;0;0.02;3.27;1.00;8.96;3.92;6;6.06;12.88;19.60;6.00;19.60;2.19;5.00
Loop 865;python3.9;tupleobject.c:366-373,object.c:767-769;tuplehash;Single;0;0;0.02;1.00;1.00;8.00;2.33;1;0.00;12.50;3.50;3.50;3.50;0.44;1.50
Loop 856;python3.9;object.c:2205-2209,object.h:422-422,object.h:496-496,dictobject.c:2017-2018;dict_dealloc;Single;0;0;0.02;1.00;1.00;8.00;1.35;3;0.00;12.50;1.80;1.80;1.80;0.23;1.33
Loop 824;python3.9;modsupport.c:410-410,modsupport.c:510-510,object.h:408-409;do_mkvalue;Single;0;0;0.02;1.00;1.00;11.73;2.75;1;0.00;10.42;2.20;2.20;2.20;0.19;0.80
Loop 738;python3.9;object.c:2205-2209,object.h:422-422,object.h:496-496,listobject.c:342-345;list_dealloc;Single;0;0;0.02;1.00;NA;NA;1.30;3;0.00;12.50;1.73;1.73;NA;NA;1.33
Loop 679;python3.9;sysmodule.c:168-168;sys_audit_tstate;Outermost;0;0;0.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
