address;source_location;insn;indent
0x62670e0;:0;PUSH	%RBP;
0x62676ed;:0;TEST	%RDI,%RDI;
0x62676f0;:0;JE	62676f7 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x617>;
0x62676f2;:0;CALL	7632540 <_ZdlPv@plt>;
0x62676f7;:0;MOV	-0x70(%RBP),%RDI;
0x62676fb;:0;TEST	%RDI,%RDI;
0x62676fe;:0;JE	6267705 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x625>;
0x6267700;:0;CALL	7632540 <_ZdlPv@plt>;
0x6267705;:0;MOV	-0x90(%RBP),%RDI;
0x626770c;:0;LEA	-0x80(%RBP),%RAX;
0x6267710;:0;CMP	%RAX,%RDI;
0x6267713;:0;JE	626771a <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x63a>;
0x6267715;:0;CALL	7632540 <_ZdlPv@plt>;
0x626771a;:0;CMPB	$0,-0xa8(%RBP);
0x6267721;:0;JE	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x6267727;:0;MOVB	$0,-0xa8(%RBP);
0x626772e;:0;MOV	0x14a9193(%RIP),%RAX;
0x6267735;:0;ADD	$0x10,%RAX;
0x6267739;:0;MOV	%RAX,-0xc0(%RBP);
0x6267740;:0;VXORPS	%XMM0,%XMM0,%XMM0;
0x6267744;:0;MOV	-0xb0(%RBP),%RBX;
0x626774b;:0;VMOVUPS	%XMM0,-0xb8(%RBP);
0x6267753;:0;TEST	%RBX,%RBX;
0x6267756;:0;JE	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x626775c;:0;CMPQ	$0,0x14a85fc(%RIP);
0x6267764;:0;JE	6267777 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x697>;
0x6267766;:0;MOV	$-0x1,%EAX;
0x626776b;:0;LOCK XADD	%EAX,0x8(%RBX);
0x6267770;:0;CMP	$0x1,%EAX;
0x6267773;:0;JE	6267785 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x6a5>;
0x6267775;:0;JMP	62677e0 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x700>;
0x6267777;:0;MOV	0x8(%RBX),%EAX;
0x626777a;:0;LEA	-0x1(%RAX),%ECX;
0x626777d;:0;MOV	%ECX,0x8(%RBX);
0x6267780;:0;CMP	$0x1,%EAX;
0x6267783;:0;JNE	62677e0 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x700>;
0x6267785;:0;MOV	(%RBX),%RAX;
0x6267788;:0;MOV	%RBX,%RDI;
0x626778b;:0;CALLQ	0x10(%RAX);
0x626778e;:0;CMPQ	$0,0x14a85ca(%RIP);
0x6267796;:0;JE	62677c9 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x6e9>;
0x6267798;:0;MOV	$-0x1,%EAX;
0x626779d;:0;LOCK XADD	%EAX,0xc(%RBX);
0x62677a2;:0;CMP	$0x1,%EAX;
0x62677a5;:0;JE	62677d7 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x6f7>;
0x62677a7;:0;JMP	62677e0 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x700>;
0x62677a9;:0;MOV	%R13,-0x138(%RBP);
0x62677b0;:0;MOV	%R14,-0x148(%RBP);
0x62677b7;:0;MOV	%R12,%R14;
0x62677ba;:0;MOV	%RBX,%R12;
0x62677bd;:0;MOV	-0x140(%RBP),%RBX;
0x62677c4;:0;JMP	6267157 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x77>;
0x62677c9;:0;MOV	0xc(%RBX),%EAX;
0x62677cc;:0;LEA	-0x1(%RAX),%ECX;
0x62677cf;:0;MOV	%ECX,0xc(%RBX);
0x62677d2;:0;CMP	$0x1,%EAX;
0x62677d5;:0;JNE	62677e0 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x700>;
0x62677d7;:0;MOV	(%RBX),%RAX;
0x62677da;:0;MOV	%RBX,%RDI;
0x62677dd;:0;CALLQ	0x18(%RAX);
0x62677e0;:0;MOV	-0xb0(%RBP),%RBX;
0x62677e7;:0;TEST	%RBX,%RBX;
0x62677ea;:0;JE	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x62677ec;:0;CMPQ	$0,0x14a856c(%RIP);
0x62677f4;:0;JE	6267807 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x727>;
0x62677f6;:0;MOV	$-0x1,%EAX;
0x62677fb;:0;LOCK XADD	%EAX,0x8(%RBX);
0x6267800;:0;CMP	$0x1,%EAX;
0x6267803;:0;JE	6267815 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x735>;
0x6267805;:0;JMP	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x6267807;:0;MOV	0x8(%RBX),%EAX;
0x626780a;:0;LEA	-0x1(%RAX),%ECX;
0x626780d;:0;MOV	%ECX,0x8(%RBX);
0x6267810;:0;CMP	$0x1,%EAX;
0x6267813;:0;JNE	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x6267815;:0;MOV	(%RBX),%RAX;
0x6267818;:0;MOV	%RBX,%RDI;
0x626781b;:0;CALLQ	0x10(%RAX);
0x626781e;:0;CMPQ	$0,0x14a853a(%RIP);
0x6267826;:0;JE	6267839 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x759>;
0x6267828;:0;MOV	$-0x1,%EAX;
0x626782d;:0;LOCK XADD	%EAX,0xc(%RBX);
0x6267832;:0;CMP	$0x1,%EAX;
0x6267835;:0;JE	6267847 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x767>;
0x6267837;:0;JMP	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x6267839;:0;MOV	0xc(%RBX),%EAX;
0x626783c;:0;LEA	-0x1(%RAX),%ECX;
0x626783f;:0;MOV	%ECX,0xc(%RBX);
0x6267842;:0;CMP	$0x1,%EAX;
0x6267845;:0;JNE	6267850 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x770>;
0x6267847;:0;MOV	(%RBX),%RAX;
0x626784a;:0;MOV	%RBX,%RDI;
0x626784d;:0;CALLQ	0x18(%RAX);
0x6267850;:0;MOV	%FS:0x28,%RAX;
0x6267859;:0;CMP	-0x30(%RBP),%RAX;
0x626785d;:0;JNE	6267871 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime3RunERKNS_22FunctionLibraryRuntime7OptionsEmN4absl12lts_202308024SpanIKNS_6TensorEEEPSt6vectorIS8_SaIS8_EESt8functionIFvRKNS6_6StatusEEE+0x791>;
0x626785f;:0;ADD	$0x1c8,%RSP;
0x6267866;:0;POP	%RBX;
0x6267867;:0;POP	%R12;
0x6267869;:0;POP	%R13;
0x626786b;:0;POP	%R14;
0x626786d;:0;POP	%R15;
0x626786f;:0;POP	%RBP;
0x6267870;:0;RET;
0x6267871;:0;CALL	7632560 <__stack_chk_fail@plt>;
0x6267876;:0;CALL	7632ca0 <_ZSt25__throw_bad_function_callv@plt>;
0x626787b;:0;INT	$0x3;
0x626787c;:0;INT	$0x3;
0x626787d;:0;INT	$0x3;
0x626787e;:0;INT	$0x3;
0x626787f;:0;INT	$0x3;
