address;source_location;insn;indent
0x523f0;:0;PUSH	%R15;
0x52b4f;:0;LEA	(%R14,%R8,1),%R9;(308) 
0x52b53;:0;JMP	52b6b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x77b>;(308) 
0x52b55;:0;NOPL	(%RAX);
0x52b58;:0;MOV	0x8(%RAX),%RAX;  (309) 
0x52b5c;:0;SAL	$0x6,%RAX;  (309) 
0x52b60;:0;ADD	%RSI,%RAX;  (309) 
0x52b63;:0;MOV	(%RAX),%RDX;  (309) 
0x52b66;:0;CMP	%RDI,%RDX;  (309) 
0x52b69;:0;JE	52ba1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x7b1>;  (309) 
0x52b6b;:0;MOV	0x10(%RAX),%RCX;  (309) 
0x52b6f;:0;IMUL	%R15,%RCX;  (309) 
0x52b73;:0;MOVSS	(%R9,%RCX,1),%XMM0;  (309) 
0x52b79;:0;UCOMISS	%XMM0,%XMM0;  (309) 
0x52b7c;:0;JP	52f70 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb80>;  (309) 
0x52b82;:0;MOVSD	0x18(%RAX),%XMM1;  (309) 
0x52b87;:0;CVTSS2SD	%XMM0,%XMM0;  (309) 
0x52b8b;:0;COMISD	%XMM0,%XMM1;  (309) 
0x52b8f;:0;JB	52b58 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x768>;  (309) 
0x52b91;:0;SAL	$0x6,%RDX;  (309) 
0x52b95;:0;LEA	(%RSI,%RDX,1),%RAX;  (309) 
0x52b99;:0;MOV	(%RAX),%RDX;  (309) 
0x52b9c;:0;CMP	%RDI,%RDX;  (309) 
0x52b9f;:0;JNE	52b6b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x77b>;  (309) 
0x52ba1;:0;SUB	%RSI,%RAX;(308) 
0x52ba4;:0;SAR	$0x6,%RAX;(308) 
0x52ba8;:0;ADD	$0x1,%R11;(308) 
0x52bac;:0;MOV	%RAX,(%R13);(308) 
0x52bb0;:0;ADD	%RBP,%R8;(308) 
0x52bb3;:0;ADD	%R10,%R13;(308) 
0x52bb6;:0;CMP	%R11,%RBX;(308) 
0x52bb9;:0;JNE	52b40 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x750>;(308) 
0x52bbb;:0;MOV	(%RSP),%RBP;
0x52bbf;:0;MOV	0x8(%RSP),%RBX;
0x52bc4;:0;MOVZX	0x18(%RSP),%R14D;
0x52bca;:0;MOV	%R12,%RDI;
0x52bcd;:0;CALL	7450 <PyEval_RestoreThread@plt>;
0x52bd2;:0;MOV	0x322e7(%RIP),%RAX;
0x52bd9;:0;MOV	0x320a8(%RIP),%RDX;
0x52be0;:0;CMP	%RDX,0x18(%RAX);
0x52be4;:0;JNE	5384e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x145e>;
0x52bea;:0;MOV	0x3208f(%RIP),%R11;
0x52bf1;:0;TEST	%R11,%R11;
0x52bf4;:0;JE	53895 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x14a5>;
0x52bfa;:0;ADDQ	$0x1,(%R11);
0x52bfe;:0;MOV	0x8(%R11),%RAX;
0x52c02;:0;MOV	%R11,(%RSP);
0x52c06;:0;MOV	%R11,%RDI;
0x52c09;:0;MOV	0x327a8(%RIP),%RSI;
0x52c10;:0;MOV	0x90(%RAX),%RAX;
0x52c17;:0;TEST	%RAX,%RAX;
0x52c1a;:0;JE	53884 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1494>;
0x52c20;:0;CALL	%RAX;
0x52c22;:0;MOV	(%RSP),%R11;
0x52c26;:0;MOV	%RAX,%R13;
0x52c29;:0;MOV	(%R11),%RAX;
0x52c2c;:0;SUB	$0x1,%RAX;
0x52c30;:0;TEST	%R13,%R13;
0x52c33;:0;JE	538a6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x14b6>;
0x52c39;:0;MOV	%RAX,(%R11);
0x52c3c;:0;TEST	%RAX,%RAX;
0x52c3f;:0;JE	536d8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x12e8>;
0x52c45;:0;PUSHQ	0x1e8(%RSP);
0x52c4c;:0;XOR	%ECX,%ECX;
0x52c4e;:0;LEA	-0x37b75(%RIP),%RDX;
0x52c55;:0;LEA	-0x3d91c(%RIP),%RSI;
0x52c5c;:0;PUSHQ	0x1e8(%RSP);
0x52c63;:0;MOV	$0x1,%EDI;
0x52c68;:0;PUSHQ	0x1e8(%RSP);
0x52c6f;:0;PUSHQ	0x1e8(%RSP);
0x52c76;:0;PUSHQ	0x1e8(%RSP);
0x52c7d;:0;PUSHQ	0x1e8(%RSP);
0x52c84;:0;PUSHQ	0x1e8(%RSP);
0x52c8b;:0;PUSHQ	0x1e8(%RSP);
0x52c92;:0;PUSHQ	0x1e8(%RSP);
0x52c99;:0;PUSHQ	0x1e8(%RSP);
0x52ca0;:0;PUSHQ	0x1e8(%RSP);
0x52ca7;:0;PUSHQ	0x1e8(%RSP);
0x52cae;:0;PUSHQ	0x1e8(%RSP);
0x52cb5;:0;PUSHQ	0x1e8(%RSP);
0x52cbc;:0;PUSHQ	0x1e8(%RSP);
0x52cc3;:0;PUSHQ	0x1e8(%RSP);
0x52cca;:0;PUSHQ	0x1e8(%RSP);
0x52cd1;:0;PUSHQ	0x1e8(%RSP);
0x52cd8;:0;PUSHQ	0x1e8(%RSP);
0x52cdf;:0;PUSHQ	0x1e8(%RSP);
0x52ce6;:0;PUSHQ	0x1e8(%RSP);
0x52ced;:0;PUSHQ	0x1e8(%RSP);
0x52cf4;:0;PUSHQ	0x1e8(%RSP);
0x52cfb;:0;PUSHQ	0x1e8(%RSP);
0x52d02;:0;PUSHQ	0x1e8(%RSP);
0x52d09;:0;PUSHQ	0x1e8(%RSP);
0x52d10;:0;CALL	37de0 <_ZL26__pyx_memoryview_fromslice18__Pyx_memviewsliceiPFP7_objectPcEPFiS2_S1_Ei>;
0x52d15;:0;ADD	$0xd0,%RSP;
0x52d1c;:0;MOV	%RAX,%R8;
0x52d1f;:0;TEST	%RAX,%RAX;
0x52d22;:0;JE	538cf <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x14df>;
0x52d28;:0;MOV	0x2e289(%RIP),%RAX;
0x52d2f;:0;CMP	%RAX,0x8(%R13);
0x52d33;:0;JE	538fb <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x150b>;
0x52d39;:0;LEA	0x48(%RSP),%RSI;  (306) 
0x52d3e;:0;MOV	$0x1,%EDX;  (306) 
0x52d43;:0;MOV	%R13,%RDI;  (306) 
0x52d46;:0;MOV	%R8,(%RSP);  (306) 
0x52d4a;:0;MOV	%R8,0x48(%RSP);  (306) 
0x52d4f;:0;MOVQ	$0,0x40(%RSP);  (306) 
0x52d58;:0;CALL	1bf80 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.1>;  (306) 
0x52d5d;:0;MOV	(%RSP),%R8;  (306) 
0x52d61;:0;MOV	%R13,%R9;  (306) 
0x52d64;:0;MOV	%RAX,%R12;  (306) 
0x52d67;:0;SUBQ	$0x1,(%R8);  (306) 
0x52d6b;:0;JE	532ea <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xefa>;  (306) 
0x52d71;:0;MOV	(%R9),%RAX;  (306) 
0x52d74;:0;XOR	%R13D,%R13D;  (306) 
0x52d77;:0;MOV	$0x85f3,%ESI;  (306) 
0x52d7c;:0;MOV	$0x405,%R15D;  (306) 
0x52d82;:0;SUB	$0x1,%RAX;  (306) 
0x52d86;:0;TEST	%R12,%R12;  (306) 
0x52d89;:0;JE	52fa8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbb8>;  (306) 
0x52d8f;:0;MOV	%RAX,(%R9);  (306) 
0x52d92;:0;TEST	%RAX,%RAX;  (306) 
0x52d95;:0;JE	53330 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xf40>;  (306) 
0x52d9b;:0;CMP	0x2e226(%RIP),%R12;  (306) 
0x52da2;:0;JE	52e57 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa67>;  (306) 
0x52da8;:0;MOV	0x32179(%RIP),%RSI;  (306) 
0x52daf;:0;MOV	%R12,%RDI;  (306) 
0x52db2;:0;MOV	$0x405,%R15D;  (306) 
0x52db8;:0;CALL	18970 <_ZL14__Pyx_TypeTestP7_objectP11_typeobject>;  (306) 
0x52dbd;:0;MOV	$0x85f7,%ESI;  (306) 
0x52dc2;:0;TEST	%EAX,%EAX;  (306) 
0x52dc4;:0;JNE	52e57 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa67>;  (306) 
0x52dca;:0;MOV	%R12,%R8;  (307) 
0x52dcd;:0;JMP	52e2f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa3f>;  (307) 
0x52dcf;:0;NOP;
0x52dd0;:0;MOV	%R13,%RDI;
0x52dd3;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x52dd8;:0;JMP	52494 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4>;
0x52ddd;:0;SUB	$0x1,%RAX;
0x52de1;:0;MOV	%RAX,(%RBX);
0x52de4;:0;JE	53587 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1197>;
0x52dea;:0;XOR	%EBP,%EBP;
0x52dec;:0;XOR	%R13D,%R13D;
0x52def;:0;XOR	%R8D,%R8D;
0x52df2;:0;XOR	%EBX,%EBX;
0x52df4;:0;MOV	$0x1,%R14D;
0x52dfa;:0;MOV	$0x3e3,%R15D;
0x52e00;:0;MOV	$0x8497,%ESI;
0x52e05;:0;SUBQ	$0x1,(%R11);(305) 
0x52e09;:0;JE	52ef8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb08>;(305) 
0x52e0f;:0;TEST	%R13,%R13;(305) 
0x52e12;:0;JE	52e1f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa2f>;(305) 
0x52e14;:0;SUBQ	$0x1,(%R13);(305) 
0x52e19;:0;JE	52ed8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xae8>;(305) 
0x52e1f;:0;TEST	%R12,%R12;(305) 
0x52e22;:0;JE	52e2f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa3f>;(305) 
0x52e24;:0;SUBQ	$0x1,(%R12);(305) 
0x52e29;:0;JE	52f18 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb28>;(305) 
0x52e2f;:0;TEST	%R8,%R8;  (307) 
0x52e32;:0;JE	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;  (307) 
0x52e34;:0;SUBQ	$0x1,(%R8);(305) 
0x52e38;:0;JE	52f38 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb48>;(305) 
0x52e3e;:0;LEA	0x214a1(%RIP),%RCX;(305) 
0x52e45;:0;MOV	%R15D,%EDX;(305) 
0x52e48;:0;LEA	0x1ffa9(%RIP),%RDI;(305) 
0x52e4f;:0;XOR	%R12D,%R12D;(305) 
0x52e52;:0;CALL	1d3c0 <_ZL18__Pyx_AddTracebackPKciiS0_>;(305) 
0x52e57;:0;TEST	%R14B,%R14B;  (306) 
0x52e5a;:0;JNE	52e6f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa7f>;  (306) 
0x52e5c;:0;MOV	$-0x1,%EAX;  (306) 
0x52e61;:0;LOCK XADD	%EAX,0x38(%RBP);  (306) 
0x52e66;:0;CMP	$0x1,%EAX;  (306) 
0x52e69;:0;JLE	53150 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd60>;  (306) 
0x52e6f;:0;TEST	%RBX,%RBX;(305) 
0x52e72;:0;JE	52e90 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xaa0>;(305) 
0x52e74;:0;CMP	0x2e14d(%RIP),%RBX;(305) 
0x52e7b;:0;JE	52e90 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xaa0>;(305) 
0x52e7d;:0;MOV	$-0x1,%EAX;(305) 
0x52e82;:0;LOCK XADD	%EAX,0x38(%RBX);(305) 
0x52e87;:0;CMP	$0x1,%EAX;(305) 
0x52e8a;:0;JLE	53170 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xd80>;(305) 
0x52e90;:0;ADD	$0x1f8,%RSP;
0x52e97;:0;MOV	%R12,%RAX;
0x52e9a;:0;POP	%RBX;
0x52e9b;:0;POP	%RBP;
0x52e9c;:0;POP	%R12;
0x52e9e;:0;POP	%R13;
0x52ea0;:0;POP	%R14;
0x52ea2;:0;POP	%R15;
0x52ea4;:0;RET;
0x52ea5;:0;NOPL	(%RAX);
0x52ea8;:0;MOV	%RBP,%RDI;
0x52eab;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x52eb0;:0;JMP	52473 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x83>;
0x52eb5;:0;NOPL	(%RAX);
0x52eb8;:0;SUBQ	$0x1,(%R12);
0x52ebd;:0;MOVZX	%AL,%EBP;
0x52ec0;:0;JNE	5257d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x18d>;
0x52ec6;:0;MOV	%R12,%RDI;
0x52ec9;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x52ece;:0;JMP	5257d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x18d>;
0x52ed3;:0;NOPL	(%RAX,%RAX,1);
0x52ed8;:0;MOV	%R13,%RDI;(305) 
0x52edb;:0;MOV	%R8,0x8(%RSP);(305) 
0x52ee0;:0;MOV	%ESI,(%RSP);(305) 
0x52ee3;:0;CALL	77f0 <_Py_Dealloc@plt>;(305) 
0x52ee8;:0;MOV	0x8(%RSP),%R8;(305) 
0x52eed;:0;MOV	(%RSP),%ESI;(305) 
0x52ef0;:0;JMP	52e1f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa2f>;(305) 
0x52ef5;:0;NOPL	(%RAX);
0x52ef8;:0;MOV	%R11,%RDI;(305) 
0x52efb;:0;MOV	%R8,0x8(%RSP);(305) 
0x52f00;:0;MOV	%ESI,(%RSP);(305) 
0x52f03;:0;CALL	77f0 <_Py_Dealloc@plt>;(305) 
0x52f08;:0;MOV	(%RSP),%ESI;(305) 
0x52f0b;:0;MOV	0x8(%RSP),%R8;(305) 
0x52f10;:0;JMP	52e0f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1f>;(305) 
0x52f15;:0;NOPL	(%RAX);
0x52f18;:0;MOV	%R12,%RDI;(305) 
0x52f1b;:0;MOV	%R8,0x8(%RSP);(305) 
0x52f20;:0;MOV	%ESI,(%RSP);(305) 
0x52f23;:0;CALL	77f0 <_Py_Dealloc@plt>;(305) 
0x52f28;:0;MOV	0x8(%RSP),%R8;(305) 
0x52f2d;:0;MOV	(%RSP),%ESI;(305) 
0x52f30;:0;JMP	52e2f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa3f>;(305) 
0x52f35;:0;NOPL	(%RAX);
0x52f38;:0;MOV	%R8,%RDI;(305) 
0x52f3b;:0;MOV	%ESI,(%RSP);(305) 
0x52f3e;:0;CALL	77f0 <_Py_Dealloc@plt>;(305) 
0x52f43;:0;MOV	(%RSP),%ESI;(305) 
0x52f46;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;(305) 
0x52f4b;:0;MOV	0x32186(%RIP),%RDI;
0x52f52;:0;CALL	1bd00 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x52f57;:0;MOV	%RAX,%R13;
0x52f5a;:0;TEST	%R13,%R13;
0x52f5d;:0;JE	532aa <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xeba>;
0x52f63;:0;MOV	%R13,%R11;
0x52f66;:0;JMP	524f7 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x107>;
0x52f6b;:0;NOPL	(%RAX,%RAX,1);
0x52f70;:0;CMPB	$0,0x38(%RAX);  (309) 
0x52f74;:0;JE	52b58 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x768>;  (309) 
0x52f7a;:0;SAL	$0x6,%RDX;  (309) 
0x52f7e;:0;LEA	(%RSI,%RDX,1),%RAX;  (309) 
0x52f82;:0;JMP	52b99 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x7a9>;  (309) 
0x52f87;:0;NOPW	(%RAX,%RAX,1);
0x52f90;:0;MOV	%RBP,%R9;
0x52f93;:0;XOR	%EBX,%EBX;
0x52f95;:0;XOR	%EBP,%EBP;
0x52f97;:0;MOV	$0x1,%R14D;
0x52f9d;:0;MOV	$0x8463,%ESI;
0x52fa2;:0;MOV	$0x3df,%R15D;
0x52fa8;:0;MOV	(%R9),%RAX;(305) 
0x52fab;:0;XOR	%R8D,%R8D;(305) 
0x52fae;:0;XOR	%R12D,%R12D;(305) 
0x52fb1;:0;SUB	$0x1,%RAX;(305) 
0x52fb5;:0;MOV	%RAX,(%R9);(305) 
0x52fb8;:0;JNE	52e0f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1f>;(305) 
0x52fbe;:0;XOR	%R11D,%R11D;(305) 
0x52fc1;:0;MOV	%R9,%RDI;(305) 
0x52fc4;:0;MOV	%R11,0x10(%RSP);(305) 
0x52fc9;:0;MOV	%R8,0x8(%RSP);(305) 
0x52fce;:0;MOV	%ESI,(%RSP);(305) 
0x52fd1;:0;CALL	77f0 <_Py_Dealloc@plt>;(305) 
0x52fd6;:0;MOV	0x10(%RSP),%R11;(305) 
0x52fdb;:0;MOV	(%RSP),%ESI;(305) 
0x52fde;:0;MOV	0x8(%RSP),%R8;(305) 
0x52fe3;:0;TEST	%R11,%R11;(305) 
0x52fe6;:0;JNE	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;(305) 
0x52fec;:0;JMP	52e0f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1f>;(305) 
0x52ff1;:0;NOPL	(%RAX);
0x52ff8;:0;MOVQ	$0,0x20(%RSP);
0x53001;:0;MOV	%R14,%RBP;
0x53004;:0;XOR	%R15D,%R15D;
0x53007;:0;MOVQ	$0,0x28(%RSP);
0x53010;:0;JMP	5261e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x22e>;
0x53015;:0;NOPL	(%RAX);
0x53018;:0;MOV	%RBX,%RDI;
0x5301b;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53020;:0;MOV	0x8(%RSP),%R11;
0x53025;:0;SUBQ	$0x1,(%R11);
0x53029;:0;JNE	52537 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x147>;
0x5302f;:0;MOV	%R11,%RDI;
0x53032;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53037;:0;JMP	52537 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x147>;
0x5303c;:0;NOPL	(%RAX);
0x53040;:0;MOV	0x32881(%RIP),%RDI;
0x53047;:0;LEA	0x31c72(%RIP),%RDX;
0x5304e;:0;LEA	0x31c73(%RIP),%RSI;
0x53055;:0;CALL	1bf00 <_ZL26__Pyx__GetModuleGlobalNameP7_objectPmPS0_>;
0x5305a;:0;MOV	%RAX,%RBP;
0x5305d;:0;TEST	%RBP,%RBP;
0x53060;:0;JNE	52435 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x45>;
0x53066;:0;XOR	%EBX,%EBX;
0x53068;:0;MOV	$0x8461,%ESI;
0x5306d;:0;MOV	$0x3df,%R15D;
0x53073;:0;MOV	$0x1,%R14D;
0x53079;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x5307e;:0;XCHG	%AX,%AX;
0x53080;:0;MOV	0x68(%RAX),%RAX;
0x53084;:0;TEST	%RAX,%RAX;
0x53087;:0;JE	53720 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1330>;
0x5308d;:0;MOV	0x18(%RAX),%RAX;
0x53091;:0;TEST	%RAX,%RAX;
0x53094;:0;JE	53720 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1330>;
0x5309a;:0;XOR	%ESI,%ESI;
0x5309c;:0;MOV	%RBX,%RDI;
0x5309f;:0;CALL	%RAX;
0x530a1;:0;MOV	%RAX,%R11;
0x530a4;:0;JMP	526b6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2c6>;
0x530a9;:0;NOPL	(%RAX);
0x530b0;:0;MOV	0x18(%RBX),%RAX;
0x530b4;:0;MOV	(%RAX),%R11;
0x530b7;:0;ADDQ	$0x1,(%R11);
0x530bb;:0;JMP	526bf <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2cf>;
0x530c0;:0;MOV	%RBX,%RDI;
0x530c3;:0;MOV	%R11,0x10(%RSP);
0x530c8;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x530cd;:0;MOV	0x10(%RSP),%R11;
0x530d2;:0;JMP	526c9 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x2d9>;
0x530d7;:0;NOPW	(%RAX,%RAX,1);
0x530e0;:0;MOV	%R11,%RDI;
0x530e3;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x530e8;:0;JMP	526f4 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x304>;
0x530ed;:0;NOPL	(%RAX);
0x530f0;:0;MOV	0x327d1(%RIP),%RDI;
0x530f7;:0;CALL	1bd00 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x530fc;:0;MOV	%RAX,%RBP;
0x530ff;:0;JMP	5305d <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xc6d>;
0x53104;:0;NOPL	(%RAX);
0x53108;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x5310d;:0;MOV	%RAX,%R13;
0x53110;:0;JMP	52458 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x68>;
0x53115;:0;NOPL	(%RAX);
0x53118;:0;XOR	%EAX,%EAX;(308) 
0x5311a;:0;JMP	52ba8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x7b8>;(308) 
0x5311f;:0;NOP;
0x53120;:0;MOV	%R13,%R11;
0x53123;:0;MOV	$0x1,%R14D;
0x53129;:0;XOR	%EBX,%EBX;
0x5312b;:0;XOR	%EBP,%EBP;
0x5312d;:0;MOV	$0x8466,%ESI;
0x53132;:0;XOR	%R8D,%R8D;
0x53135;:0;XOR	%R12D,%R12D;
0x53138;:0;XOR	%R13D,%R13D;
0x5313b;:0;MOV	$0x3df,%R15D;
