ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 6664;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.01;0.01;0.02;1.00;1.00;12.48;1.07;2;8.33;11.46;3.20;3.20;3.20;0.26;3.00
Loop 25525;libtensorflow_framework.so.2;;tsl::BFCAllocator::FindChunkPtr(int, unsigned long, unsigned long, unsigned long);Innermost;0.01;0.01;0.02;1.00;1.00;8.00;1.88;3;0.00;12.50;3.13;3.13;3.13;0.39;1.67
Loop 8996;libtensorflow_framework.so.2;;tsl::gtl::internal::FlatRep<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::Bucket, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear();Innermost;0.01;0.01;0.02;1.00;1.00;34.74;1.90;5;0.00;7.03;3.80;3.80;3.80;0.11;2.00
Loop 1336;python3.9;object.c:745-749,object.h:408-408,object.h:422-422,object.h:430-430,dictobject.c:341-346,dictobject.c:789-810,dictobject.c:821-822;PyDict_Contains;Innermost;0.01;0.01;0.02;1.00;1.00;9.28;2.49;1;0.00;11.95;17.40;17.40;17.40;1.88;7.00
Loop 1241;python3.9;pycore_pystate.h:55-55,tupleobject.c:397-398,object.c:663-668,object.c:672-674,object.c:678-680,object.c:714-714,object.c:725-725,object.c:738-738,object.c:746-749,object.h:128-128,object.h:408-408,object.h:422-422,object.h:628-628,longobject.c:3060-3066,longobject.c:3079-3079,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1425-1426,typeobject.c:1431-1432;tuplecontains;Outermost;0.01;0.01;0.02;1.00;1.00;22.34;2.05;214;0.00;10.28;32.80;32.80;32.80;1.47;16.00
Loop 838;python3.9;eq.h:17-24,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:353-353,dictobject.c:360-360,dictobject.c:890-890,dictobject.c:893-893,dictobject.c:901-901,dictobject.c:905-906;_PyDict_GetItemIdWithError;InBetween;0.01;0.01;0.02;1.00;NA;NA;1.00;3;0.00;11.46;1.00;1.00;NA;NA;1.00
Loop 9849;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::allocate_temp(tensorflow::DataType, tensorflow::TensorShape const&, tensorflow::Tensor*, tsl::AllocatorAttributes, tsl::AllocationAttributes const&);Single;0.01;0.01;0.02;5.52;1.00;9.19;7.14;1;28.87;14.74;46.40;8.40;46.40;5.05;6.50
Loop 9550;libtensorflow_framework.so.2;;tensorflow::data::model::Model::RecordIteratorGapTime(unsigned long);Outermost;0.01;0.01;0.02;1.00;1.00;30.57;5.92;1;0.00;10.38;14.80;14.80;14.80;0.48;2.50
Loop 2211;python3.9;dictobject.c:3643-3645,dictobject.c:3684-3684;dictiter_iternextkey;Single;0.01;0.01;0.02;1.00;1.00;16.00;3.00;1;0.00;8.33;3.00;3.00;3.00;0.19;1.00
Loop 1295;python3.9;codeobject.c:997-1002;PyFrame_GetLineNumber;Single;0.01;0.01;0.02;1.00;1.00;14.40;1.60;1;0.00;7.81;1.60;1.60;1.60;0.11;1.00
Loop 1083;python3.9;pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:127-127,call.c:134-134,call.c:370-374,call.c:380-388,call.c:396-396;_PyObject_FastCallDictTstate;Single;0.01;0.01;0.02;1.00;1.00;12.70;4.32;1;0.00;12.17;10.80;10.80;10.80;0.85;2.50
Loop 1082;python3.9;unicodeobject.c:2306-2316,pycore_pystate.h:55-55,object.c:906-908,object.c:916-927,object.c:942-948,object.c:956-961;_PyObject_LookupAttrId;Single;0.01;0.01;0.02;1.00;1.00;19.49;2.98;1;0.00;10.74;13.40;13.40;13.40;0.69;4.50
Loop 1072;python3.9;ceval.c:5084-5085,object.c:2205-2205,object.c:2209-2210,object.h:422-422;_PyEval_EvalFrameDefault;Outermost;0.01;0;0.01;1.00;1.00;8.00;2.00;5;0.00;12.50;8.00;8.00;8.00;1.00;4.00
Loop 899;python3.9;object.h:128-128,typeobject.c:3764-3764,dictobject.c:999-999,dictobject.c:1006-1010,pycore_object.h:112-114;collect;Innermost;0.01;0;0.01;1.00;1.00;12.62;1.92;37;0.00;11.24;14.40;14.40;14.40;1.14;7.50
Loop 36009;libtensorflow_framework.so.2;;tensorflow::BCastList<2>::BCastList(absl::lts_20230802::InlinedVector<long, 4ul, std::allocator<long> > const (&) [2], bool, bool);Innermost;0.01;0;0.01;1.00;1.00;20.91;3.06;1152;15.00;12.34;21.40;21.40;21.40;1.02;7.00
Loop 894;python3.9;gcmodule.c:694-697;collect;Innermost;0.01;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 893;python3.9;gcmodule.c:313-314;collect;Innermost;0.01;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 2685;python3.9;split.h:356-356,split.h:360-360,split.h:365-367,split.h:370-370,split.h:374-374,split.h:381-381,object.h:143-143,object.h:408-408,object.h:422-422,object.h:430-430,object.h:628-628,listobject.c:40-40,listobject.c:46-46,listobject.c:62-62,listobject.c:66-73,listobject.c:79-79,listobject.c:83-85,listobject.c:302-302,listobject.c:305-305,listobject.c:311-311,listobject.c:315-315,listobject.c:322-322;PyUnicode_Splitlines;Outermost;0.01;0;0.01;1.00;1.00;12.01;2.12;135;0.00;11.21;21.20;21.20;21.20;1.77;10.00
Loop 6658;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ScheduleReady(absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);Single;0.01;0;0.01;1.00;1.00;2.46;5.33;8;0.00;11.25;16.00;16.00;16.00;6.50;3.00
Loop 1395;python3.9;object.c:2205-2210,object.h:422-422,typeobject.c:1154-1159;subtype_dealloc;Innermost;0.01;0;0.01;1.00;1.00;12.13;2.16;5;0.00;10.16;5.40;5.40;5.40;0.45;2.50
Loop 1040;python3.9;ceval.c:4252-4261,object.h:408-408,object.h:496-496;_PyEval_EvalCode;Single;0.01;0;0.01;1.00;1.00;8.00;1.53;2;0.00;12.50;2.30;2.30;2.30;0.29;1.50
Loop 1394;python3.9;typeobject.c:1153-1154,typeobject.c:1318-1321;subtype_dealloc;Outermost;0.01;0;0.01;1.00;1.00;11.79;1.87;7;0.00;11.46;2.80;2.80;2.80;0.24;1.50
Loop 883;python3.9;gcmodule.c:234-234,gcmodule.c:273-284,gcmodule.c:961-969,object.h:408-408,object.h:422-422,object.h:430-430;collect;Innermost;0.01;0;0.01;1.00;1.00;6.80;4.30;1;0.00;11.33;8.60;8.60;8.60;1.27;2.00
Loop 1641;python3.9;typeobject.c:1432-1433;object_isinstance;Single;0.01;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 1443;python3.9;pycore_pystate.h:55-55,abstract.c:1341-1345,abstract.c:1376-1376,abstract.c:1380-1380,abstract.c:1383-1383,abstract.c:1387-1387,abstract.c:1392-1392,abstract.c:1399-1399,abstract.c:1406-1406,pycore_pyerrors.h:14-14,object.h:128-128,object.h:422-422,object.h:628-628,listobject.c:435-435,listobject.c:2817-2820,listobject.c:2864-2864,longobject.c:623-624,longobject.c:629-635,longobject.c:638-639,longobject.c:643-643,longobject.c:650-653,longobject.c:659-659;list_subscript;InBetween;0.01;0;0.01;1.00;1.00;20.21;1.99;1;0.00;11.59;31.80;31.80;31.80;1.57;16.00
Loop 9895;libtensorflow_framework.so.2;;std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, false> >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);Single;0.01;0;0.01;1.00;1.00;2.48;2.48;4;0.00;12.06;8.05;8.05;8.05;3.25;3.25
Loop 2703;python3.9;longobject.c:641-644;slot_tp_hash;Single;0.01;0;0.01;1.00;1.00;14.77;1.00;1;0.00;9.38;4.00;4.00;4.00;0.27;4.00
Loop 1496;python3.9;pycore_pystate.h:55-55,tupleobject.c:88-88,tupleobject.c:92-93,tupleobject.c:424-428,descrobject.c:290-290,descrobject.c:293-293,descrobject.c:311-311,descrobject.c:315-315,descrobject.c:318-319,object.c:2205-2205,object.c:2209-2209,object.h:408-408,object.h:422-422,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,pycore_object.h:39-39,pycore_object.h:46-51;method_vectorcall_VARARGS;InBetween;0.01;0;0.01;2.86;1.00;10.82;2.86;1;3.70;11.81;18.60;6.50;18.60;1.72;6.50
Loop 1464;python3.9;descrobject.c:77-77,descrobject.c:270-270,descrobject.c:290-290,descrobject.c:293-293,descrobject.c:406-406,descrobject.c:409-409,descrobject.c:412-412,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94,typeobject.c:1432-1432;method_vectorcall_FASTCALL_KEYWORDS;InBetween;0.01;0;0.01;1.00;1.00;12.38;3.20;1;0.00;10.66;9.60;9.60;9.60;0.78;3.00
Loop 1433;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,setobject.c:455-458,setobject.c:650-650,typeobject.c:3764-3764,pycore_object.h:112-114;set_traverse;Outermost;0.01;0;0.01;1.00;1.00;20.50;1.52;106;0.00;11.81;15.20;15.20;15.20;0.74;10.00
Loop 1313;python3.9;descrobject.c:290-293,descrobject.c:461-467,pycore_ceval.h:83-83,pycore_ceval.h:94-94;method_vectorcall_O;Innermost;0.01;0;0.01;1.00;1.00;11.73;2.93;1;0.00;11.61;4.40;4.40;4.40;0.38;1.50
Loop 912;python3.9;tupleobject.c:623-624,pycore_object.h:112-113;tupletraverse;Innermost;0.01;0;0.01;1.00;1.00;8.00;1.07;1;0.00;12.50;1.60;1.60;1.60;0.20;1.50
Loop 881;python3.9;gcmodule.c:655-655,gcmodule.c:672-679;collect;Single;0.01;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 788;python3.9;unicodeobject.c:15718-15719,unicodeobject.c:15726-15735,object.c:2209-2209,object.h:408-408,object.h:422-422;PyUnicode_InternInPlace;Innermost;0.01;0;0.01;1.00;1.00;8.00;2.40;1;0.00;12.50;6.00;6.00;6.00;0.75;2.50
Loop 770;python3.9;obmalloc.c:1265-1266,obmalloc.c:1272-1276,obmalloc.c:1288-1290,obmalloc.c:1295-1296,obmalloc.c:1301-1305,obmalloc.c:1313-1319,obmalloc.c:1322-1325,obmalloc.c:1329-1329,obmalloc.c:1466-1466,obmalloc.c:1470-1470,obmalloc.c:1484-1484,obmalloc.c:1487-1489,obmalloc.c:1493-1498,obmalloc.c:1504-1506,obmalloc.c:1526-1526,obmalloc.c:1529-1535,obmalloc.c:1540-1542,obmalloc.c:1550-1556,obmalloc.c:1561-1563,obmalloc.c:1571-1579;allocate_from_new_pool;Outermost;0.01;0;0.01;2.60;1.00;6.37;4.55;1;11.69;11.69;36.40;14.00;36.40;5.72;8.00
Loop 43819;libtensorflow_framework.so.2;;absl::lts_20230802::Mutex::UnlockSlow(absl::lts_20230802::SynchWaitParams*);Outermost;0.01;0;0.01;1.70;1.00;20.07;1.75;44896;5.77;11.45;30.60;18.00;30.60;1.52;17.50
Loop 42874;libtensorflow_framework.so.2;;nsync::nsync_mu_semaphore_v(nsync::nsync_semaphore_s_*);Single;0.01;0;0.01;1.00;1.00;16.00;2.80;1;0.00;6.25;1.40;1.40;1.40;0.09;0.50
Loop 8744;libtensorflow_framework.so.2;;tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tensorflow::FunctionRecord*, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Single;0.01;0;0.01;1.00;1.00;12.81;1.32;3;0.00;10.25;5.30;5.30;5.30;0.41;4.00
Loop 8458;libtensorflow_framework.so.2;;tensorflow::data::DatasetBaseIterator::DatasetBaseIterator(tensorflow::data::DatasetBaseIterator::BaseParams const&);InBetween;0.01;0;0.01;1.00;1.00;13.28;8.29;1;6.90;11.85;29.00;29.00;29.00;2.18;3.50
Loop 3903;python3.9;odictobject.c:1508-1509;odict_traverse;Single;0.01;0;0.01;1.00;1.00;10.00;1.00;2;0.00;11.72;2.00;2.00;2.00;0.20;2.00
Loop 5453;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::FunctionRetsToTensors(std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > > const*, std::vector<tensorflow::Tensor, std::allocator<tensorflow::Tensor> >*);Single;0;0;0.01;2.80;1.00;8.96;2.80;5;12.50;12.01;7.00;2.50;7.00;0.78;2.50
Loop 1335;python3.9;object.c:775-779,dictobject.c:344-344,dictobject.c:350-350,dictobject.c:782-785,dictobject.c:789-789,dictobject.c:811-811,dictobject.c:3294-3294,dictobject.c:3297-3301;PyDict_Contains;Outermost;0.01;0;0.01;1.00;1.00;13.33;2.15;1;0.00;12.15;11.80;11.80;11.80;0.89;5.50
Loop 1283;python3.9;errors.c:282-282,errors.c:301-302,object.h:628-630,typeobject.c:1417-1417,typeobject.c:1425-1426,typeobject.c:1431-1433;PyErr_ExceptionMatches;InBetween;0.01;0;0.01;1.00;1.00;23.83;1.46;1;0.00;9.94;8.75;8.75;8.75;0.37;6.00
Loop 1194;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,funcobject.c:619-622,typeobject.c:3764-3764,pycore_object.h:112-114;func_traverse;Outermost;0.01;0;0.01;1.00;1.00;22.88;1.97;1;0.00;10.49;11.80;11.80;11.80;0.52;6.00
Loop 1181;python3.9;methodobject.c:430-433,pycore_ceval.h:94-94;cfunction_vectorcall_FASTCALL;Single;0.01;0;0.01;1.00;1.00;15.10;3.75;1;0.00;10.94;3.00;3.00;3.00;0.20;0.80
Loop 1029;python3.9;unicodeobject.c:15701-15701,unicodeobject.c:15708-15708,unicodeobject.c:15712-15712,codeobject.c:30-30,codeobject.c:33-36,codeobject.c:63-66,codeobject.c:81-82,codeobject.c:86-89,codeobject.c:92-93,codeobject.c:97-99,codeobject.c:104-106,object.h:128-128,object.h:422-422,object.h:430-430;intern_string_constants;InBetween;0.01;0;0.01;1.00;1.00;29.71;1.32;1;0.00;8.94;30.40;30.40;30.40;1.02;23.00
Loop 786;python3.9;unicodeobject.c:1407-1420,unicodeobject.c:1427-1435,unicodeobject.c:1444-1445,unicodeobject.c:1451-1452,unicodeobject.c:1459-1465,unicodeobject.c:1471-1494,unicodeobject.c:1502-1502,objimpl.h:69-69,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,object.h:133-138,object.h:408-408;PyUnicode_New;Single;0.01;0;0.01;1.00;1.00;11.59;3.17;1;0.00;8.06;36.40;36.40;36.40;3.14;11.50
Loop 1075;python3.9;ceval.c:5084-5085,object.h:422-422;_PyEval_EvalFrameDefault;Innermost;0;0;0.01;1.00;1.00;8.00;1.40;1;0.00;12.50;1.40;1.40;1.40;0.17;1.00
Loop 1073;python3.9;ceval.c:5084-5085,object.h:422-422;_PyEval_EvalFrameDefault;Innermost;0;0;0.01;1.00;1.00;8.00;1.40;1;0.00;12.50;1.40;1.40;1.40;0.17;1.00
Loop 903;python3.9;tupleobject.c:183-189,object.h:128-128,typeobject.c:3764-3764,pycore_object.h:112-114;collect;Innermost;0;0;0.01;1.00;1.00;21.56;1.65;6;0.00;11.51;6.60;6.60;6.60;0.31;4.00
Loop 895;python3.9;gcmodule.c:87-87,gcmodule.c:324-324;collect;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 41463;libtensorflow_framework.so.2;;std::vector<tsl::DeviceType, std::allocator<tsl::DeviceType> >::_M_fill_insert(__gnu_cxx::__normal_iterator<tsl::DeviceType*, std::vector<tsl::DeviceType, std::allocator<tsl::DeviceType> > >, unsigned long, tsl::DeviceType const&);Single;0;0;0.01;1.00;1.00;10.42;3.50;6;0.00;11.27;7.00;7.00;7.00;0.67;2.00
Loop 15357;libtensorflow_framework.so.2;;tsl::CancellationManager::StartCancelWithStatus(absl::lts_20230802::Status const&);Single;0;0;0.01;1.00;1.00;15.64;1.10;2;0.00;8.59;1.38;1.38;1.38;0.09;1.25
Loop 5993;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::SingleThreadedExecutorImpl::Run(tensorflow::Executor::Args const&);Outermost;0;0;0.01;1.00;1.00;14.51;3.75;10;0.00;11.46;15.00;15.00;15.00;1.03;4.00
Loop 888;python3.9;gcmodule.c:764-764,gcmodule.c:767-770,gcmodule.c:782-782,gcmodule.c:785-785,gcmodule.c:796-796,object.h:128-128,typeobject.c:1425-1426,typeobject.c:1431-1433,pycore_object.h:99-99;collect;InBetween;0;0;0.01;1.00;1.00;11.61;1.53;1;0.00;12.17;9.20;9.20;9.20;0.79;6.00
Loop 1262;python3.9;unicodeobject.c:1702-1702,unicodeobject.c:2698-2698,unicodeobject.c:2701-2703,unicodeobject.c:2709-2715,unicodeobject.c:2719-2722,unicodeobject.c:2725-2727,unicodeobject.c:2740-2741,unicodeobject.c:2744-2746,unicodeobject.c:2750-2750,unicodeobject.c:2954-2954,unicodeobject.c:3052-3052,unicodeobject.c:3070-3070,unicodeobject.c:5182-5182,unicodeobject.c:14082-14092,unicodeobject.c:14095-14095,unicodeobject.c:14100-14100,object.c:2205-2205,object.c:2209-2209,object.h:408-408,object.h:422-422;PyUnicode_FromFormatV;Outermost;0;0;0.01;1.00;1.00;28.18;2.14;1;0.00;8.96;49.20;49.20;49.20;1.75;23.00
Loop 823;python3.9;object.h:422-422,typeobject.c:7352-7372,typeobject.c:7840-7862;PyType_Ready;Single;0;0;0.01;1.00;1.00;12.44;1.60;25;0.00;12.26;15.20;15.20;15.20;1.22;9.50
Loop 1429;python3.9;typeobject.c:1089-1090,typeobject.c:1114-1115,typeobject.c:1120-1120;subtype_traverse;Outermost;0;0;0.01;1.00;1.00;12.80;2.13;5;0.00;11.25;3.20;3.20;3.20;0.25;1.50
Loop 972;python3.9;listobject.c:1042-1048,listobject.c:1116-1118,listobject.c:1226-1226,listobject.c:1239-1239,listobject.c:1297-1298,listobject.c:1301-1305,listobject.c:1312-1313,listobject.c:1933-1933,listobject.c:1999-2000,listobject.c:2099-2105,listobject.c:2339-2339,listobject.c:2377-2377,listobject.c:2383-2386,listobject.c:2392-2394,listobject.c:2400-2400,listobject.c:2440-2440;list_sort_impl;Outermost;0;0;0.01;1.00;1.00;13.02;2.12;1000012;0.00;12.00;69.00;69.00;69.00;5.30;32.50
Loop 38530;libtensorflow_framework.so.2;;mlir::tfg::(anonymous namespace)::GraphDefImporter::ConvertNodeDef(mlir::OpBuilder&, mlir::tfg::(anonymous namespace)::GraphDefImporter::ConversionState&, tensorflow::NodeDef const&);Outermost;0;0;0.01;3.88;1.00;17.81;3.88;5464;8.66;11.77;106.60;27.50;106.60;5.98;27.50
Loop 1428;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,object.c:1033-1040,object.c:1043-1043,typeobject.c:1124-1127,typeobject.c:1130-1131,typeobject.c:1138-1138,typeobject.c:1141-1144,typeobject.c:3764-3764,pycore_object.h:112-114;subtype_traverse;Outermost;0;0;0.01;1.00;1.00;29.90;1.77;1;0.00;10.21;25.60;25.60;25.60;0.86;14.50
Loop 1099;python3.9;typeobject.c:7667-7668;type_new;Single;0;0;0.01;1.00;1.00;8.00;2.50;1;0.00;12.50;1.25;1.25;1.25;0.16;0.50
Loop 15974;libtensorflow_framework.so.2;;tensorflow::TensorShapeBase<tensorflow::TensorShape>::RemoveDimRange(int, int);Single;0;0;0.01;1.00;1.00;8.00;2.90;6;0.00;12.50;5.80;5.80;5.80;0.72;2.00
Loop 8708;libtensorflow_framework.so.2;;tensorflow::FunctionCallFrame::FunctionCallFrame(absl::lts_20230802::Span<tensorflow::DataType const>, absl::lts_20230802::Span<tensorflow::DataType const>);Single;0;0;0.01;1.00;1.00;16.00;1.00;1;0.00;6.25;1.00;1.00;1.00;0.06;1.00
Loop 6908;libtensorflow_framework.so.2;;tensorflow::GraphView::SetAllocAttrs(tensorflow::Graph const*, tensorflow::Device const*);Outermost;0;0;0.01;4.58;1.00;11.46;5.50;1000012;25.93;15.39;33.00;7.20;33.00;2.88;6.00
Loop 5425;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Innermost;0;0;0.01;2.88;1.00;9.22;2.88;6;13.33;11.98;7.20;2.50;7.20;0.78;2.50
Loop 1427;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,pycore_object.h:113-113;subtype_traverse;InBetween;0;0;0.01;1.00;1.00;8.00;1.80;1;0.00;12.50;1.80;1.80;1.80;0.23;1.00
Loop 1091;python3.9;tupleobject.c:425-428,object.h:408-408;_PyObject_MakeTpCall;Innermost;0;0;0.01;1.00;1.00;5.60;1.40;1;0.00;12.50;1.40;1.40;1.40;0.25;1.00
Loop 9160;libtensorflow_framework.so.2;;tensorflow::KernelAttrsMatch(tensorflow::KernelDef const&, tensorflow::AttrSlice, bool*);Single;0;0;0.01;1.00;1.00;16.00;1.00;1;0.00;6.25;1.00;1.00;1.00;0.06;1.00
Loop 3439;python3.9;object.h:128-128,object.h:422-422,import.c:526-527;_PyImport_Cleanup;Single;0;0;0.01;1.00;1.00;13.45;2.13;4;0.00;10.85;8.50;8.50;8.50;0.63;4.00
Loop 5515;libtensorflow_framework.so.2;;std::_Function_handler<void (absl::lts_20230802::Status const&), tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const::$_1>::_M_invoke(std::_Any_data const&, absl::lts_20230802::Status const&);Single;0;0;0.01;1.00;1.00;8.00;3.54;1;0.00;12.50;6.20;6.20;6.20;0.78;1.75
Loop 1554;python3.9;longobject.c:3373-3376;k_mul;Innermost;0;0;0.01;1.00;1.00;10.00;1.25;1;0.00;9.03;2.50;2.50;2.50;0.25;2.00
Loop 1332;python3.9;object.c:745-749,object.h:408-408,object.h:422-422,object.h:430-430,dictobject.c:341-346,dictobject.c:789-800,dictobject.c:809-810,dictobject.c:821-822;dict_subscript;Innermost;0;0;0.01;1.00;1.00;9.14;2.67;1;0.00;12.30;16.00;16.00;16.00;1.75;6.00
Loop 1028;python3.9;codeobject.c:57-57;intern_strings;Outermost;0;0;0.01;1.00;1.00;16.00;1.50;1;0.00;6.25;1.50;1.50;1.50;0.09;1.00
Loop 819;python3.9;object.h:628-628,typeobject.c:5189-5191,typeobject.c:5224-5316,typeobject.c:5322-5373,typeobject.c:5380-5380,typeobject.c:5513-5515;PyType_Ready;Innermost;0;0;0.01;1.00;1.00;18.20;1.34;1000012;0.00;12.42;181.50;181.50;181.50;9.97;135.50
Loop 35662;libtensorflow_framework.so.2;;tensorflow::grappler::Remapper::Optimize(tensorflow::grappler::Cluster*, tensorflow::grappler::GrapplerItem const&, tensorflow::GraphDef*);Outermost;0;0;0.01;7.41;1.00;24.09;7.42;1000012;5.62;9.69;3460.00;467.00;3460.00;143.63;466.50
Loop 6680;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::TaggedNode& absl::lts_20230802::inlined_vector_internal::Storage<tensorflow::SimplePropagatorState::TaggedNode, 16ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >::EmplaceBackSlow<tensorflow::SimplePropagatorState::TaggedNode const&>(tensorflow::SimplePropagatorState::TaggedNode const&);Single;0;0;0.01;1.00;1.00;1.00;2.00;1;100.00;50.00;2.00;2.00;2.00;2.00;1.00
