ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 2295;python3.12;pycore_pystate.h:82-82,obmalloc.c:637-637,pycore_call.h:44-44,pycore_call.h:88-92,object.c:2611-2611,object.c:2625-2625,call.c:28-29,call.c:418-418,typeobject.c:900-900,typeobject.c:904-904,typeobject.c:2185-2185,typeobject.c:2189-2189,typeobject.c:2196-2197,typeobject.c:2226-2227,typeobject.c:2264-2264,typeobject.c:4758-4762,typeobject.c:4766-4766,pystate.c:1241-1242,pystate.c:1245-1247,pystate.c:2795-2795,pystate.c:2798-2798,pystate.c:2802-2807,pystate.c:2811-2812,pystate.c:2822-2822,pycore_ceval.h:87-88,pycore_object.h:150-150,pycore_pyerrors.h:23-23,object.h:220-220,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705,abstract.h:60-60,pycore_frame.h:121-133,pycore_frame.h:246-247,ceval.c:1581-1582,ceval.c:1586-1588,ceval.c:1660-1661;vectorcall_method;Outermost;0.01;0;0.02;2.49;1.00;13.28;2.49;1;9.33;11.48;54.80;22.00;54.80;4.13;22.00
Loop 2221;python3.12;getargs.c:1954-1956,getargs.c:2015-2016,getargs.c:2019-2021,getargs.c:2024-2025,getargs.c:2047-2047,getargs.c:2065-2065,getargs.c:2358-2363,getargs.c:2366-2368,getargs.c:2371-2373,getargs.c:2377-2377,getargs.c:2380-2380,getargs.c:2383-2383,getargs.c:2388-2391,getargs.c:2398-2398,getargs.c:2407-2410,getargs.c:2414-2414,getargs.c:2419-2419,getargs.c:2423-2423,getargs.c:2428-2428,getargs.c:2455-2456,getargs.c:2459-2461,getargs.c:2465-2467,getargs.c:2490-2491,getargs.c:2495-2495,dictobject.h:57-57,object.h:234-234;_PyArg_UnpackKeywords;Outermost;0.01;0;0.02;3.79;1.00;13.17;3.79;1;3.09;9.66;43.60;11.50;43.60;3.31;11.50
Loop 2197;python3.12;abstract.c:2575-2576,abstract.c:2599-2599,object.h:243-243,object.h:701-705,object.h:967-967;object_isinstance;Single;0.01;0;0.02;1.00;1.00;13.71;2.10;1;0.00;11.46;4.20;4.20;4.20;0.31;2.00
Loop 2100;python3.12;codeobject.c:1858-1862,instrumentation.c:543-556;code_hash;Single;0.01;0;0.02;1.00;1.00;11.74;2.50;4;0.00;9.29;5.00;5.00;5.00;0.43;2.00
Loop 1582;python3.12;object.c:2611-2611,object.c:2625-2625,call.c:491-496,call.c:503-512,typeobject.c:900-904,typeobject.c:2185-2189,typeobject.c:2196-2197,typeobject.c:4758-4766,typeobject.c:9010-9015,typeobject.c:9023-9024,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-647,object.h:701-705,string3.h:51-51;slot_tp_init;Single;0.01;0;0.02;1.00;1.00;16.82;2.91;1;0.00;9.71;27.60;27.60;27.60;1.64;9.50
Loop 1568;python3.12;codeobject.c:456-459,codeobject.c:471-472,codeobject.c:482-485,codeobject.c:494-494,codeobject.c:857-857,codeobject.c:873-873,codeobject.c:887-887,codeobject.c:961-963,codeobject.c:968-972,codeobject.c:1071-1071;PyTraceBack_Here;Outermost;0.01;0;0.02;1.00;1.00;26.40;1.74;128;0.00;7.08;16.50;16.50;16.50;0.63;9.50
Loop 1382;python3.12;parser.c:15872-15880,parser.c:15888-15889,parser.c:15896-15901,parser.c:15907-15913,parser.c:15926-15926,parser.c:25107-25110,parser.c:25119-25120,action_helpers.c:1391-1403;fstring_rule;Single;0.01;0;0.02;1.00;1.00;12.99;2.72;4;0.00;9.59;10.20;10.20;10.20;0.79;3.75
Loop 1355;python3.12;pycore_pystate.h:118-118,pyarena.c:206-206,listobject.c:323-323,listobject.c:334-334,object.c:2611-2611,object.c:2625-2625,object.c:2649-2649,unicodeobject.c:235-235,unicodeobject.c:14706-14706,unicodeobject.c:14720-14724,unicodeobject.c:14731-14744,unicodeobject.c:14756-14756,listobject.h:44-44,pycore_object.h:74-74,object.h:220-220,object.h:234-234,object.h:243-243,object.h:644-647,object.h:701-705,object.h:967-967,pegen.c:78-78,pegen.c:474-487,pegen.c:509-509,pycore_list.h:51-53;_PyPegen_new_identifier;Single;0.01;0;0.02;2.21;1.00;22.27;2.21;1;2.50;9.30;25.40;11.50;25.40;1.14;11.50
Loop 1348;python3.12;typeobject.c:5239-5244,typeobject.c:5253-5254,typeobject.c:5307-5307,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471;type_traverse;Single;0.01;0;0.02;1.00;1.00;26.27;1.70;1;0.00;10.31;33.20;33.20;33.20;1.26;19.50
Loop 1219;python3.12;find_max_char.h:22-25,find_max_char.h:28-30,find_max_char.h:35-35,find_max_char.h:38-38;_PyUnicode_FromUCS1;Outermost;0.01;0;0.02;1.00;1.00;22.65;1.53;7;0.00;11.89;11.50;11.50;11.50;0.51;7.50
Loop 1126;python3.12;pycore_pystate.h:82-82,dictobject.c:1674-1675,dictobject.c:1694-1694,dictobject.c:1701-1702,errors.c:33-34,errors.c:490-491,object.h:243-243,object.h:701-706,object.h:798-798;PyDict_GetItem;Single;0.01;0;0.02;1.00;1.00;12.88;2.96;1;0.00;11.61;7.40;7.40;7.40;0.57;2.50
Loop 1038;python3.12;modsupport.c:46-47,modsupport.c:56-60,modsupport.c:64-65,modsupport.c:78-78;va_build_value;Outermost;0.01;0;0.02;1.00;1.00;15.60;1.50;48;0.00;7.29;9.75;9.75;9.75;0.63;6.50
