address;source_location;insn;indent
0x642a2a0;:0;PUSH	%RBP;
0x642a87c;:0;JE	642a883 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x5e3>;
0x642a87e;:0;CALL	7632540 <_ZdlPv@plt>;
0x642a883;:0;MOV	-0xd0(%RBP),%RDI;
0x642a88a;:0;CMP	%R15,%RDI;
0x642a88d;:0;JE	642a894 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x5f4>;
0x642a88f;:0;CALL	7632540 <_ZdlPv@plt>;
0x642a894;:0;MOV	-0xb0(%RBP),%RDI;
0x642a89b;:0;CMP	%R13,%RDI;
0x642a89e;:0;JNE	642ab2a <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x88a>;
0x642a8a4;:0;JMP	642ab2f <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x88f>;
0x642a8a9;:0;MOV	0x18(%R14),%R15;
0x642a8ad;:0;TEST	%R15,%R15;
0x642a8b0;:0;JE	642a911 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x671>;
0x642a8b2;:0;LEA	0x10(%R15),%RBX;
0x642a8b6;:0;MOV	%RBX,%RDI;
0x642a8b9;:0;CALL	7632630 <_ZN3tsl5mutex4lockEv@plt>;
0x642a8be;:0;MOV	0x20(%R15),%RCX;
0x642a8c2;:0;TEST	%RCX,%RCX;
0x642a8c5;:0;JE	642a8e7 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x647>;
0x642a8c7;:0;MOV	0x8(%RCX),%RAX;
0x642a8cb;:0;XOR	%R14D,%R14D;
0x642a8ce;:0;XCHG	%AX,%AX;
0x642a8d0;:0;TEST	%RAX,%RAX;(9993) 
0x642a8d3;:0;JE	642a8ea <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x64a>;(9993) 
0x642a8d5;:0;LEA	0x1(%RAX),%RDX;(9993) 
0x642a8d9;:0;LOCK CMPXCHG	%RDX,0x8(%RCX);(9993) 
0x642a8df;:0;JNE	642a8d0 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x630>;(9993) 
0x642a8e1;:0;MOV	0x20(%R15),%R14;
0x642a8e5;:0;JMP	642a8ea <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x64a>;
0x642a8e7;:0;XOR	%R14D,%R14D;
0x642a8ea;:0;MOV	%RBX,%RDI;
0x642a8ed;:0;CALL	76326d0 <_ZN3tsl5mutex6unlockEv@plt>;
0x642a8f2;:0;TEST	%R14,%R14;
0x642a8f5;:0;JE	642a911 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x671>;
0x642a8f7;:0;MOV	0x10(%RBP),%RAX;
0x642a8fb;:0;MOV	%R14,(%RAX);
0x642a8fe;:0;MOV	-0x160(%RBP),%RBX;
0x642a905;:0;MOVQ	$0,(%RBX);
0x642a90c;:0;JMP	642ab2f <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x88f>;
0x642a911;:0;LEA	-0x100(%RBP),%R13;
0x642a918;:0;MOV	%R13,-0x110(%RBP);
0x642a91f;:0;MOV	(%R12),%RBX;
0x642a923;:0;MOV	0x8(%R12),%R15;
0x642a928;:0;MOV	%R15,-0x158(%RBP);
0x642a92f;:0;MOV	%R13,%RAX;
0x642a932;:0;CMP	$0x10,%R15;
0x642a936;:0;JB	642a962 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x6c2>;
0x642a938;:0;LEA	-0x110(%RBP),%RDI;
0x642a93f;:0;LEA	-0x158(%RBP),%RSI;
0x642a946;:0;XOR	%EDX,%EDX;
0x642a948;:0;CALL	76324f0 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_createERmm@plt>;
0x642a94d;:0;MOV	%RAX,-0x110(%RBP);
0x642a954;:0;MOV	-0x158(%RBP),%RCX;
0x642a95b;:0;MOV	%RCX,-0x100(%RBP);
0x642a962;:0;TEST	%R15,%R15;
0x642a965;:0;JE	642a982 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x6e2>;
0x642a967;:0;CMP	$0x1,%R15;
0x642a96b;:0;JNE	642a974 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x6d4>;
0x642a96d;:0;MOVZX	(%RBX),%ECX;
0x642a970;:0;MOV	%CL,(%RAX);
0x642a972;:0;JMP	642a982 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x6e2>;
0x642a974;:0;MOV	%RAX,%RDI;
0x642a977;:0;MOV	%RBX,%RSI;
0x642a97a;:0;MOV	%R15,%RDX;
0x642a97d;:0;CALL	7632500 <memcpy@plt>;
0x642a982;:0;MOV	-0x158(%RBP),%RAX;
0x642a989;:0;MOV	%RAX,-0x108(%RBP);
0x642a990;:0;MOV	-0x110(%RBP),%RCX;
0x642a997;:0;MOVB	$0,(%RCX,%RAX,1);
0x642a99b;:0;LEA	-0x120(%RBP),%R15;
0x642a9a2;:0;MOV	%R15,-0x130(%RBP);
0x642a9a9;:0;MOV	-0x178(%RBP),%RAX;
0x642a9b0;:0;MOV	(%RAX),%RBX;
0x642a9b3;:0;MOV	0x8(%RAX),%R14;
0x642a9b7;:0;MOV	%R14,-0x158(%RBP);
0x642a9be;:0;MOV	%R15,%RAX;
0x642a9c1;:0;CMP	$0x10,%R14;
0x642a9c5;:0;JB	642a9f1 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x751>;
0x642a9c7;:0;LEA	-0x130(%RBP),%RDI;
0x642a9ce;:0;LEA	-0x158(%RBP),%RSI;
0x642a9d5;:0;XOR	%EDX,%EDX;
0x642a9d7;:0;CALL	76324f0 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_createERmm@plt>;
0x642a9dc;:0;MOV	%RAX,-0x130(%RBP);
0x642a9e3;:0;MOV	-0x158(%RBP),%RCX;
0x642a9ea;:0;MOV	%RCX,-0x120(%RBP);
0x642a9f1;:0;TEST	%R14,%R14;
0x642a9f4;:0;JE	642aa11 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x771>;
0x642a9f6;:0;CMP	$0x1,%R14;
0x642a9fa;:0;JNE	642aa03 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x763>;
0x642a9fc;:0;MOVZX	(%RBX),%ECX;
0x642a9ff;:0;MOV	%CL,(%RAX);
0x642aa01;:0;JMP	642aa11 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x771>;
0x642aa03;:0;MOV	%RAX,%RDI;
0x642aa06;:0;MOV	%RBX,%RSI;
0x642aa09;:0;MOV	%R14,%RDX;
0x642aa0c;:0;CALL	7632500 <memcpy@plt>;
0x642aa11;:0;MOV	-0x158(%RBP),%RAX;
0x642aa18;:0;MOV	%RAX,-0x128(%RBP);
0x642aa1f;:0;MOV	-0x130(%RBP),%RCX;
0x642aa26;:0;MOVB	$0,(%RCX,%RAX,1);
0x642aa2a;:0;LEA	-0x140(%RBP),%R12;
0x642aa31;:0;MOV	%R12,-0x150(%RBP);
0x642aa38;:0;MOV	-0x170(%RBP),%RAX;
0x642aa3f;:0;MOV	(%RAX),%RBX;
0x642aa42;:0;MOV	0x8(%RAX),%R14;
0x642aa46;:0;MOV	%R14,-0x158(%RBP);
0x642aa4d;:0;MOV	%R12,%RAX;
0x642aa50;:0;CMP	$0x10,%R14;
0x642aa54;:0;JB	642aa80 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x7e0>;
0x642aa56;:0;LEA	-0x150(%RBP),%RDI;
0x642aa5d;:0;LEA	-0x158(%RBP),%RSI;
0x642aa64;:0;XOR	%EDX,%EDX;
0x642aa66;:0;CALL	76324f0 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_createERmm@plt>;
0x642aa6b;:0;MOV	%RAX,-0x150(%RBP);
0x642aa72;:0;MOV	-0x158(%RBP),%RCX;
0x642aa79;:0;MOV	%RCX,-0x140(%RBP);
0x642aa80;:0;TEST	%R14,%R14;
0x642aa83;:0;JE	642aaa0 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x800>;
0x642aa85;:0;CMP	$0x1,%R14;
0x642aa89;:0;JNE	642aa92 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x7f2>;
0x642aa8b;:0;MOVZX	(%RBX),%ECX;
0x642aa8e;:0;MOV	%CL,(%RAX);
0x642aa90;:0;JMP	642aaa0 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x800>;
0x642aa92;:0;MOV	%RAX,%RDI;
0x642aa95;:0;MOV	%RBX,%RSI;
0x642aa98;:0;MOV	%R14,%RDX;
0x642aa9b;:0;CALL	7632500 <memcpy@plt>;
0x642aaa0;:0;MOV	-0x158(%RBP),%RAX;
0x642aaa7;:0;MOV	%RAX,-0x148(%RBP);
0x642aaae;:0;MOV	-0x150(%RBP),%RCX;
0x642aab5;:0;MOVB	$0,(%RCX,%RAX,1);
0x642aab9;:0;LEA	-0x59f3112(%RIP),%RAX;
0x642aac0;:0;LEA	-0x150(%RBP),%R10;
0x642aac7;:0;LEA	-0x5a8c560(%RIP),%RSI;
0x642aace;:0;LEA	-0x5a7ad81(%RIP),%RCX;
0x642aad5;:0;LEA	-0x110(%RBP),%RDX;
0x642aadc;:0;LEA	-0x130(%RBP),%R8;
0x642aae3;:0;MOV	-0x160(%RBP),%RBX;
0x642aaea;:0;MOV	%RBX,%RDI;
0x642aaed;:0;MOV	%RCX,%R9;
0x642aaf0;:0;PUSH	%RAX;
0x642aaf1;:0;PUSH	%R10;
0x642aaf3;:0;CALL	7646b00 <_ZN3tsl6errors8NotFoundIJPKcNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES3_S9_S3_S9_S3_EEEN4absl12lts_202308026StatusEDpT_@plt>;
0x642aaf8;:0;ADD	$0x10,%RSP;
0x642aafc;:0;MOV	-0x150(%RBP),%RDI;
0x642ab03;:0;CMP	%R12,%RDI;
0x642ab06;:0;JE	642ab0d <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x86d>;
0x642ab08;:0;CALL	7632540 <_ZdlPv@plt>;
0x642ab0d;:0;MOV	-0x130(%RBP),%RDI;
0x642ab14;:0;CMP	%R15,%RDI;
0x642ab17;:0;JE	642ab1e <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x87e>;
0x642ab19;:0;CALL	7632540 <_ZdlPv@plt>;
0x642ab1e;:0;MOV	-0x110(%RBP),%RDI;
0x642ab25;:0;CMP	%R13,%RDI;
0x642ab28;:0;JE	642ab2f <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x88f>;
0x642ab2a;:0;CALL	7632540 <_ZdlPv@plt>;
0x642ab2f;:0;MOV	%FS:0x28,%RAX;
0x642ab38;:0;CMP	-0x30(%RBP),%RAX;
0x642ab3c;:0;JNE	642ab53 <_ZNK10tensorflow11ResourceMgr8DoLookupERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEmS8_S8_PPNS_12ResourceBaseE+0x8b3>;
0x642ab3e;:0;MOV	%RBX,%RAX;
0x642ab41;:0;ADD	$0x198,%RSP;
0x642ab48;:0;POP	%RBX;
0x642ab49;:0;POP	%R12;
0x642ab4b;:0;POP	%R13;
0x642ab4d;:0;POP	%R14;
0x642ab4f;:0;POP	%R15;
0x642ab51;:0;POP	%RBP;
0x642ab52;:0;RET;
0x642ab53;:0;CALL	7632560 <__stack_chk_fail@plt>;
0x642ab58;:0;INT	$0x3;
0x642ab59;:0;INT	$0x3;
0x642ab5a;:0;INT	$0x3;
0x642ab5b;:0;INT	$0x3;
0x642ab5c;:0;INT	$0x3;
0x642ab5d;:0;INT	$0x3;
0x642ab5e;:0;INT	$0x3;
0x642ab5f;:0;INT	$0x3;
