ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 884;libpython3.12.so.1.0;object.h:644-647,listobject.c:904-906;list_extend;Single;0.01;0.01;0.01;1.00;1.00;9.60;1.50;2;0.00;8.07;1.50;1.50;1.50;0.16;1.00
Loop 2927;libpython3.12.so.1.0;bytecodes.c:3124-3125,object.h:243-243;_PyEval_EvalFrameDefault;Single;0;0;0.01;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 2026;libpython3.12.so.1.0;fastsearch.h:569-570,fastsearch.h:573-573,fastsearch.h:578-578,fastsearch.h:583-584,fastsearch.h:587-588,fastsearch.h:591-592,fastsearch.h:600-601;replace;Outermost;0;0;0.01;1.00;1.00;10.84;1.17;4;0.00;10.97;3.50;3.50;3.50;0.32;3.00
Loop 3963;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:596-602,gcmodule.c:609-609,gcmodule.c:636-636,pycore_gc.h:74-74;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.53;1;0.00;12.50;4.60;4.60;4.60;0.57;3.00
Loop 3313;libpython3.12.so.1.0;getargs.c:1604-1604;vgetargskeywords;Single;0;0;0.01;1.00;1.00;13.71;1.50;1;0.00;9.38;1.50;1.50;1.50;0.11;1.00
Loop 3961;libpython3.12.so.1.0;gcmodule.c:663-667,pycore_gc.h:60-60;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 877;libpython3.12.so.1.0;listobject.c:2298-2300;list_sort_impl;Single;0;0;0.01;1.00;1.00;8.00;1.80;1;0.00;12.50;1.80;1.80;1.80;0.23;1.00
Loop 875;libpython3.12.so.1.0;object.h:220-220,listobject.c:2332-2332,listobject.c:2345-2348,listobject.c:2358-2366;list_sort_impl;Single;0;0;0.01;1.00;1.00;14.67;1.57;10;0.00;8.93;5.50;5.50;5.50;0.38;3.50
Loop 3955;libpython3.12.so.1.0;gcmodule.c:86-86,gcmodule.c:289-292,gcmodule.c:677-677,gcmodule.c:694-701,pycore_gc.h:63-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;6.27;1.18;2;0.00;12.50;4.70;4.70;4.70;0.75;4.00
Loop 2907;libpython3.12.so.1.0;bytecodes.c:1088-1089,object.h:644-647;_PyEval_EvalFrameDefault;Single;0;0;0.01;1.00;1.00;10.88;1.70;2;0.00;8.07;1.70;1.70;1.70;0.16;1.00
Loop 3951;libpython3.12.so.1.0;pycore_object.h:322-322,pycore_object.h:355-355,gcmodule.c:786-786,gcmodule.c:789-789,gcmodule.c:792-792,gcmodule.c:804-804,gcmodule.c:807-807,pycore_gc.h:60-60,object.h:220-220,object.h:382-382;gc_collect_main;InBetween;0;0;0.01;1.00;1.00;12.80;1.65;20;0.00;11.93;6.60;6.60;6.60;0.52;4.00
Loop 944;libpython3.12.so.1.0;longobject.c:1835-1837,longobject.c:1843-1844,longobject.c:1848-1848,object.h:705-705;long_to_decimal_string_internal;Outermost;0;0;0.01;1.00;1.00;14.63;2.64;6;0.00;8.17;6.60;6.60;6.60;0.45;2.50
Loop 3949;libpython3.12.so.1.0;gcmodule.c:243-243,gcmodule.c:289-292,gcmodule.c:986-994,pycore_gc.h:59-68,pycore_gc.h:74-81,object.h:243-243,object.h:644-647,object.h:701-706;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.36;3.13;8;0.00;11.54;9.40;9.40;9.40;1.13;3.00
Loop 3946;libpython3.12.so.1.0;gcmodule.c:716-719;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 2878;libpython3.12.so.1.0;ceval.c:1397-1403;initialize_locals;Innermost;0;0;0.01;1.00;1.00;13.33;1.33;1;0.00;10.94;2.00;2.00;2.00;0.15;1.50
Loop 3945;libpython3.12.so.1.0;gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:621-621,gcmodule.c:631-636,pycore_gc.h:68-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0;0;0.01;2.10;1.00;6.72;4.20;1;7.14;11.83;4.20;2.00;4.20;0.63;1.00
Loop 3506;libpython3.12.so.1.0;modsupport.c:46-47,modsupport.c:74-78;countformat;Innermost;0;0;0.01;1.00;1.00;14.62;1.06;4;0.00;9.64;3.31;3.31;3.31;0.23;3.13
Loop 2441;libpython3.12.so.1.0;unicodeobject.h:317-324,object.h:243-243,object.h:701-706,object.h:967-967,unicodeobject.c:290-290,unicodeobject.c:13529-13536,unicodeobject.c:13878-13878,unicodeobject.c:13894-13894,unicodeobject.c:13908-13929,unicodeobject.c:13940-13966,unicodeobject.c:13981-14003,unicodeobject.c:14011-14011,unicodeobject.c:14024-14025,unicodeobject.c:14240-14240,unicodeobject.c:14329-14331;PyUnicode_Format;Innermost;0;0;0.01;2.37;1.00;12.44;2.37;1;6.19;10.38;61.60;26.00;61.60;4.95;26.00
Loop 1202;libpython3.12.so.1.0;dictobject.c:2885-2888,dictobject.c:2894-2900,dictobject.c:2906-2914,object.h:243-243,object.h:644-647,object.h:701-706;dict_merge;Single;0;0;0.01;1.00;1.00;14.92;2.11;216;0.00;8.20;14.80;14.80;14.80;0.99;7.00
Loop 2894;libpython3.12.so.1.0;ceval.c:958-960,object.h:243-243;_PyEval_EvalFrameDefault;Innermost;0;0;0.01;1.00;1.00;12.10;1.20;4;0.00;11.15;1.95;1.95;1.95;0.16;1.63
Loop 2341;libpython3.12.so.1.0;unicodeobject.h:293-304,unicodeobject.c:2410-2419,unicodeobject.c:2780-2782,unicodeobject.c:13075-13078;PyUnicode_FromFormatV;Innermost;0;0;0.01;1.00;1.00;28.04;2.29;1;0.00;8.30;8.00;8.00;8.00;0.29;3.50
Loop 1030;libpython3.12.so.1.0;longobject.c:890-891,longobject.c:901-909;_PyLong_FromByteArray;Single;0;0;0.01;1.00;1.00;9.85;1.50;2;0.00;11.88;3.00;3.00;3.00;0.30;2.00
Loop 2847;libpython3.12.so.1.0;bltinmodule.c:2846-2849,bltinmodule.c:2856-2856,tupleobject.h:34-34,object.h:243-243,object.h:701-706;zip_next;Single;0;0;0.01;1.00;1.00;11.01;1.96;3;0.00;11.56;3.60;3.60;3.60;0.33;1.83
Loop 1311;libpython3.12.so.1.0;setobject.c:60-62;set_lookkey;Outermost;0;0;0.01;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA
Loop 2892;libpython3.12.so.1.0;ceval.c:946-948,object.h:243-243;_PyEval_EvalFrameDefault;Innermost;0;0;0.01;1.00;1.00;12.10;1.20;4;0.00;11.15;1.95;1.95;1.95;0.16;1.63
Loop 2857;libpython3.12.so.1.0;bltinmodule.c:1797-1797,object.h:243-243,object.h:701-701,object.h:705-706;min_max;Outermost;0;0;0.01;1.00;1.00;8.00;2.00;1;0.00;12.50;1.00;1.00;1.00;0.13;0.50
Loop 2438;libpython3.12.so.1.0;unicodeobject.h:293-299,unicodeobject.h:304-304,unicodeobject.h:317-321,unicodeobject.h:324-324,unicodeobject.c:13075-13079,unicodeobject.c:14272-14272,unicodeobject.c:14322-14324,unicodeobject.c:14396-14397,unicodeobject.c:14400-14401,unicodeobject.c:14407-14408,unicodeobject.c:14411-14411,unicodeobject.c:14416-14416;PyUnicode_Format;InBetween;0;0;0.01;1.00;1.00;10.31;2.67;1;4.76;9.71;24.00;24.00;24.00;2.33;9.00
Loop 1997;libpython3.12.so.1.0;find_max_char.h:99-99,find_max_char.h:120-120,object.h:243-243,object.h:701-701,object.h:705-706,unicodeobject.c:2134-2134,unicodeobject.c:2146-2148,unicodeobject.c:10217-10217,unicodeobject.c:10284-10284,unicodeobject.c:10292-10297,unicodeobject.c:10318-10325;replace;Outermost;0;0;0.01;1.00;1.00;15.87;3.00;1;0.00;8.56;21.00;21.00;21.00;1.32;7.00
Loop 1584;libpython3.12.so.1.0;unicodeobject.c:4583-4589;ascii_decode;Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1523;libpython3.12.so.1.0;pycore_object.h:150-150,typeobject.c:195-195,typeobject.c:225-231,typeobject.c:6768-6770,typeobject.c:6803-6895,typeobject.c:6901-6955,typeobject.c:6962-6962,typeobject.c:7253-7254,typeobject.c:7270-7272,pycore_pystate.h:118-118,object.h:967-967;type_ready;Single;0;0;0.01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loop 1409;libpython3.12.so.1.0;typeobject.c:7980-7986;wrap_setattr;Single;0;0;0.01;1.00;1.00;8.00;1.00;2;0.00;12.50;1.25;1.25;1.25;0.16;1.25
Loop 1390;libpython3.12.so.1.0;tupleobject.c:799-802,object.h:644-647;tuplesubscript;Single;0;0;0.01;1.00;1.00;10.88;1.70;2;0.00;8.07;1.70;1.70;1.70;0.16;1.00
Loop 1111;libpython3.12.so.1.0;dictobject.c:4271-4273;dictiter_iternextitem;Single;0;0;0.01;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 1107;libpython3.12.so.1.0;dictobject.c:4072-4074;dictiter_iternextkey;Single;0;0;0.01;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 880;libpython3.12.so.1.0;listobject.c:301-302;list_insert;Single;0;0;0.01;1.00;1.00;2.00;1.00;1;100.00;50.00;1.00;1.00;1.00;0.50;1.00
Loop 629;libpython3.12.so.1.0;codeobject.c:125-126;intern_string_constants;Innermost;0;0;0.01;1.00;1.00;64.00;1.00;2;0.00;1.56;1.25;1.25;1.25;0.02;1.25
Loop 32;_tree.cpython-312-x86_64-linux-gnu.so;;__Pyx__ArgTypeTest(_object*, _typeobject*, char const*, int);Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 3600;libpython3.12.so.1.0;specialize.c:275-300;_PyCode_Quicken;Single;0;0;0.01;1.00;1.00;39.58;2.35;8;0.00;5.96;11.75;11.75;11.75;0.30;5.00
Loop 3532;libpython3.12.so.1.0;pyhash.c:389-397;siphash13;Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;5.00;5.00;5.00;0.63;5.00
Loop 3372;libpython3.12.so.1.0;pycore_bitutils.h:101-101,hamt.c:426-426,hamt.c:432-432,hamt.c:438-438,hamt.c:1071-1084,hamt.c:1881-1882,hamt.c:2051-2051,hamt.c:2057-2057,object.h:220-220;hamt_node_find;Single;0;0;0.01;1.00;1.00;10.35;1.00;2;0.00;11.46;11.00;11.00;11.00;1.06;11.00
Loop 3352;libpython3.12.so.1.0;getargs.c:2840-2842;PyArg_UnpackTuple;Single;0;0;0.01;1.00;1.00;13.33;1.80;1;0.00;9.38;1.80;1.80;1.80;0.14;1.00
Loop 2929;libpython3.12.so.1.0;ceval.c:1665-1666,object.h:644-647;_PyEval_Vector;Single;0;0;0.01;1.00;1.00;16.00;1.30;2;0.00;6.25;1.30;1.30;1.30;0.08;1.00
Loop 2856;libpython3.12.so.1.0;bltinmodule.c:1797-1819,object.h:243-243,object.h:644-647,object.h:701-706;min_max;Innermost;0;0;0.01;1.00;1.00;14.00;1.96;30;0.00;10.94;10.80;10.80;10.80;0.77;5.50
Loop 2845;libpython3.12.so.1.0;bltinmodule.c:2869-2872,tupleobject.h:34-34;zip_next;Single;0;0;0.01;1.00;1.00;8.00;2.20;1;0.00;12.50;2.20;2.20;2.20;0.28;1.00
Loop 2388;libpython3.12.so.1.0;unicodeobject.c:3154-3177;PyUnicode_Decode;Single;0;0;0.01;1.00;1.00;32.28;1.45;7;0.00;7.42;5.80;5.80;5.80;0.18;4.00
Loop 1380;libpython3.12.so.1.0;tupleobject.c:478-480,object.h:644-647;tupleconcat;Single;0;0;0.01;1.00;1.00;9.60;1.50;2;0.00;8.07;1.50;1.50;1.50;0.16;1.00
Loop 1375;libpython3.12.so.1.0;tupleobject.c:607-608;tupletraverse;Single;0;0;0.01;1.00;1.00;11.43;1.20;2;0.00;11.72;1.50;1.50;1.50;0.13;1.25
Loop 1307;libpython3.12.so.1.0;setobject.c:815-816;setiter_iternext;Single;0;0;0.01;1.00;1.00;8.00;1.60;2;0.00;12.50;2.00;2.00;2.00;0.25;1.25
Loop 1305;libpython3.12.so.1.0;setobject.c:470-472;set_traverse;Innermost;0;0;0.01;1.00;1.00;8.00;1.20;2;0.00;12.50;1.50;1.50;1.50;0.19;1.25
Loop 1212;libpython3.12.so.1.0;odictobject.c:2092-2125,odictobject.c:2132-2132,object.h:243-243,object.h:701-706,object.h:798-798;mutablemapping_add_pairs;Single;0;0;0.01;1.00;1.00;14.14;2.11;775;0.00;10.18;34.80;34.80;34.80;2.46;16.50
Loop 1177;libpython3.12.so.1.0;dictobject.c:2366-2367,object.h:243-243,object.h:701-706,object.h:798-798;dict_dealloc;Single;0;0;0.01;1.00;1.00;10.08;1.23;4;0.00;11.85;2.00;2.00;2.00;0.20;1.63
Loop 1168;libpython3.12.so.1.0;dictobject.c:5588-5589;_PyObject_VisitManagedDict;Single;0;0;0.01;1.00;1.00;11.13;1.28;2;0.00;11.72;1.60;1.60;1.60;0.14;1.25
Loop 1102;libpython3.12.so.1.0;dictobject.c:3551-3554;dict_traverse;Single;0;0;0.01;1.00;1.00;11.69;1.43;3;0.00;11.63;2.62;2.62;2.62;0.22;1.83
Loop 614;libpython3.12.so.1.0;call.c:840-841;object_vacall;Single;0;0;0.01;1.00;1.00;10.67;2.00;1;0.00;7.81;2.00;2.00;2.00;0.19;1.00
Loop 297;libpython3.12.so.1.0;abstract.c:2061-2068,abstract.c:2076-2078,abstract.c:2085-2085,tupleobject.h:34-34;PySequence_Tuple;Single;0;0;0.01;1.00;1.00;10.12;1.03;2;0.00;12.15;4.13;4.13;4.13;0.41;4.00
