address;source_location;insn;indent
0x62c2f00;:0;PUSH	%RBP;
0x62c359e;:0;MOV	0x80(%R14),%R9;  (6564) 
0x62c35a5;:0;LEA	-0x140(%RBP),%RDI;  (6564) 
0x62c35ac;:0;MOV	%RAX,%RSI;  (6564) 
0x62c35af;:0;MOV	%RBX,%RDX;  (6564) 
0x62c35b2;:0;XOR	%ECX,%ECX;  (6564) 
0x62c35b4;:0;XOR	%R8D,%R8D;  (6564) 
0x62c35b7;:0;CALL	763e800 <_ZN10tensorflow13RenamedDevice16NewRenamedDeviceERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEPNS_6DeviceEbbPN3tsl6thread19ThreadPoolInterfaceE@plt>;  (6564) 
0x62c35bc;:0;MOV	-0x140(%RBP),%RAX;  (6564) 
0x62c35c3;:0;MOVQ	$0,-0x140(%RBP);  (6564) 
0x62c35ce;:0;MOV	0xf8(%R15),%RDI;  (6564) 
0x62c35d5;:0;MOV	%RAX,0xf8(%R15);  (6564) 
0x62c35dc;:0;TEST	%RDI,%RDI;  (6564) 
0x62c35df;:0;JE	62c35f9 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x6f9>;  (6564) 
0x62c35e1;:0;MOV	(%RDI),%RAX;  (6564) 
0x62c35e4;:0;CALLQ	0x8(%RAX);  (6564) 
0x62c35e7;:0;MOV	-0x140(%RBP),%RDI;  (6564) 
0x62c35ee;:0;TEST	%RDI,%RDI;  (6564) 
0x62c35f1;:0;JE	62c35f9 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x6f9>;  (6564) 
0x62c35f3;:0;MOV	(%RDI),%RAX;  (6564) 
0x62c35f6;:0;CALLQ	0x8(%RAX);  (6564) 
0x62c35f9;:0;MOV	-0x150(%RBP),%RCX;  (6564) 
0x62c3600;:0;VMOVUPS	(%RCX),%XMM0;  (6564) 
0x62c3604;:0;VMOVAPS	%XMM0,-0x140(%RBP);  (6564) 
0x62c360c;:0;VMOVAPS	-0x1f0(%RBP),%XMM0;  (6564) 
0x62c3614;:0;VMOVUPS	%XMM0,(%RCX);  (6564) 
0x62c3618;:0;VMOVAPS	-0x140(%RBP),%XMM0;  (6564) 
0x62c3620;:0;VMOVAPS	%XMM0,-0x1f0(%RBP);  (6564) 
0x62c3628;:0;MOV	0x10(%RCX),%R14;  (6564) 
0x62c362c;:0;MOVQ	$0,0x10(%RCX);  (6564) 
0x62c3634;:0;MOV	%R14,-0x1e0(%RBP);  (6564) 
0x62c363b;:0;MOV	0x18(%RCX),%RBX;  (6564) 
0x62c363f;:0;MOV	-0x1d8(%RBP),%RAX;  (6564) 
0x62c3646;:0;MOV	%RAX,0x18(%RCX);  (6564) 
0x62c364a;:0;MOV	%RBX,-0x1d8(%RBP);  (6564) 
0x62c3651;:0;MOVQ	$0,-0x140(%RBP);  (6564) 
0x62c365c;:0;MOV	0xb8(%R15),%RAX;  (6564) 
0x62c3663;:0;MOV	(%RAX),%RSI;  (6564) 
0x62c3666;:0;MOV	(%RSI),%RAX;  (6564) 
0x62c3669;:0;LEA	-0x148(%RBP),%RDI;  (6564) 
0x62c3670;:0;MOV	%R15,%RDX;  (6564) 
0x62c3673;:0;CALLQ	0xf0(%RAX);  (6564) 
0x62c3679;:0;CMPQ	$0,-0x148(%RBP);  (6564) 
0x62c3681;:0;JE	62c36b1 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x7b1>;  (6564) 
0x62c3683;:0;MOV	%R15,%RDI;  (6564) 
0x62c3686;:0;CALL	62c42b0 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_22OrderedPropagatorStateEED2Ev>;  (6564) 
0x62c368b;:0;MOV	%R15,%RDI;  (6564) 
0x62c368e;:0;CALL	7632540 <_ZdlPv@plt>;  (6564) 
0x62c3693;:0;TEST	%R14,%R14;  (6564) 
0x62c3696;:0;JE	62c4130 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x1230>;  (6564) 
0x62c369c;:0;LEA	-0x1f0(%RBP),%RDI;(6563) 
0x62c36a3;:0;LEA	-0x148(%RBP),%RSI;(6563) 
0x62c36aa;:0;CALL	%RBX;(6563) 
0x62c36ac;:0;JMP	62c3821 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x921>;(6563) 
0x62c36b1;:0;MOV	0xb8(%R15),%RAX;  (6564) 
0x62c36b8;:0;MOV	0x98(%RAX),%RSI;  (6564) 
0x62c36bf;:0;MOV	0xa0(%RAX),%RAX;  (6564) 
0x62c36c6;:0;SUB	%RSI,%RAX;  (6564) 
0x62c36c9;:0;MOV	%RAX,%RDX;  (6564) 
0x62c36cc;:0;SAR	$0x3,%RDX;  (6564) 
0x62c36d0;:0;CMP	$0x41,%RAX;  (6564) 
0x62c36d4;:0;JB	62c3732 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x832>;  (6564) 
0x62c36d6;:0;CMP	$0x11,%RDX;  (6564) 
0x62c36da;:0;MOV	$0x10,%R13D;  (6564) 
0x62c36e0;:0;CMOVAE	%RDX,%R13;  (6564) 
0x62c36e4;:0;MOV	%R13,%RAX;  (6564) 
0x62c36e7;:0;SHR	$0x3a,%RAX;  (6564) 
0x62c36eb;:0;JNE	62c4171 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x1271>;  (6564) 
0x62c36f1;:0;MOV	%R13,%RDI;  (6564) 
0x62c36f4;:0;SAL	$0x5,%RDI;  (6564) 
0x62c36f8;:0;CALL	76325c0 <_Znwm@plt>;  (6564) 
0x62c36fd;:0;MOV	0xb8(%R15),%RCX;  (6564) 
0x62c3704;:0;MOV	0x98(%RCX),%RSI;  (6564) 
0x62c370b;:0;MOV	0xa0(%RCX),%RDX;  (6564) 
0x62c3712;:0;MOV	%RAX,-0x138(%RBP);  (6564) 
0x62c3719;:0;MOV	%R13,-0x130(%RBP);  (6564) 
0x62c3720;:0;MOVQ	$0x1,-0x140(%RBP);  (6564) 
0x62c372b;:0;SUB	%RSI,%RDX;  (6564) 
0x62c372e;:0;SAR	$0x3,%RDX;  (6564) 
0x62c3732;:0;LEA	-0x140(%RBP),%RCX;  (6564) 
0x62c3739;:0;MOV	%R12,%RDI;  (6564) 
0x62c373c;:0;CALL	763f6b0 <_ZN10tensorflow15PropagatorState13ActivateRootsEN4absl12lts_202308024SpanIKPKNS_8NodeItemEEEPNS2_13InlinedVectorINS0_10TaggedNodeELm8ESaISA_EEE@plt>;  (6564) 
0x62c3741;:0;MOV	-0x140(%RBP),%RAX;  (6564) 
0x62c3748;:0;MOV	%RAX,%RCX;  (6564) 
0x62c374b;:0;SHR	$0x1,%RCX;  (6564) 
0x62c374e;:0;XCHG	0x198(%R15),%RCX;  (6564) 
0x62c3755;:0;CMP	$0x1,%RAX;  (6564) 
0x62c3759;:0;JA	62c37a7 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x8a7>;  (6564) 
0x62c375b;:0;MOV	%R15,%RDI;  (6564) 
0x62c375e;:0;CALL	62c42b0 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_22OrderedPropagatorStateEED2Ev>;  (6564) 
0x62c3763;:0;MOV	%R15,%RDI;  (6564) 
0x62c3766;:0;CALL	7632540 <_ZdlPv@plt>;  (6564) 
0x62c376b;:0;MOVQ	$0,-0x180(%RBP);  (6564) 
0x62c3776;:0;TEST	%R14,%R14;  (6564) 
0x62c3779;:0;JE	62c4130 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x1230>;  (6564) 
0x62c377f;:0;LEA	-0x1f0(%RBP),%RDI;(6563) 
0x62c3786;:0;LEA	-0x180(%RBP),%RSI;(6563) 
0x62c378d;:0;CALL	%RBX;(6563) 
0x62c378f;:0;MOV	-0x180(%RBP),%RDI;(6563) 
0x62c3796;:0;TEST	$0x1,%DIL;(6563) 
0x62c379a;:0;JE	62c3821 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x921>;(6563) 
0x62c37a0;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6563) 
0x62c37a5;:0;JMP	62c3821 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x921>;(6563) 
0x62c37a7;:0;MOVQ	$0,-0x1e0(%RBP);(6563) 
0x62c37b2;:0;VMOVUPS	0x178(%R15),%XMM0;(6563) 
0x62c37bb;:0;VMOVAPS	%XMM0,-0x180(%RBP);(6563) 
0x62c37c3;:0;VMOVAPS	-0x1f0(%RBP),%XMM0;(6563) 
0x62c37cb;:0;VMOVUPS	%XMM0,0x178(%R15);(6563) 
0x62c37d4;:0;MOV	0x188(%R15),%RAX;(6563) 
0x62c37db;:0;VMOVUPS	0x188(%R15),%XMM0;(6563) 
0x62c37e4;:0;MOV	%R14,0x188(%R15);(6563) 
0x62c37eb;:0;VMOVAPS	%XMM0,-0x170(%RBP);(6563) 
0x62c37f3;:0;MOV	%RBX,0x190(%R15);(6563) 
0x62c37fa;:0;TEST	%RAX,%RAX;(6563) 
0x62c37fd;:0;JE	62c3810 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x910>;(6563) 
0x62c37ff;:0;LEA	-0x180(%RBP),%RDI;(6563) 
0x62c3806;:0;MOV	%RDI,%RSI;(6563) 
0x62c3809;:0;MOV	$0x3,%EDX;(6563) 
0x62c380e;:0;CALL	%RAX;(6563) 
0x62c3810;:0;LEA	-0x140(%RBP),%RSI;(6563) 
0x62c3817;:0;MOV	%R15,%RDI;(6563) 
0x62c381a;:0;XOR	%EDX,%EDX;(6563) 
0x62c381c;:0;CALL	62c43b0 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_22OrderedPropagatorStateEE13ScheduleReadyEPN4absl12lts_2023080213InlinedVectorINS_15PropagatorState10TaggedNodeELm8ESaIS8_EEEPNS2_20TaggedNodeReadyQueueE>;(6563) 
0x62c3821;:0;MOV	-0x148(%RBP),%RDI;(6563) 
0x62c3828;:0;TEST	$0x1,%DIL;(6563) 
0x62c382c;:0;JE	62c3833 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x933>;(6563) 
0x62c382e;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6563) 
0x62c3833;:0;TESTB	$0x1,-0x140(%RBP);(6563) 
0x62c383a;:0;JE	62c3848 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x948>;(6563) 
0x62c383c;:0;MOV	-0x138(%RBP),%RDI;(6563) 
0x62c3843;:0;CALL	7632540 <_ZdlPv@plt>;(6563) 
0x62c3848;:0;MOV	-0x1e0(%RBP),%RAX;(6563) 
0x62c384f;:0;TEST	%RAX,%RAX;(6563) 
0x62c3852;:0;JE	62c410a <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x120a>;(6563) 
0x62c3858;:0;LEA	-0x1f0(%RBP),%RDI;(6563) 
0x62c385f;:0;JMP	62c4100 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x1200>;(6563) 
0x62c3864;:0;MOV	%R15,%RDI;
0x62c3867;:0;MOV	%R12,%RDX;
0x62c386a;:0;CALL	7632500 <memcpy@plt>;
0x62c386f;:0;MOV	-0x140(%RBP),%RAX;
0x62c3876;:0;MOV	%RAX,0x60(%R13);
0x62c387a;:0;MOV	0x58(%R13),%RCX;
0x62c387e;:0;MOVB	$0,(%RCX,%RAX,1);
0x62c3882;:0;MOV	-0x190(%RBP),%RAX;
0x62c3889;:0;MOV	0x10(%RAX),%RAX;
0x62c388d;:0;MOV	%RAX,0x78(%R13);
0x62c3891;:0;VMOVUPS	0x68(%R14),%XMM0;
0x62c3897;:0;VMOVUPS	%XMM0,0x80(%R13);
0x62c38a0;:0;MOV	0x20(%R14),%RAX;
0x62c38a4;:0;MOV	%RAX,0x90(%R13);
0x62c38ab;:0;CALL	763f680 <_ZN3tsl8profiler19threadpool_listener9IsEnabledEv@plt>;
0x62c38b0;:0;TEST	%AL,%AL;
0x62c38b2;:0;JE	62c38c1 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x9c1>;
0x62c38b4;:0;MOV	0x144d7b5(%RIP),%RAX;
0x62c38bb;:0;MOV	0x10(%RAX),%RAX;
0x62c38bf;:0;JMP	62c38c3 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x9c3>;
0x62c38c1;:0;XOR	%EAX,%EAX;
0x62c38c3;:0;MOV	-0x150(%RBP),%R15;
0x62c38ca;:0;MOV	-0x158(%RBP),%R12;
0x62c38d1;:0;MOV	%RAX,0x98(%R13);
0x62c38d8;:0;MOV	$0x18,%EDI;
0x62c38dd;:0;CALL	76325c0 <_Znwm@plt>;
0x62c38e2;:0;MOV	%RAX,%RBX;
0x62c38e5;:0;MOV	%RAX,%RDI;
0x62c38e8;:0;CALL	763f690 <_ZN10tensorflow10checkpoint29TensorSliceReaderCacheWrapperC1Ev@plt>;
0x62c38ed;:0;MOV	%RBX,0xa8(%R13);
0x62c38f4;:0;MOV	0x28(%R14),%RAX;
0x62c38f8;:0;MOV	%RAX,0xb0(%R13);
0x62c38ff;:0;MOV	-0x160(%RBP),%RBX;
0x62c3906;:0;MOV	%RBX,0xb8(%R13);
0x62c390d;:0;MOV	%R12,0xc0(%R13);
0x62c3914;:0;MOV	0x30(%R14),%RAX;
0x62c3918;:0;MOV	%RAX,0xc8(%R13);
0x62c391f;:0;MOV	0x88(%R14),%RAX;
0x62c3926;:0;MOV	%RAX,0xd0(%R13);
0x62c392d;:0;MOVB	$0,0xf0(%R13);
0x62c3935;:0;CMPB	$0,0xc0(%R14);
0x62c393d;:0;JE	62c3d56 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xe56>;
0x62c3943;:0;MOV	0x144cf7e(%RIP),%RAX;
0x62c394a;:0;ADD	$0x10,%RAX;
0x62c394e;:0;MOV	%RAX,0xd8(%R13);
0x62c3955;:0;MOV	0xb8(%R14),%RAX;
0x62c395c;:0;VMOVUPS	0xb0(%R14),%XMM0;
0x62c3965;:0;VMOVUPS	%XMM0,0xe0(%R13);
0x62c396e;:0;TEST	%RAX,%RAX;
0x62c3971;:0;JE	62c3d4e <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xe4e>;
0x62c3977;:0;CMPQ	$0,0x144c3e1(%RIP);
0x62c397f;:0;JE	62c3d4b <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xe4b>;
0x62c3985;:0;LOCK INCL	0x8(%RAX);
0x62c3989;:0;JMP	62c3d4e <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xe4e>;
0x62c398e;:0;INCL	0x8(%RAX);    (6565) 
0x62c3991;:0;MOVB	$0x1,0xf0(%R13);    (6565) 
0x62c3999;:0;MOVQ	$0,0xf8(%R13);    (6565) 
0x62c39a4;:0;MOVQ	$0,0x110(%R13);    (6565) 
0x62c39af;:0;MOV	0xe0(%R14),%RAX;    (6565) 
0x62c39b6;:0;TEST	%RAX,%RAX;    (6565) 
0x62c39b9;:0;JE	62c39e2 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xae2>;    (6565) 
0x62c39bb;:0;LEA	0xd0(%R14),%RSI;    (6565) 
0x62c39c2;:0;LEA	0x100(%R13),%RDI;    (6565) 
0x62c39c9;:0;MOV	$0x2,%EDX;    (6565) 
0x62c39ce;:0;CALL	%RAX;    (6565) 
0x62c39d0;:0;VMOVUPS	0xe0(%R14),%XMM0;    (6565) 
0x62c39d9;:0;VMOVUPS	%XMM0,0x110(%R13);    (6565) 
0x62c39e2;:0;MOVZX	0xc8(%R14),%EAX;    (6565) 
0x62c39ea;:0;MOV	%AL,0x120(%R13);    (6565) 
0x62c39f1;:0;MOVZX	0xf0(%R14),%EAX;    (6565) 
0x62c39f9;:0;MOV	%AL,0x121(%R13);    (6565) 
0x62c3a00;:0;LEA	0x128(%R13),%R12;    (6565) 
0x62c3a07;:0;MOV	0x10(%R13),%RDX;    (6565) 
0x62c3a0b;:0;MOVZX	0x8(%R13),%ECX;    (6565) 
0x62c3a10;:0;MOV	%R12,%RDI;    (6565) 
0x62c3a13;:0;MOV	%RBX,%RSI;    (6565) 
0x62c3a16;:0;CALL	763f6c0 <_ZN10tensorflow15PropagatorStateC1ERKNS_22ImmutableExecutorStateElb@plt>;    (6565) 
0x62c3a1b;:0;MOVQ	$0,0x188(%R13);    (6565) 
0x62c3a26;:0;MOVQ	$0,0x198(%R13);    (6565) 
0x62c3a31;:0;LEA	0x1a0(%R13),%RDI;    (6565) 
0x62c3a38;:0;CALL	76328b0 <_ZN3tsl5mutexC1Ev@plt>;    (6565) 
0x62c3a3d;:0;MOVQ	$0,0x1b0(%R13);    (6565) 
0x62c3a48;:0;MOVB	$0,0x1b8(%R13);    (6565) 
0x62c3a50;:0;MOV	%R13,%RDI;    (6565) 
0x62c3a53;:0;ADD	$0x1c0,%RDI;    (6565) 
0x62c3a5a;:0;CALL	76328b0 <_ZN3tsl5mutexC1Ev@plt>;    (6565) 
0x62c3a5f;:0;MOVQ	$0,0x1d0(%R13);    (6565) 
0x62c3a6a;:0;CMPQ	$0,0x80(%R14);    (6565) 
0x62c3a72;:0;JE	62c3ae5 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xbe5>;    (6565) 
0x62c3a74;:0;MOV	0xb8(%R13),%RAX;    (6565) 
0x62c3a7b;:0;MOV	(%RAX),%RBX;    (6565) 
0x62c3a7e;:0;MOV	(%RBX),%RAX;    (6565) 
0x62c3a81;:0;MOV	%RBX,%RDI;    (6565) 
0x62c3a84;:0;CALLQ	0x80(%RAX);    (6565) 
0x62c3a8a;:0;MOV	0x80(%R14),%R9;    (6565) 
0x62c3a91;:0;LEA	-0x140(%RBP),%RDI;    (6565) 
0x62c3a98;:0;MOV	%RAX,%RSI;    (6565) 
0x62c3a9b;:0;MOV	%RBX,%RDX;    (6565) 
0x62c3a9e;:0;XOR	%ECX,%ECX;    (6565) 
0x62c3aa0;:0;XOR	%R8D,%R8D;    (6565) 
0x62c3aa3;:0;CALL	763e800 <_ZN10tensorflow13RenamedDevice16NewRenamedDeviceERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEPNS_6DeviceEbbPN3tsl6thread19ThreadPoolInterfaceE@plt>;    (6565) 
0x62c3aa8;:0;MOV	-0x140(%RBP),%RAX;    (6565) 
0x62c3aaf;:0;MOVQ	$0,-0x140(%RBP);    (6565) 
0x62c3aba;:0;MOV	0xf8(%R13),%RDI;    (6565) 
0x62c3ac1;:0;MOV	%RAX,0xf8(%R13);    (6565) 
0x62c3ac8;:0;TEST	%RDI,%RDI;    (6565) 
0x62c3acb;:0;JE	62c3ae5 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xbe5>;    (6565) 
0x62c3acd;:0;MOV	(%RDI),%RAX;    (6565) 
0x62c3ad0;:0;CALLQ	0x8(%RAX);    (6565) 
0x62c3ad3;:0;MOV	-0x140(%RBP),%RDI;    (6565) 
0x62c3ada;:0;TEST	%RDI,%RDI;    (6565) 
0x62c3add;:0;JE	62c3ae5 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xbe5>;    (6565) 
0x62c3adf;:0;MOV	(%RDI),%RAX;    (6565) 
0x62c3ae2;:0;CALLQ	0x8(%RAX);    (6565) 
0x62c3ae5;:0;VMOVUPS	(%R15),%XMM0;    (6565) 
0x62c3aea;:0;VMOVAPS	%XMM0,-0x140(%RBP);    (6565) 
0x62c3af2;:0;VMOVAPS	-0x1d0(%RBP),%XMM0;    (6565) 
0x62c3afa;:0;VMOVUPS	%XMM0,(%R15);    (6565) 
0x62c3aff;:0;VMOVAPS	-0x140(%RBP),%XMM0;    (6565) 
0x62c3b07;:0;VMOVAPS	%XMM0,-0x1d0(%RBP);    (6565) 
0x62c3b0f;:0;MOV	0x10(%R15),%R14;    (6565) 
0x62c3b13;:0;MOVQ	$0,0x10(%R15);    (6565) 
0x62c3b1b;:0;MOV	%R14,-0x1c0(%RBP);    (6565) 
0x62c3b22;:0;MOV	0x18(%R15),%RBX;    (6565) 
0x62c3b26;:0;MOV	-0x1b8(%RBP),%RAX;    (6565) 
0x62c3b2d;:0;MOV	%RAX,0x18(%R15);    (6565) 
0x62c3b31;:0;MOV	%RBX,-0x1b8(%RBP);    (6565) 
0x62c3b38;:0;MOVQ	$0,-0x140(%RBP);    (6565) 
0x62c3b43;:0;MOV	0xb8(%R13),%RAX;    (6565) 
0x62c3b4a;:0;MOV	(%RAX),%RSI;    (6565) 
0x62c3b4d;:0;MOV	(%RSI),%RAX;    (6565) 
0x62c3b50;:0;LEA	-0x148(%RBP),%RDI;    (6565) 
0x62c3b57;:0;MOV	%R13,%RDX;    (6565) 
0x62c3b5a;:0;CALLQ	0xf0(%RAX);    (6565) 
0x62c3b60;:0;CMPQ	$0,-0x148(%RBP);    (6565) 
0x62c3b68;:0;JE	62c3b98 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xc98>;    (6565) 
0x62c3b6a;:0;MOV	%R13,%RDI;  (6564) 
0x62c3b6d;:0;CALL	62ce360 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_15PropagatorStateEED2Ev>;  (6564) 
0x62c3b72;:0;MOV	%R13,%RDI;  (6564) 
0x62c3b75;:0;CALL	7632540 <_ZdlPv@plt>;  (6564) 
0x62c3b7a;:0;TEST	%R14,%R14;  (6564) 
0x62c3b7d;:0;JE	62c4130 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x1230>;  (6564) 
0x62c3b83;:0;LEA	-0x1d0(%RBP),%RDI;(6563) 
0x62c3b8a;:0;LEA	-0x148(%RBP),%RSI;(6563) 
0x62c3b91;:0;CALL	%RBX;(6563) 
0x62c3b93;:0;JMP	62c3d08 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xe08>;(6563) 
0x62c3b98;:0;MOV	0xb8(%R13),%RAX;    (6565) 
0x62c3b9f;:0;MOV	0x98(%RAX),%RSI;    (6565) 
0x62c3ba6;:0;MOV	0xa0(%RAX),%RAX;    (6565) 
0x62c3bad;:0;SUB	%RSI,%RAX;    (6565) 
0x62c3bb0;:0;MOV	%RAX,%RDX;    (6565) 
0x62c3bb3;:0;SAR	$0x3,%RDX;    (6565) 
0x62c3bb7;:0;CMP	$0x41,%RAX;    (6565) 
0x62c3bbb;:0;JB	62c3c19 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0xd19>;    (6565) 
0x62c3bbd;:0;CMP	$0x11,%RDX;    (6565) 
0x62c3bc1;:0;MOV	$0x10,%R15D;    (6565) 
0x62c3bc7;:0;CMOVAE	%RDX,%R15;    (6565) 
0x62c3bcb;:0;MOV	%R15,%RAX;    (6565) 
0x62c3bce;:0;SHR	$0x3a,%RAX;    (6565) 
0x62c3bd2;:0;JNE	62c4171 <_ZN10tensorflow12_GLOBAL__N_112ExecutorImpl16RunAsyncInternalERKNS_8Executor4ArgsESt8functionIFvRKN4absl12lts_202308026StatusEEE+0x1271>;    (6565) 
0x62c3bd8;:0;MOV	%R15,%RDI;  (6564) 
0x62c3bdb;:0;SAL	$0x5,%RDI;  (6564) 
0x62c3bdf;:0;CALL	76325c0 <_Znwm@plt>;  (6564) 
0x62c3be4;:0;MOV	0xb8(%R13),%RCX;  (6564) 
0x62c3beb;:0;MOV	0x98(%RCX),%RSI;  (6564) 
0x62c3bf2;:0;MOV	0xa0(%RCX),%RDX;  (6564) 
0x62c3bf9;:0;MOV	%RAX,-0x138(%RBP);  (6564) 
0x62c3c00;:0;MOV	%R15,-0x130(%RBP);  (6564) 
0x62c3c07;:0;MOVQ	$0x1,-0x140(%RBP);  (6564) 
0x62c3c12;:0;SUB	%RSI,%RDX;  (6564) 
0x62c3c15;:0;SAR	$0x3,%RDX;  (6564) 
0x62c3c19;:0;LEA	-0x140(%RBP),%RCX;  (6564) 
0x62c3c20;:0;MOV	%R12,%RDI;  (6564) 
0x62c3c23;:0;CALL	763f6b0 <_ZN10tensorflow15PropagatorState13ActivateRootsEN4absl12lts_202308024SpanIKPKNS_8NodeItemEEEPNS2_13InlinedVectorINS0_10TaggedNodeELm8ESaISA_EEE@plt>;  (6564) 
0x62c3c28;:0;MOV	-0x140(%RBP),%RAX;  (6564) 
0x62c3c2f;:0;MOV	%RAX,%RCX;  (6564) 
0x62c3c32;:0;SHR	$0x1,%RCX;  (6564) 
0x62c3c35;:0;XCHG	0x198(%R13),%RCX;  (6564) 
0x62c3c3c;:0;CMP	$0x1,%RAX;  (6564) 
