address;source_location;insn;indent
0x71923c0;:0;PUSH	%RBP;
0x7192a15;:0;JMP	71929b3 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x5f3>;  (39246) 
0x7192a17;:0;MOV	-0xd8(%RBP),%EAX;(39242) 
0x7192a1d;:0;CMP	$0x1,%EAX;(39242) 
0x7192a20;:0;JBE	7192a94 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x6d4>;(39242) 
0x7192a22;:0;MOV	%EAX,%ESI;(39242) 
0x7192a24;:0;AND	$0x1,%ESI;(39242) 
0x7192a27;:0;MOV	-0xd0(%RBP),%RCX;(39242) 
0x7192a2e;:0;LEA	-0xd0(%RBP),%R15;(39242) 
0x7192a35;:0;CMOVE	%RCX,%R15;(39242) 
0x7192a39;:0;MOV	-0xc8(%RBP),%EDX;(39242) 
0x7192a3f;:0;MOV	$0x4,%EDI;(39242) 
0x7192a44;:0;CMOVE	%EDX,%EDI;(39242) 
0x7192a47;:0;LEA	(%R15,%RDI,8),%R14;(39242) 
0x7192a4b;:0;TEST	%EDI,%EDI;(39242) 
0x7192a4d;:0;JE	7192a82 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x6c2>;(39242) 
0x7192a4f;:0;LEA	(,%RDI,8),%RDI;(39242) 
0x7192a57;:0;NOPW	(%RAX,%RAX,1);(39242) 
0x7192a60;:0;MOV	(%R15),%R8;  (39245) 
0x7192a63;:0;MOV	$0x1000,%R9D;  (39245) 
0x7192a69;:0;OR	%R9,%R8;  (39245) 
0x7192a6c;:0;CMP	$-0x1000,%R8;  (39245) 
0x7192a73;:0;JNE	7192a82 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x6c2>;  (39245) 
0x7192a75;:0;ADD	$0x8,%R15;  (39245) 
0x7192a79;:0;ADD	$-0x8,%RDI;  (39245) 
0x7192a7d;:0;JNE	7192a60 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x6a0>;  (39245) 
0x7192a7f;:0;MOV	%R14,%R15;(39242) 
0x7192a82;:0;LEA	-0xd0(%RBP),%R8;(39242) 
0x7192a89;:0;JMP	7192ac2 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x702>;(39242) 
0x7192a8b;:0;MOV	$0x1,%EAX;(39242) 
0x7192a90;:0;LEA	-0x60(%RBP),%R13;(39242) 
0x7192a94;:0;LEA	-0xd0(%RBP),%R8;(39242) 
0x7192a9b;:0;TEST	%EAX,%EAX;(39242) 
0x7192a9d;:0;MOV	-0xd0(%RBP),%RCX;(39242) 
0x7192aa4;:0;MOV	%R8,%RSI;(39242) 
0x7192aa7;:0;CMOVE	%RCX,%RSI;(39242) 
0x7192aab;:0;MOV	-0xc8(%RBP),%EDX;(39242) 
0x7192ab1;:0;MOV	$0x4,%EDI;(39242) 
0x7192ab6;:0;CMOVE	%EDX,%EDI;(39242) 
0x7192ab9;:0;LEA	(%RSI,%RDI,8),%R15;(39242) 
0x7192abd;:0;MOV	%EAX,%ESI;(39242) 
0x7192abf;:0;MOV	%R15,%R14;(39242) 
0x7192ac2;:0;TEST	%ESI,%ESI;(39242) 
0x7192ac4;:0;CMOVNE	%R8,%RCX;(39242) 
0x7192ac8;:0;MOV	$0x4,%ESI;(39242) 
0x7192acd;:0;CMOVNE	%ESI,%EDX;(39242) 
0x7192ad0;:0;LEA	(%RCX,%RDX,8),%R12;(39242) 
0x7192ad4;:0;CMP	%R12,%R15;(39242) 
0x7192ad7;:0;JNE	7192aeb <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x72b>;(39242) 
0x7192ad9;:0;TEST	$0x1,%AL;(39242) 
0x7192adb;:0;JE	7192b36 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x776>;(39242) 
0x7192add;:0;JMP	7192b54 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x794>;(39242) 
0x7192adf;:0;NOP;
0x7192ae0;:0;MOV	%R15,%RAX;  (39243) 
0x7192ae3;:0;MOV	%RAX,%R15;  (39243) 
0x7192ae6;:0;CMP	%R12,%RAX;  (39243) 
0x7192ae9;:0;JE	7192b2c <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x76c>;  (39243) 
0x7192aeb;:0;MOV	(%R15),%RSI;  (39243) 
0x7192aee;:0;MOV	-0x108(%RBP),%RDI;  (39243) 
0x7192af5;:0;MOV	(%RDI),%RAX;  (39243) 
0x7192af8;:0;VZEROUPPER;  (39243) 
0x7192afb;:0;CALLQ	0x10(%RAX);  (39243) 
0x7192afe;:0;ADD	$0x8,%R15;  (39243) 
0x7192b02;:0;MOV	%R14,%RAX;  (39243) 
0x7192b05;:0;CMP	%R14,%R15;  (39243) 
0x7192b08;:0;MOV	$0x1000,%ECX;  (39243) 
0x7192b0d;:0;JE	7192ae3 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x723>;  (39243) 
0x7192b0f;:0;NOP;  (39243) 
0x7192b10;:0;MOV	(%R15),%RAX;    (39244) 
0x7192b13;:0;OR	%RCX,%RAX;    (39244) 
0x7192b16;:0;CMP	$-0x1000,%RAX;    (39244) 
0x7192b1c;:0;JNE	7192ae0 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x720>;    (39244) 
0x7192b1e;:0;ADD	$0x8,%R15;    (39244) 
0x7192b22;:0;CMP	%R14,%R15;    (39244) 
0x7192b25;:0;JNE	7192b10 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x750>;    (39244) 
0x7192b27;:0;MOV	%R14,%RAX;  (39243) 
0x7192b2a;:0;JMP	7192ae3 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x723>;  (39243) 
0x7192b2c;:0;MOV	-0xd8(%RBP),%EAX;(39242) 
0x7192b32;:0;TEST	$0x1,%AL;(39242) 
0x7192b34;:0;JNE	7192b54 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x794>;(39242) 
0x7192b36;:0;MOV	-0xd0(%RBP),%RDI;(39242) 
0x7192b3d;:0;MOV	-0xc8(%RBP),%ESI;(39242) 
0x7192b43;:0;SAL	$0x3,%RSI;(39242) 
0x7192b47;:0;MOV	$0x8,%EDX;(39242) 
0x7192b4c;:0;VZEROUPPER;(39242) 
0x7192b4f;:0;CALL	768aab0 <_ZN4llvm17deallocate_bufferEPvmm@plt>;(39242) 
0x7192b54;:0;XOR	%R15D,%R15D;(39242) 
0x7192b57;:0;XOR	%R14D,%R14D;(39242) 
0x7192b5a;:0;MOV	-0x108(%RBP),%R12;(39242) 
0x7192b61;:0;MOV	-0xb0(%RBP),%RDI;(39242) 
0x7192b68;:0;LEA	-0xa0(%RBP),%RAX;(39242) 
0x7192b6f;:0;CMP	%RAX,%RDI;(39242) 
0x7192b72;:0;JE	7192b7c <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x7bc>;(39242) 
0x7192b74;:0;VZEROUPPER;(39242) 
0x7192b77;:0;CALL	7633cb0 <free@plt>;(39242) 
0x7192b7c;:0;MOV	-0x110(%RBP),%RAX;(39242) 
0x7192b83;:0;TEST	%RAX,%RAX;(39242) 
0x7192b86;:0;JE	7192c94 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x8d4>;(39242) 
0x7192b8c;:0;MOV	%RAX,0x18(%R12);(39242) 
0x7192b91;:0;MOV	-0x120(%RBP),%RAX;(39242) 
0x7192b98;:0;MOV	%RAX,0x20(%R12);(39242) 
0x7192b9d;:0;TEST	%R15B,%R15B;(39242) 
0x7192ba0;:0;JNE	7192ba5 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x7e5>;(39242) 
0x7192ba2;:0;XOR	%R14D,%R14D;(39242) 
0x7192ba5;:0;MOV	-0x70(%RBP),%RDI;(39242) 
0x7192ba9;:0;CMP	%R13,%RDI;(39242) 
0x7192bac;:0;JE	7192bb6 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x7f6>;(39242) 
0x7192bae;:0;VZEROUPPER;(39242) 
0x7192bb1;:0;CALL	7633cb0 <free@plt>;(39242) 
0x7192bb6;:0;TEST	%R14D,%R14D;(39242) 
0x7192bb9;:0;JNE	7192445 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x85>;(39242) 
0x7192bbf;:0;MOV	%R12,-0x70(%RBP);(39242) 
0x7192bc3;:0;LEA	-0xf8(%RBP),%RAX;(39242) 
0x7192bca;:0;MOV	%RAX,-0x68(%RBP);(39242) 
0x7192bce;:0;MOV	%R12,-0xb0(%RBP);(39242) 
0x7192bd5;:0;MOV	%R12,-0xd8(%RBP);(39242) 
0x7192bdc;:0;MOV	0x90(%R12),%RCX;(39242) 
0x7192be4;:0;TEST	%RCX,%RCX;(39242) 
0x7192be7;:0;LEA	0x332(%RIP),%RAX;(39242) 
0x7192bee;:0;CMOVE	%RCX,%RAX;(39242) 
0x7192bf2;:0;LEA	0x357(%RIP),%RDX;(39242) 
0x7192bf9;:0;CMOVE	%RCX,%RDX;(39242) 
0x7192bfd;:0;LEA	0x2ec(%RIP),%RSI;(39242) 
0x7192c04;:0;CMOVNE	%RSI,%RCX;(39242) 
0x7192c08;:0;MOV	-0xf8(%RBP),%RSI;(39242) 
0x7192c0f;:0;MOV	%RAX,-0x180(%RBP);(39242) 
0x7192c16;:0;LEA	-0xb0(%RBP),%RAX;(39242) 
0x7192c1d;:0;MOV	%RAX,-0x178(%RBP);(39242) 
0x7192c24;:0;MOV	%RDX,-0x170(%RBP);(39242) 
0x7192c2b;:0;LEA	-0xd8(%RBP),%RAX;(39242) 
0x7192c32;:0;MOV	%RAX,-0x168(%RBP);(39242) 
0x7192c39;:0;VMOVUPS	-0x170(%RBP),%XMM0;(39242) 
0x7192c41;:0;VMOVUPS	%XMM0,0x10(%RSP);(39242) 
0x7192c47;:0;VMOVDQU	-0x180(%RBP),%XMM0;(39242) 
0x7192c4f;:0;VMOVDQU	%XMM0,(%RSP);(39242) 
0x7192c54;:0;MOV	-0x148(%RBP),%RDI;(39242) 
0x7192c5b;:0;MOV	%R12,%RDX;(39242) 
0x7192c5e;:0;LEA	-0x70(%RBP),%R8;(39242) 
0x7192c62;:0;VZEROUPPER;(39242) 
0x7192c65;:0;CALL	71b41e0 <_ZN4mlir17PatternApplicator15matchAndRewriteEPNS_9OperationERNS_15PatternRewriterEN4llvm12function_refIFbRKNS_7PatternEEEENS6_IFvS9_EEENS6_IFNS_13LogicalResultES9_EEE>;(39242) 
0x7192c6a;:0;XOR	%ECX,%ECX;(39242) 
0x7192c6c;:0;TEST	%AL,%AL;(39242) 
0x7192c6e;:0;SETNE	%CL;(39242) 
0x7192c71;:0;MOV	-0xec(%RBP),%EDX;(39242) 
0x7192c77;:0;MOVZX	%DL,%EDX;(39242) 
0x7192c7a;:0;MOV	$0x1,%EAX;(39242) 
0x7192c7f;:0;CMOVNE	%EAX,%EDX;(39242) 
0x7192c82;:0;MOV	%EDX,-0xec(%RBP);(39242) 
0x7192c88;:0;ADD	%RCX,-0x128(%RBP);(39242) 
0x7192c8f;:0;JMP	7192445 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x85>;(39242) 
0x7192c94;:0;MOV	-0x118(%RBP),%RAX;(39242) 
0x7192c9b;:0;VPXOR	%XMM0,%XMM0,%XMM0;(39242) 
0x7192c9f;:0;VMOVDQU	%XMM0,(%RAX);(39242) 
0x7192ca3;:0;TEST	%R15B,%R15B;(39242) 
0x7192ca6;:0;JE	7192ba2 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x7e2>;(39242) 
0x7192cac;:0;JMP	7192ba5 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x7e5>;(39242) 
0x7192cb1;:0;MOV	$0x1,%R9D;(39242) 
0x7192cb7;:0;CMP	$-0x1000,%R10;  (39250) 
0x7192cbe;:0;JE	71925bc <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x1fc>;  (39250) 
0x7192cc4;:0;ADD	%R9D,%R8D;  (39250) 
0x7192cc7;:0;INC	%R9D;  (39250) 
0x7192cca;:0;AND	%EDX,%R8D;  (39250) 
0x7192ccd;:0;MOV	%R8,%R10;  (39250) 
0x7192cd0;:0;SAL	$0x4,%R10;  (39250) 
0x7192cd4;:0;LEA	(%RSI,%R10,1),%R11;  (39250) 
0x7192cd8;:0;MOV	(%RSI,%R10,1),%R10;  (39250) 
0x7192cdc;:0;CMP	%R10,%RDI;  (39250) 
0x7192cdf;:0;JE	7192595 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x1d5>;  (39250) 
0x7192ce5;:0;JMP	7192cb7 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x8f7>;  (39250) 
0x7192ce7;:0;MOV	%FS:0x28,%RAX;
0x7192cf0;:0;CMP	-0x30(%RBP),%RAX;
0x7192cf4;:0;JNE	7192dc4 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0xa04>;
0x7192cfa;:0;MOV	-0xec(%RBP),%EAX;
0x7192d00;:0;AND	$0x1,%AL;
0x7192d02;:0;ADD	$0x178,%RSP;
0x7192d09;:0;POP	%RBX;
0x7192d0a;:0;POP	%R12;
0x7192d0c;:0;POP	%R13;
0x7192d0e;:0;POP	%R14;
0x7192d10;:0;POP	%R15;
0x7192d12;:0;POP	%RBP;
0x7192d13;:0;VZEROUPPER;
0x7192d16;:0;RET;
0x7192d17;:0;JMP	7192d48 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x988>;
0x7192d19;:0;JMP	7192d48 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x988>;
0x7192d1b;:0;MOV	%RAX,%RDI;
0x7192d1e;:0;CALL	603b3f0 <__clang_call_terminate>;
0x7192d23;:0;JMP	7192d48 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x988>;
0x7192d25;:0;MOV	%RAX,%R14;
0x7192d28;:0;JMP	7192d63 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x9a3>;
0x7192d2a;:0;JMP	7192d48 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x988>;
0x7192d2c;:0;JMP	7192d35 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x975>;
0x7192d2e;:0;MOV	%RAX,%R14;
0x7192d31;:0;JMP	7192d9b <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x9db>;
0x7192d33;:0;JMP	7192d35 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x975>;
0x7192d35;:0;MOV	%RAX,%R14;
0x7192d38;:0;LEA	-0xd8(%RBP),%RDI;
0x7192d3f;:0;CALL	7190c10 <_ZN4llvm6detail12DenseSetImplIPN4mlir9OperationENS_13SmallDenseMapIS4_NS0_13DenseSetEmptyELj4ENS_12DenseMapInfoIS4_vEENS0_12DenseSetPairIS4_EEEES8_ED2Ev>;
0x7192d44;:0;JMP	7192d4b <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x98b>;
0x7192d46;:0;JMP	7192d48 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x988>;
0x7192d48;:0;MOV	%RAX,%R14;
0x7192d4b;:0;MOV	-0xb0(%RBP),%RDI;
0x7192d52;:0;LEA	-0xa0(%RBP),%RAX;
0x7192d59;:0;CMP	%RAX,%RDI;
0x7192d5c;:0;JE	7192d63 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x9a3>;
0x7192d5e;:0;CALL	7633cb0 <free@plt>;
0x7192d63;:0;CMPQ	$0,-0x110(%RBP);
0x7192d6b;:0;JNE	7192d7e <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x9be>;
0x7192d6d;:0;VPXOR	%XMM0,%XMM0,%XMM0;
0x7192d71;:0;MOV	-0x118(%RBP),%RAX;
0x7192d78;:0;VMOVDQU	%XMM0,(%RAX);
0x7192d7c;:0;JMP	7192d9b <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x9db>;
0x7192d7e;:0;MOV	-0x110(%RBP),%RAX;
0x7192d85;:0;MOV	-0x108(%RBP),%RCX;
0x7192d8c;:0;MOV	%RAX,0x18(%RCX);
0x7192d90;:0;MOV	-0x120(%RBP),%RAX;
0x7192d97;:0;MOV	%RAX,0x20(%RCX);
0x7192d9b;:0;MOV	-0x70(%RBP),%RDI;
0x7192d9f;:0;LEA	-0x60(%RBP),%RAX;
0x7192da3;:0;CMP	%RAX,%RDI;
0x7192da6;:0;JE	7192dad <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0x9ed>;
0x7192da8;:0;CALL	7633cb0 <free@plt>;
0x7192dad;:0;MOV	%FS:0x28,%RAX;
0x7192db6;:0;CMP	-0x30(%RBP),%RAX;
0x7192dba;:0;JNE	7192dc4 <_ZN12_GLOBAL__N_126GreedyPatternRewriteDriver15processWorklistEv+0xa04>;
0x7192dbc;:0;MOV	%R14,%RDI;
0x7192dbf;:0;CALL	7633500 <_Unwind_Resume@plt>;
0x7192dc4;:0;VZEROUPPER;
0x7192dc7;:0;CALL	7632560 <__stack_chk_fail@plt>;
0x7192dcc;:0;INT	$0x3;
0x7192dcd;:0;INT	$0x3;
0x7192dce;:0;INT	$0x3;
0x7192dcf;:0;INT	$0x3;
