address;source_location;insn;indent
0x6243450;:0;PUSH	%RBP;
0x6243a48;:0;VXORPS	%XMM0,%XMM0,%XMM0;(5134) 
0x6243a4c;:0;VMOVAPS	%XMM0,-0x320(%RBP);(5134) 
0x6243a54;:0;MOVQ	$0,-0x310(%RBP);(5134) 
0x6243a5f;:0;SUB	%RAX,%RDI;(5134) 
0x6243a62;:0;JE	6243ab8 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x668>;(5134) 
0x6243a64;:0;MOV	$0x7ffffffffffffff9,%RAX;(5134) 
0x6243a6e;:0;CMP	%RAX,%RDI;(5134) 
0x6243a71;:0;JAE	6244362 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xf12>;(5134) 
0x6243a77;:0;CALL	76325c0 <_Znwm@plt>;(5134) 
0x6243a7c;:0;MOV	%RAX,%RBX;(5134) 
0x6243a7f;:0;MOV	-0x160(%RBP),%RSI;(5134) 
0x6243a86;:0;MOV	-0x158(%RBP),%R15;(5134) 
0x6243a8d;:0;MOV	%RAX,-0x320(%RBP);(5134) 
0x6243a94;:0;MOV	%RAX,-0x318(%RBP);(5134) 
0x6243a9b;:0;LEA	(%RAX,%R14,8),%RAX;(5134) 
0x6243a9f;:0;MOV	%RAX,-0x310(%RBP);(5134) 
0x6243aa6;:0;SUB	%RSI,%R15;(5134) 
0x6243aa9;:0;JE	6243ad3 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x683>;(5134) 
0x6243aab;:0;MOV	%RBX,%RDI;(5134) 
0x6243aae;:0;MOV	%R15,%RDX;(5134) 
0x6243ab1;:0;CALL	7632990 <memmove@plt>;(5134) 
0x6243ab6;:0;JMP	6243ad3 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x683>;(5134) 
0x6243ab8;:0;SAL	$0x3,%R14;(5134) 
0x6243abc;:0;MOVQ	$0,-0x320(%RBP);(5134) 
0x6243ac7;:0;MOV	%R14,-0x310(%RBP);(5134) 
0x6243ace;:0;XOR	%R15D,%R15D;(5134) 
0x6243ad1;:0;XOR	%EBX,%EBX;(5134) 
0x6243ad3;:0;ADD	%RBX,%R15;(5134) 
0x6243ad6;:0;MOV	%R15,-0x318(%RBP);(5134) 
0x6243add;:0;LEA	-0x250(%RBP),%RBX;(5134) 
0x6243ae4;:0;MOV	%RBX,%RDI;(5134) 
0x6243ae7;:0;LEA	-0x1d8(%RBP),%RSI;(5134) 
0x6243aee;:0;CALL	763c9d0 <_ZN10tensorflow20MklLayoutRewritePass10FusionInfoC2ERKS1_@plt>;(5134) 
0x6243af3;:0;TEST	%R13B,%R13B;(5134) 
0x6243af6;:0;JE	6243bd3 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x783>;(5134) 
0x6243afc;:0;LEA	-0x2c8(%RBP),%RDI;(5134) 
0x6243b03;:0;MOV	%RBX,%RSI;(5134) 
0x6243b06;:0;CALL	763c9d0 <_ZN10tensorflow20MklLayoutRewritePass10FusionInfoC2ERKS1_@plt>;(5134) 
0x6243b0b;:0;MOVQ	$0,-0x40(%RBP);(5134) 
0x6243b13;:0;MOV	-0x260(%RBP),%RAX;(5134) 
0x6243b1a;:0;TEST	%RAX,%RAX;(5134) 
0x6243b1d;:0;MOV	-0x328(%RBP),%R15;(5134) 
0x6243b24;:0;LEA	-0x50(%RBP),%RBX;(5134) 
0x6243b28;:0;JE	6243b48 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x6f8>;(5134) 
0x6243b2a;:0;MOV	%RBX,%RDI;(5134) 
0x6243b2d;:0;LEA	-0x270(%RBP),%RSI;(5134) 
0x6243b34;:0;MOV	$0x2,%EDX;(5134) 
0x6243b39;:0;CALL	%RAX;(5134) 
0x6243b3b;:0;VMOVUPS	-0x260(%RBP),%XMM0;(5134) 
0x6243b43;:0;VMOVUPS	%XMM0,-0x40(%RBP);(5134) 
0x6243b48;:0;MOV	-0x2d0(%RBP),%RAX;(5134) 
0x6243b4f;:0;MOV	%RAX,-0x338(%RBP);(5134) 
0x6243b56;:0;CMPQ	$0,-0x280(%RBP);(5134) 
0x6243b5e;:0;JE	6244367 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xf17>;(5134) 
0x6243b64;:0;LEA	-0x330(%RBP),%RDI;(5134) 
0x6243b6b;:0;LEA	-0x290(%RBP),%RSI;(5134) 
0x6243b72;:0;LEA	-0x338(%RBP),%RDX;(5134) 
0x6243b79;:0;LEA	-0x320(%RBP),%RCX;(5134) 
0x6243b80;:0;MOV	%RBX,%R8;(5134) 
0x6243b83;:0;CALLQ	-0x278(%RBP);(5134) 
0x6243b89;:0;MOV	-0x40(%RBP),%RAX;(5134) 
0x6243b8d;:0;TEST	%RAX,%RAX;(5134) 
0x6243b90;:0;JE	6243b9f <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x74f>;(5134) 
0x6243b92;:0;MOV	%RBX,%RDI;(5134) 
0x6243b95;:0;MOV	%RBX,%RSI;(5134) 
0x6243b98;:0;MOV	$0x3,%EDX;(5134) 
0x6243b9d;:0;CALL	%RAX;(5134) 
0x6243b9f;:0;MOVQ	$0,-0x50(%RBP);(5134) 
0x6243ba7;:0;CMPQ	$0,-0x330(%RBP);(5134) 
0x6243baf;:0;JE	6243bdf <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x78f>;(5134) 
0x6243bb1;:0;LEA	-0x330(%RBP),%RDI;(5134) 
0x6243bb8;:0;MOV	%RBX,%RSI;(5134) 
0x6243bbb;:0;CALL	763c950 <_ZN4absl12lts_202308026Status10EqualsSlowERKS1_S3_@plt>;(5134) 
0x6243bc0;:0;MOV	%EAX,%EBX;(5134) 
0x6243bc2;:0;MOV	-0x50(%RBP),%RDI;(5134) 
0x6243bc6;:0;TEST	$0x1,%DIL;(5134) 
0x6243bca;:0;JE	6243be1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x791>;(5134) 
0x6243bcc;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(5134) 
0x6243bd1;:0;JMP	6243be1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x791>;(5134) 
0x6243bd3;:0;MOV	-0x328(%RBP),%R15;(5134) 
0x6243bda;:0;JMP	6243c84 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x834>;(5134) 
0x6243bdf;:0;MOV	$0x1,%BL;(5134) 
0x6243be1;:0;MOV	-0x330(%RBP),%RDI;(5134) 
0x6243be8;:0;TEST	$0x1,%DIL;(5134) 
0x6243bec;:0;JE	6243bf3 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x7a3>;(5134) 
0x6243bee;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(5134) 
0x6243bf3;:0;MOV	-0x260(%RBP),%RAX;(5134) 
0x6243bfa;:0;TEST	%RAX,%RAX;(5134) 
0x6243bfd;:0;JE	6243c10 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x7c0>;(5134) 
0x6243bff;:0;LEA	-0x270(%RBP),%RDI;(5134) 
0x6243c06;:0;MOV	%RDI,%RSI;(5134) 
0x6243c09;:0;MOV	$0x3,%EDX;(5134) 
0x6243c0e;:0;CALL	%RAX;(5134) 
0x6243c10;:0;MOV	-0x280(%RBP),%RAX;(5134) 
0x6243c17;:0;TEST	%RAX,%RAX;(5134) 
0x6243c1a;:0;JE	6243c2d <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x7dd>;(5134) 
0x6243c1c;:0;LEA	-0x290(%RBP),%RDI;(5134) 
0x6243c23;:0;MOV	%RDI,%RSI;(5134) 
0x6243c26;:0;MOV	$0x3,%EDX;(5134) 
0x6243c2b;:0;CALL	%RAX;(5134) 
0x6243c2d;:0;MOV	-0x2a8(%RBP),%R13;(5134) 
0x6243c34;:0;MOV	-0x2a0(%RBP),%R14;(5134) 
0x6243c3b;:0;CMP	%R14,%R13;(5134) 
0x6243c3e;:0;JNE	6243dd9 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x989>;(5134) 
0x6243c44;:0;TEST	%R13,%R13;(5134) 
0x6243c47;:0;JE	6243c51 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x801>;(5134) 
0x6243c49;:0;MOV	%R13,%RDI;(5134) 
0x6243c4c;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243c51;:0;MOV	-0x2c8(%RBP),%RDI;(5134) 
0x6243c58;:0;LEA	-0x2b8(%RBP),%RAX;(5134) 
0x6243c5f;:0;CMP	%RAX,%RDI;(5134) 
0x6243c62;:0;JE	6243c69 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x819>;(5134) 
0x6243c64;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243c69;:0;MOV	-0x2e0(%RBP),%RAX;(5134) 
0x6243c70;:0;MOVZX	%AL,%EAX;(5134) 
0x6243c73;:0;TEST	%BL,%BL;(5134) 
0x6243c75;:0;MOV	$0x1,%ECX;(5134) 
0x6243c7a;:0;CMOVNE	%ECX,%EAX;(5134) 
0x6243c7d;:0;MOV	%RAX,-0x2e0(%RBP);(5134) 
0x6243c84;:0;MOV	-0x1e8(%RBP),%RAX;(5134) 
0x6243c8b;:0;TEST	%RAX,%RAX;(5134) 
0x6243c8e;:0;JE	6243ca1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x851>;(5134) 
0x6243c90;:0;LEA	-0x1f8(%RBP),%RDI;(5134) 
0x6243c97;:0;MOV	%RDI,%RSI;(5134) 
0x6243c9a;:0;MOV	$0x3,%EDX;(5134) 
0x6243c9f;:0;CALL	%RAX;(5134) 
0x6243ca1;:0;MOV	-0x208(%RBP),%RAX;(5134) 
0x6243ca8;:0;TEST	%RAX,%RAX;(5134) 
0x6243cab;:0;JE	6243cbe <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x86e>;(5134) 
0x6243cad;:0;LEA	-0x218(%RBP),%RDI;(5134) 
0x6243cb4;:0;MOV	%RDI,%RSI;(5134) 
0x6243cb7;:0;MOV	$0x3,%EDX;(5134) 
0x6243cbc;:0;CALL	%RAX;(5134) 
0x6243cbe;:0;MOV	-0x230(%RBP),%RBX;(5134) 
0x6243cc5;:0;MOV	-0x228(%RBP),%R14;(5134) 
0x6243ccc;:0;CMP	%R14,%RBX;(5134) 
0x6243ccf;:0;JNE	6243d79 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x929>;(5134) 
0x6243cd5;:0;TEST	%RBX,%RBX;(5134) 
0x6243cd8;:0;JE	6243ce2 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x892>;(5134) 
0x6243cda;:0;MOV	%RBX,%RDI;(5134) 
0x6243cdd;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243ce2;:0;MOV	-0x250(%RBP),%RDI;(5134) 
0x6243ce9;:0;LEA	-0x240(%RBP),%RAX;(5134) 
0x6243cf0;:0;CMP	%RAX,%RDI;(5134) 
0x6243cf3;:0;JE	6243cfa <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x8aa>;(5134) 
0x6243cf5;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243cfa;:0;MOV	-0x320(%RBP),%RDI;(5134) 
0x6243d01;:0;TEST	%RDI,%RDI;(5134) 
0x6243d04;:0;JE	6243d0b <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x8bb>;(5134) 
0x6243d06;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243d0b;:0;MOV	-0x160(%RBP),%RDI;(5134) 
0x6243d12;:0;TEST	%RDI,%RDI;(5134) 
0x6243d15;:0;JE	6243d1c <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x8cc>;(5134) 
0x6243d17;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243d1c;:0;MOV	-0x170(%RBP),%RAX;(5134) 
0x6243d23;:0;TEST	%RAX,%RAX;(5134) 
0x6243d26;:0;JE	6243d39 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x8e9>;(5134) 
0x6243d28;:0;LEA	-0x180(%RBP),%RDI;(5134) 
0x6243d2f;:0;MOV	%RDI,%RSI;(5134) 
0x6243d32;:0;MOV	$0x3,%EDX;(5134) 
0x6243d37;:0;CALL	%RAX;(5134) 
0x6243d39;:0;MOV	-0x190(%RBP),%RAX;(5134) 
0x6243d40;:0;TEST	%RAX,%RAX;(5134) 
0x6243d43;:0;JE	6243d56 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x906>;(5134) 
0x6243d45;:0;LEA	-0x1a0(%RBP),%RDI;(5134) 
0x6243d4c;:0;MOV	%RDI,%RSI;(5134) 
0x6243d4f;:0;MOV	$0x3,%EDX;(5134) 
0x6243d54;:0;CALL	%RAX;(5134) 
0x6243d56;:0;MOV	-0x1b8(%RBP),%RBX;(5134) 
0x6243d5d;:0;MOV	-0x1b0(%RBP),%R14;(5134) 
0x6243d64;:0;CMP	%R14,%RBX;(5134) 
0x6243d67;:0;JNE	6243da9 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x959>;(5134) 
0x6243d69;:0;JMP	6243e0d <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x9bd>;(5134) 
0x6243d6e;:0;XCHG	%AX,%AX;
0x6243d70;:0;ADD	$0x20,%RBX;  (5136) 
0x6243d74;:0;CMP	%R14,%RBX;  (5136) 
0x6243d77;:0;JE	6243df1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x9a1>;  (5136) 
0x6243d79;:0;MOV	0x10(%RBX),%RAX;  (5136) 
0x6243d7d;:0;TEST	%RAX,%RAX;  (5136) 
0x6243d80;:0;JE	6243d70 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x920>;  (5136) 
0x6243d82;:0;MOV	%RBX,%RDI;  (5136) 
0x6243d85;:0;MOV	%RBX,%RSI;  (5136) 
0x6243d88;:0;MOV	$0x3,%EDX;  (5136) 
0x6243d8d;:0;CALL	%RAX;  (5136) 
0x6243d8f;:0;JMP	6243d70 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x920>;  (5136) 
0x6243d91;:0;NOPW	%CS:(%RAX,%RAX,1);
0x6243da0;:0;ADD	$0x20,%RBX;  (5135) 
0x6243da4;:0;CMP	%R14,%RBX;  (5135) 
0x6243da7;:0;JE	6243e06 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x9b6>;  (5135) 
0x6243da9;:0;MOV	0x10(%RBX),%RAX;  (5135) 
0x6243dad;:0;TEST	%RAX,%RAX;  (5135) 
0x6243db0;:0;JE	6243da0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x950>;  (5135) 
0x6243db2;:0;MOV	%RBX,%RDI;  (5135) 
0x6243db5;:0;MOV	%RBX,%RSI;  (5135) 
0x6243db8;:0;MOV	$0x3,%EDX;  (5135) 
0x6243dbd;:0;CALL	%RAX;  (5135) 
0x6243dbf;:0;JMP	6243da0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x950>;  (5135) 
0x6243dc1;:0;NOPW	%CS:(%RAX,%RAX,1);
0x6243dd0;:0;ADD	$0x20,%R13;  (5137) 
0x6243dd4;:0;CMP	%R14,%R13;  (5137) 
0x6243dd7;:0;JE	6243e42 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x9f2>;  (5137) 
0x6243dd9;:0;MOV	0x10(%R13),%RAX;  (5137) 
0x6243ddd;:0;TEST	%RAX,%RAX;  (5137) 
0x6243de0;:0;JE	6243dd0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x980>;  (5137) 
0x6243de2;:0;MOV	%R13,%RDI;  (5137) 
0x6243de5;:0;MOV	%R13,%RSI;  (5137) 
0x6243de8;:0;MOV	$0x3,%EDX;  (5137) 
0x6243ded;:0;CALL	%RAX;  (5137) 
0x6243def;:0;JMP	6243dd0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x980>;  (5137) 
0x6243df1;:0;MOV	-0x230(%RBP),%RBX;(5134) 
0x6243df8;:0;TEST	%RBX,%RBX;(5134) 
0x6243dfb;:0;JNE	6243cda <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x88a>;(5134) 
0x6243e01;:0;JMP	6243ce2 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x892>;(5134) 
0x6243e06;:0;MOV	-0x1b8(%RBP),%RBX;(5134) 
0x6243e0d;:0;TEST	%RBX,%RBX;(5134) 
0x6243e10;:0;MOV	-0x2d8(%RBP),%R14;(5134) 
0x6243e17;:0;JE	6243e21 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x9d1>;(5134) 
0x6243e19;:0;MOV	%RBX,%RDI;(5134) 
0x6243e1c;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243e21;:0;MOV	-0x1d8(%RBP),%RDI;(5134) 
0x6243e28;:0;LEA	-0x1c8(%RBP),%RAX;(5134) 
0x6243e2f;:0;CMP	%RAX,%RDI;(5134) 
0x6243e32;:0;JE	62439f0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x5a0>;(5134) 
0x6243e38;:0;CALL	7632540 <_ZdlPv@plt>;(5134) 
0x6243e3d;:0;JMP	62439f0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x5a0>;(5134) 
0x6243e42;:0;MOV	-0x2a8(%RBP),%R13;(5134) 
0x6243e49;:0;TEST	%R13,%R13;(5134) 
0x6243e4c;:0;JNE	6243c49 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x7f9>;(5134) 
0x6243e52;:0;JMP	6243c51 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0x801>;(5134) 
0x6243e57;:0;MOV	-0x2d0(%RBP),%RAX;
0x6243e5e;:0;MOV	(%RAX),%RDX;
0x6243e61;:0;LEA	-0x586800e(%RIP),%RSI;
0x6243e68;:0;MOV	$0x2e,%EDI;
0x6243e6d;:0;CALL	763ca20 <_ZN10tensorflow9DumpGraphESt17basic_string_viewIcSt11char_traitsIcEEPKNS_5GraphE@plt>;
0x6243e72;:0;MOV	-0x300(%RBP),%RAX;
0x6243e79;:0;CMP	%RAX,-0x2f8(%RBP);
0x6243e80;:0;JE	6243e89 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xa39>;
0x6243e82;:0;MOV	%RAX,-0x2f8(%RBP);
0x6243e89;:0;MOV	-0x2d0(%RBP),%RAX;
0x6243e90;:0;MOV	(%RAX),%RDI;
0x6243e93;:0;MOVQ	$0,-0x1c8(%RBP);
0x6243e9e;:0;MOVQ	$0,-0x240(%RBP);
0x6243ea9;:0;LEA	-0x300(%RBP),%RSI;
0x6243eb0;:0;LEA	-0x1d8(%RBP),%RDX;
0x6243eb7;:0;LEA	-0x250(%RBP),%RCX;
0x6243ebe;:0;CALL	763ca30 <_ZN10tensorflow19GetReversePostOrderERKNS_5GraphEPSt6vectorIPNS_4NodeESaIS5_EERKSt8functionIFbPKS4_SB_EERKS9_IFbRKNS_4EdgeEEE@plt>;
0x6243ec3;:0;MOV	-0x240(%RBP),%RAX;
0x6243eca;:0;TEST	%RAX,%RAX;
0x6243ecd;:0;JE	6243ee0 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xa90>;
0x6243ecf;:0;LEA	-0x250(%RBP),%RDI;
0x6243ed6;:0;MOV	%RDI,%RSI;
0x6243ed9;:0;MOV	$0x3,%EDX;
0x6243ede;:0;CALL	%RAX;
0x6243ee0;:0;MOV	-0x1c8(%RBP),%RAX;
0x6243ee7;:0;TEST	%RAX,%RAX;
0x6243eea;:0;JE	6243efd <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xaad>;
0x6243eec;:0;LEA	-0x1d8(%RBP),%RDI;
0x6243ef3;:0;MOV	%RDI,%RSI;
0x6243ef6;:0;MOV	$0x3,%EDX;
0x6243efb;:0;CALL	%RAX;
0x6243efd;:0;MOV	-0x300(%RBP),%R14;
0x6243f04;:0;MOV	-0x2f8(%RBP),%RBX;
0x6243f0b;:0;CMP	%RBX,%R14;
0x6243f0e;:0;JE	624430c <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xebc>;
0x6243f14;:0;MOV	%RBX,-0x2d8(%RBP);
0x6243f1b;:0;JMP	6243f2d <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xadd>;
0x6243f1d;:0;NOPL	(%RAX);
0x6243f20;:0;ADD	$0x8,%R14;(5133) 
0x6243f24;:0;CMP	%RBX,%R14;(5133) 
0x6243f27;:0;JE	624430c <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xebc>;(5133) 
0x6243f2d;:0;MOV	(%R14),%R12;(5133) 
0x6243f30;:0;CMPL	$0x2,0x10(%R12);(5133) 
0x6243f36;:0;JL	6243f20 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xad0>;(5133) 
0x6243f38;:0;MOV	%R15,%RDI;(5133) 
0x6243f3b;:0;MOV	%R12,%RSI;(5133) 
0x6243f3e;:0;CALL	763ca40 <_ZN10tensorflow20MklLayoutRewritePass19CanOpRunOnCPUDeviceEPKNS_4NodeE@plt>;(5133) 
0x6243f43;:0;TEST	%AL,%AL;(5133) 
0x6243f45;:0;JE	6243f20 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xad0>;(5133) 
0x6243f47;:0;MOV	%R15,%RDI;(5133) 
0x6243f4a;:0;MOV	%R12,%RSI;(5133) 
0x6243f4d;:0;CALL	763c9a0 <_ZNK10tensorflow20MklLayoutRewritePass19CheckForNodeRewriteEPKNS_4NodeE@plt>;(5133) 
0x6243f52;:0;TEST	%RAX,%RAX;(5133) 
0x6243f55;:0;JE	6243f20 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xad0>;(5133) 
0x6243f57;:0;MOV	%RAX,%R13;(5133) 
0x6243f5a;:0;MOV	%R12,%RDI;(5133) 
0x6243f5d;:0;CALL	763b610 <_ZNK10tensorflow4Node4nameB5cxx11Ev@plt>;(5133) 
0x6243f62;:0;LEA	-0x240(%RBP),%RCX;(5133) 
0x6243f69;:0;MOV	%RCX,-0x250(%RBP);(5133) 
0x6243f70;:0;MOV	(%RAX),%RBX;(5133) 
0x6243f73;:0;MOV	0x8(%RAX),%R15;(5133) 
0x6243f77;:0;MOV	%R15,-0x1d8(%RBP);(5133) 
0x6243f7e;:0;MOV	%RCX,%RAX;(5133) 
0x6243f81;:0;CMP	$0x10,%R15;(5133) 
0x6243f85;:0;JB	6243fb1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xb61>;(5133) 
0x6243f87;:0;LEA	-0x250(%RBP),%RDI;(5133) 
0x6243f8e;:0;LEA	-0x1d8(%RBP),%RSI;(5133) 
0x6243f95;:0;XOR	%EDX,%EDX;(5133) 
0x6243f97;:0;CALL	76324f0 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_createERmm@plt>;(5133) 
0x6243f9c;:0;MOV	%RAX,-0x250(%RBP);(5133) 
0x6243fa3;:0;MOV	-0x1d8(%RBP),%RCX;(5133) 
0x6243faa;:0;MOV	%RCX,-0x240(%RBP);(5133) 
0x6243fb1;:0;TEST	%R15,%R15;(5133) 
0x6243fb4;:0;JE	6243fd1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xb81>;(5133) 
0x6243fb6;:0;CMP	$0x1,%R15;(5133) 
0x6243fba;:0;JNE	6243fc3 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xb73>;(5133) 
0x6243fbc;:0;MOVZX	(%RBX),%ECX;(5133) 
0x6243fbf;:0;MOV	%CL,(%RAX);(5133) 
0x6243fc1;:0;JMP	6243fd1 <_ZN10tensorflow20MklLayoutRewritePass7RunPassEPSt10unique_ptrINS_5GraphESt14default_deleteIS2_EE+0xb81>;(5133) 
0x6243fc3;:0;MOV	%RAX,%RDI;(5133) 
0x6243fc6;:0;MOV	%RBX,%RSI;(5133) 
0x6243fc9;:0;MOV	%R15,%RDX;(5133) 
0x6243fcc;:0;CALL	7632500 <memcpy@plt>;(5133) 
0x6243fd1;:0;MOV	-0x1d8(%RBP),%RAX;(5133) 
