address;source_location;insn;indent
0x34fd0;:0;PUSH	%R15;
0x3567e;:0;JLE	35730 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x760>;
0x35684;:0;MOV	0x10(%RSP),%RAX;
0x35689;:0;MOV	0x20(%RSP),%R10;
0x3568e;:0;XOR	%R8D,%R8D;
0x35691;:0;XOR	%R11D,%R11D;
0x35694;:0;MOV	%R14,0x10(%RSP);
0x35699;:0;MOV	0x4b6a8(%RIP),%RDI;
0x356a0;:0;MOV	0x50(%RAX),%RSI;
0x356a4;:0;MOV	0x28(%RSP),%R14;
0x356a9;:0;MOV	0x30(%RSP),%R13;
0x356ae;:0;XCHG	%AX,%AX;
0x356b0;:0;MOV	(%RSI),%RDX;(155) 
0x356b3;:0;CMP	%RDX,%RDI;(155) 
0x356b6;:0;JE	35be0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xc10>;(155) 
0x356bc;:0;MOV	%RSI,%RAX;(155) 
0x356bf;:0;LEA	(%R14,%R8,1),%R9;(155) 
0x356c3;:0;JMP	356db <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x70b>;(155) 
0x356c5;:0;NOPL	(%RAX);
0x356c8;:0;MOV	0x8(%RAX),%RAX;  (156) 
0x356cc;:0;SAL	$0x6,%RAX;  (156) 
0x356d0;:0;ADD	%RSI,%RAX;  (156) 
0x356d3;:0;MOV	(%RAX),%RDX;  (156) 
0x356d6;:0;CMP	%RDI,%RDX;  (156) 
0x356d9;:0;JE	35711 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x741>;  (156) 
0x356db;:0;MOV	0x10(%RAX),%RCX;  (156) 
0x356df;:0;IMUL	%RBX,%RCX;  (156) 
0x356e3;:0;MOVSS	(%R9,%RCX,1),%XMM0;  (156) 
0x356e9;:0;UCOMISS	%XMM0,%XMM0;  (156) 
0x356ec;:0;JP	35a60 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa90>;  (156) 
0x356f2;:0;MOVSD	0x18(%RAX),%XMM1;  (156) 
0x356f7;:0;CVTSS2SD	%XMM0,%XMM0;  (156) 
0x356fb;:0;COMISD	%XMM0,%XMM1;  (156) 
0x356ff;:0;JB	356c8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x6f8>;  (156) 
0x35701;:0;SAL	$0x6,%RDX;  (156) 
0x35705;:0;LEA	(%RSI,%RDX,1),%RAX;  (156) 
0x35709;:0;MOV	(%RAX),%RDX;  (156) 
0x3570c;:0;CMP	%RDI,%RDX;  (156) 
0x3570f;:0;JNE	356db <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x70b>;  (156) 
0x35711;:0;SUB	%RSI,%RAX;(155) 
0x35714;:0;SAR	$0x6,%RAX;(155) 
0x35718;:0;ADD	$0x1,%R11;(155) 
0x3571c;:0;MOV	%RAX,(%RBP);(155) 
0x35720;:0;ADD	%R13,%R8;(155) 
0x35723;:0;ADD	%R15,%RBP;(155) 
0x35726;:0;CMP	%R11,%R10;(155) 
0x35729;:0;JNE	356b0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x6e0>;(155) 
0x3572b;:0;MOV	0x10(%RSP),%R14;
0x35730;:0;MOV	%R12,%RDI;
0x35733;:0;CALL	7450 <PyEval_RestoreThread@plt>;
0x35738;:0;MOV	0x4aa09(%RIP),%RDI;
0x3573f;:0;CALL	22b10 <_ZL26__Pyx__GetModuleGlobalNameP7_object>;
0x35744;:0;MOV	%RAX,%RBP;
0x35747;:0;TEST	%RAX,%RAX;
0x3574a;:0;JE	361c2 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x11f2>;
0x35750;:0;MOV	0x4a4e1(%RIP),%RSI;
0x35757;:0;MOV	%RAX,%RDI;
0x3575a;:0;CALL	15240 <_ZL25__Pyx_PyObject_GetAttrStrP7_objectS0_>;
0x3575f;:0;MOV	%RAX,%R13;
0x35762;:0;TEST	%RAX,%RAX;
0x35765;:0;JE	361d1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1201>;
0x3576b;:0;MOV	(%RBP),%RAX;
0x3576f;:0;TEST	%EAX,%EAX;
0x35771;:0;JS	35781 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x7b1>;
0x35773;:0;SUB	$0x1,%RAX;
0x35777;:0;MOV	%RAX,(%RBP);
0x3577b;:0;JE	35e2a <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe5a>;
0x35781;:0;PUSHQ	0x1e8(%RSP);
0x35788;:0;XOR	%ECX,%ECX;
0x3578a;:0;LEA	-0x1af31(%RIP),%RDX;
0x35791;:0;LEA	-0x20538(%RIP),%RSI;
0x35798;:0;PUSHQ	0x1e8(%RSP);
0x3579f;:0;MOV	$0x1,%EDI;
0x357a4;:0;PUSHQ	0x1e8(%RSP);
0x357ab;:0;PUSHQ	0x1e8(%RSP);
0x357b2;:0;PUSHQ	0x1e8(%RSP);
0x357b9;:0;PUSHQ	0x1e8(%RSP);
0x357c0;:0;PUSHQ	0x1e8(%RSP);
0x357c7;:0;PUSHQ	0x1e8(%RSP);
0x357ce;:0;PUSHQ	0x1e8(%RSP);
0x357d5;:0;PUSHQ	0x1e8(%RSP);
0x357dc;:0;PUSHQ	0x1e8(%RSP);
0x357e3;:0;PUSHQ	0x1e8(%RSP);
0x357ea;:0;PUSHQ	0x1e8(%RSP);
0x357f1;:0;PUSHQ	0x1e8(%RSP);
0x357f8;:0;PUSHQ	0x1e8(%RSP);
0x357ff;:0;PUSHQ	0x1e8(%RSP);
0x35806;:0;PUSHQ	0x1e8(%RSP);
0x3580d;:0;PUSHQ	0x1e8(%RSP);
0x35814;:0;PUSHQ	0x1e8(%RSP);
0x3581b;:0;PUSHQ	0x1e8(%RSP);
0x35822;:0;PUSHQ	0x1e8(%RSP);
0x35829;:0;PUSHQ	0x1e8(%RSP);
0x35830;:0;PUSHQ	0x1e8(%RSP);
0x35837;:0;PUSHQ	0x1e8(%RSP);
0x3583e;:0;PUSHQ	0x1e8(%RSP);
0x35845;:0;PUSHQ	0x1e8(%RSP);
0x3584c;:0;CALL	275c0 <_ZL26__pyx_memoryview_fromslice18__Pyx_memviewsliceiPFP7_objectPcEPFiS2_S1_Ei>;
0x35851;:0;ADD	$0xd0,%RSP;
0x35858;:0;MOV	%RAX,%RBP;
0x3585b;:0;TEST	%RAX,%RAX;
0x3585e;:0;JE	361f0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1220>;
0x35864;:0;MOV	0x4674d(%RIP),%RAX;
0x3586b;:0;LEA	0x48(%RSP),%RSI;
0x35870;:0;MOV	$0x1,%EDX;
0x35875;:0;XOR	%R15D,%R15D;
0x35878;:0;CMP	%RAX,0x8(%R13);
0x3587c;:0;JE	3626e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x129e>;
0x35882;:0;MOVQ	%RBP,%XMM3;
0x35887;:0;MOVQ	%R15,%XMM0;
0x3588c;:0;MOV	%R13,%RDI;
0x3588f;:0;PUNPCKLQDQ	%XMM3,%XMM0;
0x35893;:0;MOVAPS	%XMM0,0x40(%RSP);
0x35898;:0;CALL	23f40 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.1>;
0x3589d;:0;MOV	%R15,%RDI;
0x358a0;:0;MOV	%RAX,%R12;
0x358a3;:0;CALL	15b90 <Py_XDECREF>;
0x358a8;:0;MOV	(%RBP),%RAX;
0x358ac;:0;TEST	%EAX,%EAX;
0x358ae;:0;JS	358be <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x8ee>;
0x358b0;:0;SUB	$0x1,%RAX;
0x358b4;:0;MOV	%RAX,(%RBP);
0x358b8;:0;JE	35e37 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe67>;
0x358be;:0;MOV	(%R13),%RAX;
0x358c2;:0;TEST	%R12,%R12;
0x358c5;:0;JE	362bb <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x12eb>;
0x358cb;:0;TEST	%EAX,%EAX;
0x358cd;:0;JS	358e1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x911>;
0x358cf;:0;SUB	$0x1,%RAX;
0x358d3;:0;MOV	%RAX,(%R13);
0x358d7;:0;JNE	358e1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x911>;
0x358d9;:0;MOV	%R13,%RDI;
0x358dc;:0;CALL	7800 <_Py_Dealloc@plt>;
0x358e1;:0;CMP	0x466e0(%RIP),%R12;
0x358e8;:0;JE	35a06 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa36>;
0x358ee;:0;MOV	0x49eb3(%RIP),%RSI;
0x358f5;:0;MOV	%R12,%RDI;
0x358f8;:0;MOV	$0x405,%EBX;
0x358fd;:0;CALL	179e0 <_ZL14__Pyx_TypeTestP7_objectP11_typeobject>;
0x35902;:0;MOV	$0x85f7,%ESI;
0x35907;:0;TEST	%EAX,%EAX;
0x35909;:0;JNE	35a06 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa36>;
0x3590f;:0;MOV	%R12,%R8;
0x35912;:0;JMP	359d5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa05>;
0x35917;:0;NOPW	(%RAX,%RAX,1);
0x35920;:0;MOVZX	%AL,%EBP;
0x35923;:0;JMP	35170 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1a0>;
0x35928;:0;NOPL	(%RAX,%RAX,1);
0x35930;:0;MOV	%R15,%RDI;
0x35933;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35938;:0;JMP	35059 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x89>;
0x3593d;:0;NOPL	(%RAX);
0x35940;:0;MOV	%RBP,%RDI;
0x35943;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35948;:0;JMP	35086 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb6>;
0x3594d;:0;MOVB	$0x1,0xf(%RSP);
0x35952;:0;XOR	%R14D,%R14D;
0x35955;:0;XOR	%R8D,%R8D;
0x35958;:0;XOR	%R12D,%R12D;
0x3595b;:0;MOVQ	$0,(%RSP);
0x35963;:0;MOV	$0x8497,%ESI;
0x35968;:0;MOV	$0x3e3,%EBX;
0x3596d;:0;NOPL	(%RAX);
0x35970;:0;MOV	(%R15),%RAX;
0x35973;:0;TEST	%EAX,%EAX;
0x35975;:0;JS	35984 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b4>;
0x35977;:0;SUB	$0x1,%RAX;
0x3597b;:0;MOV	%RAX,(%R15);
0x3597e;:0;JE	35aa0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xad0>;
0x35984;:0;TEST	%RBP,%RBP;
0x35987;:0;JE	3599f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9cf>;
0x35989;:0;MOV	(%RBP),%RAX;
0x3598d;:0;TEST	%EAX,%EAX;
0x3598f;:0;JS	3599f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9cf>;
0x35991;:0;SUB	$0x1,%RAX;
0x35995;:0;MOV	%RAX,(%RBP);
0x35999;:0;JE	35ac0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xaf0>;
0x3599f;:0;TEST	%R13,%R13;
0x359a2;:0;JE	359ba <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9ea>;
0x359a4;:0;MOV	(%R13),%RAX;
0x359a8;:0;TEST	%EAX,%EAX;
0x359aa;:0;JS	359ba <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9ea>;
0x359ac;:0;SUB	$0x1,%RAX;
0x359b0;:0;MOV	%RAX,(%R13);
0x359b4;:0;JE	35ae0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb10>;
0x359ba;:0;TEST	%R12,%R12;
0x359bd;:0;JE	359d5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa05>;
0x359bf;:0;MOV	(%R12),%RAX;
0x359c3;:0;TEST	%EAX,%EAX;
0x359c5;:0;JS	359d5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa05>;
0x359c7;:0;SUB	$0x1,%RAX;
0x359cb;:0;MOV	%RAX,(%R12);
0x359cf;:0;JE	35b00 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb30>;
0x359d5;:0;TEST	%R8,%R8;
0x359d8;:0;JE	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x359da;:0;MOV	(%R8),%RAX;
0x359dd;:0;TEST	%EAX,%EAX;
0x359df;:0;JS	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x359e1;:0;SUB	$0x1,%RAX;
0x359e5;:0;MOV	%RAX,(%R8);
0x359e8;:0;JE	35b20 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xb50>;
0x359ee;:0;LEA	0x398a9(%RIP),%RCX;(154) 
0x359f5;:0;MOV	%EBX,%EDX;(154) 
0x359f7;:0;LEA	0x379a2(%RIP),%RDI;(154) 
0x359fe;:0;XOR	%R12D,%R12D;(154) 
0x35a01;:0;CALL	1c7e0 <_ZL18__Pyx_AddTracebackPKciiS0_>;(154) 
0x35a06;:0;CMPB	$0,0xf(%RSP);(154) 
0x35a0b;:0;JNE	35a24 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa54>;(154) 
0x35a0d;:0;MOV	(%RSP),%RBX;(154) 
0x35a11;:0;MOV	$-0x1,%EAX;(154) 
0x35a16;:0;LOCK XADD	%EAX,0x38(%RBX);(154) 
0x35a1b;:0;CMP	$0x1,%EAX;(154) 
0x35a1e;:0;JLE	35c20 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xc50>;(154) 
0x35a24;:0;CMP	0x4659d(%RIP),%R14;(154) 
0x35a2b;:0;JE	35a46 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa76>;(154) 
0x35a2d;:0;TEST	%R14,%R14;(154) 
0x35a30;:0;JE	35a46 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa76>;(154) 
0x35a32;:0;MOV	$-0x1,%EAX;(154) 
0x35a37;:0;LOCK XADD	%EAX,0x38(%R14);(154) 
0x35a3d;:0;CMP	$0x1,%EAX;(154) 
0x35a40;:0;JLE	35c50 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xc80>;(154) 
0x35a46;:0;ADD	$0x1f8,%RSP;
0x35a4d;:0;MOV	%R12,%RAX;
0x35a50;:0;POP	%RBX;
0x35a51;:0;POP	%RBP;
0x35a52;:0;POP	%R12;
0x35a54;:0;POP	%R13;
0x35a56;:0;POP	%R14;
0x35a58;:0;POP	%R15;
0x35a5a;:0;RET;
0x35a5b;:0;NOPL	(%RAX,%RAX,1);
0x35a60;:0;CMPB	$0,0x38(%RAX);  (156) 
0x35a64;:0;JE	356c8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x6f8>;  (156) 
0x35a6a;:0;SAL	$0x6,%RDX;  (156) 
0x35a6e;:0;LEA	(%RSI,%RDX,1),%RAX;  (156) 
0x35a72;:0;JMP	35709 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x739>;  (156) 
0x35a77;:0;NOPW	(%RAX,%RAX,1);
0x35a80;:0;MOV	%R12,(%RSP);
0x35a84;:0;XOR	%EBX,%EBX;
0x35a86;:0;MOVQ	$0,0x28(%RSP);
0x35a8f;:0;MOVQ	$0,0x30(%RSP);
0x35a98;:0;JMP	3522b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x25b>;
0x35a9d;:0;NOPL	(%RAX);
0x35aa0;:0;MOV	%R15,%RDI;
0x35aa3;:0;MOV	%R8,0x18(%RSP);
0x35aa8;:0;MOV	%ESI,0x10(%RSP);
0x35aac;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35ab1;:0;MOV	0x18(%RSP),%R8;
0x35ab6;:0;MOV	0x10(%RSP),%ESI;
0x35aba;:0;JMP	35984 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b4>;
0x35abf;:0;NOP;
0x35ac0;:0;MOV	%RBP,%RDI;
0x35ac3;:0;MOV	%R8,0x18(%RSP);
0x35ac8;:0;MOV	%ESI,0x10(%RSP);
0x35acc;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35ad1;:0;MOV	0x18(%RSP),%R8;
0x35ad6;:0;MOV	0x10(%RSP),%ESI;
0x35ada;:0;JMP	3599f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9cf>;
0x35adf;:0;NOP;
0x35ae0;:0;MOV	%R13,%RDI;
0x35ae3;:0;MOV	%R8,0x18(%RSP);
0x35ae8;:0;MOV	%ESI,0x10(%RSP);
0x35aec;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35af1;:0;MOV	0x18(%RSP),%R8;
0x35af6;:0;MOV	0x10(%RSP),%ESI;
0x35afa;:0;JMP	359ba <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9ea>;
0x35aff;:0;NOP;
0x35b00;:0;MOV	%R12,%RDI;
0x35b03;:0;MOV	%R8,0x18(%RSP);
0x35b08;:0;MOV	%ESI,0x10(%RSP);
0x35b0c;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35b11;:0;MOV	0x18(%RSP),%R8;
0x35b16;:0;MOV	0x10(%RSP),%ESI;
0x35b1a;:0;JMP	359d5 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa05>;
0x35b1f;:0;NOP;
0x35b20;:0;MOV	%R8,%RDI;
0x35b23;:0;MOV	%ESI,0x10(%RSP);
0x35b27;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35b2c;:0;MOV	0x10(%RSP),%ESI;
0x35b30;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x35b35;:0;NOPL	(%RAX);
0x35b38;:0;MOV	%RBP,%RDI;
0x35b3b;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35b40;:0;JMP	35135 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x165>;
0x35b45;:0;NOPL	(%RAX);
0x35b48;:0;MOV	%R15,%RDI;
0x35b4b;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35b50;:0;JMP	3511f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x14f>;
0x35b55;:0;NOPL	(%RAX);
0x35b58;:0;MOV	%R13,%RDI;
0x35b5b;:0;CALL	7800 <_Py_Dealloc@plt>;
0x35b60;:0;JMP	35186 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1b6>;
0x35b65;:0;NOPL	(%RAX);
0x35b68;:0;CALL	7380 <PyErr_Occurred@plt>;
0x35b6d;:0;TEST	%RAX,%RAX;
0x35b70;:0;JNE	35b86 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbb6>;
0x35b72;:0;MOV	%RBP,%RDI;
0x35b75;:0;CALL	22910 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x35b7a;:0;MOV	%RAX,%R15;
0x35b7d;:0;TEST	%RAX,%RAX;
0x35b80;:0;JNE	35019 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x49>;
0x35b86;:0;MOV	$0x8461,%ESI;
0x35b8b;:0;MOV	$0x3df,%EBX;
0x35b90;:0;MOVQ	$0,(%RSP);
0x35b98;:0;XOR	%R14D,%R14D;
0x35b9b;:0;MOVB	$0x1,0xf(%RSP);
0x35ba0;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x35ba5;:0;NOPL	(%RAX);
0x35ba8;:0;MOVB	$0x1,0xf(%RSP);
0x35bad;:0;XOR	%R14D,%R14D;
0x35bb0;:0;XOR	%R8D,%R8D;
0x35bb3;:0;XOR	%R12D,%R12D;
0x35bb6;:0;MOVQ	$0,(%RSP);
0x35bbe;:0;XOR	%R13D,%R13D;
0x35bc1;:0;MOV	$0x8463,%ESI;
0x35bc6;:0;MOV	$0x3df,%EBX;
0x35bcb;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x35bd0;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x35bd5;:0;MOV	%RAX,%RBP;
0x35bd8;:0;JMP	3503c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x6c>;
0x35bdd;:0;NOPL	(%RAX);
0x35be0;:0;XOR	%EAX,%EAX;(155) 
0x35be2;:0;JMP	35718 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x748>;(155) 
0x35be7;:0;NOPW	(%RAX,%RAX,1);
0x35bf0;:0;MOVB	$0x1,0xf(%RSP);
0x35bf5;:0;XOR	%R14D,%R14D;
0x35bf8;:0;MOV	$0x8466,%ESI;
0x35bfd;:0;XOR	%R8D,%R8D;
0x35c00;:0;MOVQ	$0,(%RSP);
0x35c08;:0;MOV	$0x3df,%EBX;
0x35c0d;:0;XOR	%R12D,%R12D;
0x35c10;:0;XOR	%R13D,%R13D;
0x35c13;:0;JMP	35989 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b9>;
0x35c18;:0;NOPL	(%RAX,%RAX,1);
0x35c20;:0;JNE	36226 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1256>;(154) 
0x35c26;:0;MOV	(%RSP),%RBX;(154) 
0x35c2a;:0;MOV	(%RBX),%RAX;(154) 
0x35c2d;:0;TEST	%EAX,%EAX;(154) 
0x35c2f;:0;JS	35a24 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa54>;(154) 
0x35c35;:0;SUB	$0x1,%RAX;(154) 
0x35c39;:0;MOV	%RAX,(%RBX);(154) 
0x35c3c;:0;JNE	35a24 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa54>;(154) 
0x35c42;:0;MOV	%RBX,%RDI;(154) 
0x35c45;:0;CALL	7800 <_Py_Dealloc@plt>;(154) 
0x35c4a;:0;JMP	35a24 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa54>;(154) 
0x35c4f;:0;NOP;
0x35c50;:0;JNE	3623c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x126c>;(154) 
0x35c56;:0;MOV	(%R14),%RAX;
