ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 1453;libpython3.12.so.1.0;typeobject.c:1744-1744,typeobject.c:1755-1755,typeobject.c:1779-1780,typeobject.c:1785-1785,object.h:234-234;subtype_traverse;Outermost;0.01;0;0.02;1.00;1.00;13.33;2.13;5;0.00;11.46;3.20;3.20;3.20;0.24;1.50
Loop 1447;libpython3.12.so.1.0;typeobject.c:4591-4593,typeobject.c:4599-4600;PyType_GetModuleByDef;Single;0.01;0;0.02;1.00;1.00;28.04;1.02;3;0.00;5.82;1.53;1.53;1.53;0.05;1.50
Loop 1403;libpython3.12.so.1.0;tupleobject.c:1204-1207;_PyTuple_ClearFreeList;Innermost;0.01;0;0.02;1.00;NA;NA;1.00;1;NA;NA;3.00;3.00;NA;NA;3.00
Loop 1395;libpython3.12.so.1.0;tupleobject.c:383-385,object.h:644-647;_PyTuple_FromArray;Single;0.01;0;0.02;1.00;1.00;9.60;1.50;2;0.00;8.07;1.50;1.50;1.50;0.16;1.00
Loop 1022;libpython3.12.so.1.0;longobject.c:592-595;PyLong_AsSsize_t;Single;0.01;0;0.02;1.00;1.00;11.73;1.00;1;0.00;11.72;4.00;4.00;4.00;0.34;4.00
Loop 820;libpython3.12.so.1.0;pycore_frame.h:175-176,pycore_frame.h:182-183;PyFrame_GetBack;Single;0.01;0;0.02;1.00;1.00;8.00;1.25;1;0.00;12.50;2.50;2.50;2.50;0.31;2.00
Loop 628;libpython3.12.so.1.0;unicodeobject.h:212-212,unicodeobject.h:248-248,unicodeobject.h:256-256,unicodeobject.h:262-263,codeobject.c:120-120,codeobject.c:124-125,codeobject.c:153-155,codeobject.c:162-166,codeobject.c:171-172,codeobject.c:176-179,codeobject.c:182-183,codeobject.c:187-189,codeobject.c:196-197,tupleobject.h:34-34,object.h:220-220,object.h:243-243,object.h:701-701,object.h:705-706;intern_string_constants;Outermost;0.01;0;0.02;1.00;1.00;13.20;1.84;44;0.00;10.80;18.40;18.40;18.40;1.39;10.00
Loop 2927;libpython3.12.so.1.0;bytecodes.c:3124-3125,object.h:243-243;_PyEval_EvalFrameDefault;Single;0;0;0.01;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 2917;libpython3.12.so.1.0;bytecodes.c:2941-2942,object.h:243-243;_PyEval_EvalFrameDefault;Single;0;0;0.01;1.00;1.00;11.51;1.50;3;0.00;10.42;2.00;2.00;2.00;0.17;1.33
Loop 875;libpython3.12.so.1.0;object.h:220-220,listobject.c:2332-2332,listobject.c:2345-2348,listobject.c:2358-2366;list_sort_impl;Single;0;0;0.01;1.00;1.00;14.67;1.57;10;0.00;8.93;5.50;5.50;5.50;0.38;3.50
Loop 3958;libpython3.12.so.1.0;gcmodule.c:488-491,pycore_gc.h:60-60;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 3957;libpython3.12.so.1.0;gcmodule.c:322-323,pycore_gc.h:60-60;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 36008;libtensorflow_framework.so.2;;tensorflow::BCastList<2>::BCastList(absl::lts_20230802::InlinedVector<long, 4ul, std::allocator<long> > const (&) [2], bool, bool);Outermost;0;0;0.01;1.00;1.00;19.94;3.75;1000012;9.47;11.71;71.20;71.20;71.20;3.57;19.00
Loop 35419;libtensorflow_framework.so.2;;tensorflow::grappler::GraphMemory::InferFromTrace(tensorflow::StepStats const&);Innermost;0;0;0.01;1.60;1.00;4.27;1.60;1;40.00;17.50;1.60;1.00;1.60;0.38;1.00
Loop 3951;libpython3.12.so.1.0;pycore_object.h:322-322,pycore_object.h:355-355,gcmodule.c:786-786,gcmodule.c:789-789,gcmodule.c:792-792,gcmodule.c:804-804,gcmodule.c:807-807,pycore_gc.h:60-60,object.h:220-220,object.h:382-382;gc_collect_main;InBetween;0;0;0.01;1.00;1.00;12.80;1.65;20;0.00;11.93;6.60;6.60;6.60;0.52;4.00
Loop 8612;libtensorflow_framework.so.2;;tensorflow::InstantiateFunction(tensorflow::FunctionDef const&, tensorflow::AttrSlice, std::function<absl::lts_20230802::Status (std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, tensorflow::OpDef const**)>, tensorflow::InstantiationResult*);Innermost;0;0;0.01;1.00;1.00;12.89;2.73;3;0.00;11.53;5.47;5.47;5.47;0.42;2.00
Loop 3948;libpython3.12.so.1.0;gcmodule.c:107-107,gcmodule.c:289-292,gcmodule.c:424-424,gcmodule.c:430-431,pycore_pystate.h:118-118,pycore_gc.h:59-68,pycore_gc.h:74-74,object.h:243-243;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;7.87;1.30;2;0.00;11.43;3.90;3.90;3.90;0.50;3.00
Loop 3946;libpython3.12.so.1.0;gcmodule.c:716-719;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 15357;libtensorflow_framework.so.2;;tsl::CancellationManager::StartCancelWithStatus(absl::lts_20230802::Status const&);Single;0;0;0.01;1.00;1.00;15.64;1.10;2;0.00;8.59;1.38;1.38;1.38;0.09;1.25
Loop 3945;libpython3.12.so.1.0;gcmodule.c:92-92,gcmodule.c:586-587,gcmodule.c:621-621,gcmodule.c:631-636,pycore_gc.h:68-68,pycore_gc.h:74-74;gc_collect_main;Innermost;0;0;0.01;2.10;1.00;6.72;4.20;1;7.14;11.83;4.20;2.00;4.20;0.63;1.00
Loop 39277;libtensorflow_framework.so.2;;propagateLiveness(mlir::Region&, (anonymous namespace)::LiveMap&);Innermost;0;0;0.01;1.00;1.00;14.22;1.00;1;0.00;9.38;2.00;2.00;2.00;0.14;2.00
Loop 46591;libtensorflow_framework.so.2;;std::pair<llvm::detail::DenseSetImpl<(anonymous namespace)::ParametricStorageUniquer::HashedStorage, llvm::DenseMap<(anonymous namespace)::ParametricStorageUniquer::HashedStorage, llvm::detail::DenseSetEmpty, (anonymous namespace)::ParametricStorageUniquer::StorageKeyInfo, llvm::detail::DenseSetPair<(anonymous namespace)::ParametricStorageUniquer::HashedStorage> >, (anonymous namespace)::ParametricStorageUniquer::StorageKeyInfo>::Iterator, bool> llvm::detail::DenseSetImpl<(anonymous namespace)::ParametricStorageUniquer::HashedStorage, llvm::DenseMap<(anonymous namespace)::ParametricStorageUniquer::HashedStorage, llvm::detail::DenseSetEmpty, (anonymous namespace)::ParametricStorageUniquer::StorageKeyInfo, llvm::detail::DenseSetPair<(anonymous namespace)::ParametricStorageUniquer::HashedStorage> >, (anonymous namespace)::ParametricStorageUniquer::StorageKeyInfo>::insert_as<(anonymous namespace)::ParametricStorageUniquer::LookupKey>((anonymous namespace)::ParametricStorageUniquer::HashedStorage&&, (anonymous namespace)::ParametricStorageUniquer::LookupKey const&);Single;0;0;0.01;1.00;1.00;13.33;2.49;2;0.00;10.52;4.97;4.97;4.97;0.37;2.00
Loop 5990;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::SingleThreadedExecutorImpl::Run(tensorflow::Executor::Args const&);Innermost;0;0;0.01;1.00;1.00;20.80;2.08;10;0.00;8.59;5.20;5.20;5.20;0.25;2.50
Loop 1491;libpython3.12.so.1.0;typeobject.c:3223-3225,typeobject.c:3231-3236;type_new;Innermost;0;0;0.01;1.00;1.00;12.67;1.06;2;0.00;10.68;2.38;2.38;2.38;0.19;2.25
Loop 8708;libtensorflow_framework.so.2;;tensorflow::FunctionCallFrame::FunctionCallFrame(absl::lts_20230802::Span<tensorflow::DataType const>, absl::lts_20230802::Span<tensorflow::DataType const>);Single;0;0;0.01;1.00;1.00;16.00;1.00;1;0.00;6.25;1.00;1.00;1.00;0.06;1.00
Loop 5425;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::RunMultiDeviceAsync(tensorflow::FunctionLibraryRuntime::Options const&, unsigned long, std::vector<std::variant<tensorflow::Tensor, tensorflow::TensorShape>, std::allocator<std::variant<tensorflow::Tensor, tensorflow::TensorShape> > >*, std::vector<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> >, std::allocator<std::unique_ptr<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem, std::default_delete<tensorflow::ProcessFunctionLibraryRuntime::CleanUpItem> > > >*, std::function<void (absl::lts_20230802::Status const&)>, std::function<absl::lts_20230802::Status (tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&, tensorflow::ProcessFunctionLibraryRuntime::InternalArgs*)>) const;Innermost;0;0;0.01;2.88;1.00;9.22;2.88;6;13.33;11.98;7.20;2.50;7.20;0.78;2.50
Loop 7219;libtensorflow_framework.so.2;;tensorflow::ShapeRefiner::AddNodeInternal(tensorflow::Node const*, tensorflow::shape_inference::InferenceContext*);InBetween;0;0;0.01;3.97;1.00;12.26;3.97;1;13.51;13.51;25.80;6.50;25.80;2.10;6.50
Loop 1478;libpython3.12.so.1.0;typeobject.c:9673-9675;update_one_slot;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1278;libpython3.12.so.1.0;unicodeobject.h:219-219,unicodeobject.h:247-250,unicodeobject.h:256-256,unicodeobject.h:262-262,unicodeobject.h:343-351,moduleobject.c:624-626,moduleobject.c:635-636,object.h:967-967;_PyModule_ClearDict;Single;0;0;0.01;1.00;1.00;39.80;1.68;9;0.00;6.92;18.50;18.50;18.50;0.46;11.00
Loop 4332;libpython3.12.so.1.0;sre_lib.h:1799-1804;sre_search;Single;0;0;0.01;1.00;1.00;5.91;2.40;1;0.00;11.72;2.40;2.40;2.40;0.41;1.00
Loop 5987;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::SingleThreadedExecutorImpl::Run(tensorflow::Executor::Args const&);InBetween;0;0;0.01;2.35;1.00;8.80;2.71;46;18.75;12.89;17.60;7.50;17.60;2.00;6.50
Loop 5430;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData::ComponentFunctionData(tensorflow::ProcessFunctionLibraryRuntime::ComponentFunctionData const&);Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;1.00;1.00;1.00;0.13;1.00
Loop 1585;libpython3.12.so.1.0;unicodeobject.c:4600-4600,unicodeobject.c:4603-4603,unicodeobject.c:4612-4613,unicodeobject.c:4616-4618;ascii_decode;Outermost;0;0;0.01;1.00;1.00;8.00;1.00;3;0.00;12.50;3.00;3.00;3.00;0.38;3.00
Loop 1477;libpython3.12.so.1.0;typeobject.c:9627-9650,typeobject.c:9684-9690;update_one_slot;Innermost;0;0;0.01;1.00;1.00;8.00;1.55;24;0.00;12.50;7.75;7.75;7.75;0.97;5.00
Loop 855;libpython3.12.so.1.0;listobject.c:1057-1061,listobject.c:1131-1133,listobject.c:1244-1244,listobject.c:1316-1316,listobject.c:1319-1322,listobject.c:1330-1331,listobject.c:1566-1566,listobject.c:1948-1948,listobject.c:1961-1962,listobject.c:1971-1971,listobject.c:1996-1996,listobject.c:1999-2001,listobject.c:2007-2007,listobject.c:2059-2060,listobject.c:2434-2434,listobject.c:2440-2443,listobject.c:2454-2456,listobject.c:2460-2460;list_sort_impl;Outermost;0;0;0.01;3.70;1.00;12.35;3.70;269;14.71;14.06;59.20;16.00;59.20;4.79;16.00
Loop 42832;libtensorflow_framework.so.2;;nsync::wake_waiters(nsync::nsync_dll_element_s_*, int);Single;0;0;0.01;1.00;1.00;16.00;3.60;1;0.00;6.25;1.80;1.80;1.80;0.11;0.50
Loop 38043;libtensorflow_framework.so.2;;Eigen::EventCount::Notify(bool);Single;0;0;0.01;1.00;1.00;11.25;2.09;3;0.00;11.35;5.92;5.92;5.92;0.53;2.83
Loop 25525;libtensorflow_framework.so.2;;tsl::BFCAllocator::FindChunkPtr(int, unsigned long, unsigned long, unsigned long);Innermost;0;0;0.01;1.00;1.00;8.00;1.88;3;0.00;12.50;3.13;3.13;3.13;0.39;1.67
Loop 15363;libtensorflow_framework.so.2;;tsl::gtl::internal::FlatRep<long, tsl::gtl::FlatMap<long, tsl::CancellationManager::CallbackConfiguration, tsl::hash<long, void>, std::equal_to<long> >::Bucket, tsl::hash<long, void>, std::equal_to<long> >::~FlatRep();Innermost;0;0;0.01;1.00;1.00;30.40;2.10;5;0.00;8.48;4.20;4.20;4.20;0.14;2.00
Loop 14376;libtensorflow_framework.so.2;;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Innermost;0;0;0.01;1.00;0.80;6.40;1.33;2;0.00;12.50;4.00;4.00;5.00;0.63;3.00
Loop 6663;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0;0;0.01;1.00;1.00;25.17;1.83;4;12.50;9.05;2.75;2.75;2.75;0.11;1.50
Loop 5373;libtensorflow_framework.so.2;;tensorflow::ProcessFunctionLibraryRuntime::GetHandleOnDevice(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, bool) const;Single;0;0;0.01;1.00;1.00;2.46;4.00;2;0.00;10.94;8.00;8.00;8.00;3.25;2.00
Loop 1454;libpython3.12.so.1.0;typeobject.c:1755-1761;subtype_traverse;Innermost;0;0;0.01;1.00;1.00;10.90;1.40;3;0.00;11.46;2.10;2.10;2.10;0.19;1.50
Loop 1449;libpython3.12.so.1.0;typeobject.c:1830-1835,object.h:243-243,object.h:701-706;subtype_dealloc;Innermost;0;0;0.01;1.00;1.00;12.13;1.80;6;0.00;10.03;5.40;5.40;5.40;0.45;3.00
Loop 1153;libpython3.12.so.1.0;dictobject.c:2135-2137;_PyDict_Next;Single;0;0;0.01;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 43827;libtensorflow_framework.so.2;;absl::lts_20230802::Mutex::LockSlowLoop(absl::lts_20230802::SynchWaitParams*, int);Outermost;0;0;0.01;1.00;1.00;39.70;3.56;36;0.00;9.80;32.00;32.00;32.00;0.81;9.00
Loop 43801;libtensorflow_framework.so.2;;absl::lts_20230802::synchronization_internal::FutexWaiter::Wait(absl::lts_20230802::synchronization_internal::KernelTimeout);Outermost;0;0;0.01;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA
Loop 42834;libtensorflow_framework.so.2;;nsync::nsync_cv_broadcast(nsync::nsync_cv_s_*);Outermost;0;0;0.01;1.00;1.00;23.68;3.70;6;0.00;10.70;7.40;7.40;7.40;0.31;2.00
Loop 42588;libtensorflow_framework.so.2;;tsl::str_util::ConsumeLeadingDigits(std::basic_string_view<char, std::char_traits<char> >*, unsigned long*);Single;0;0;0.01;1.00;1.00;8.00;1.25;1;0.00;12.50;3.75;3.75;3.75;0.47;3.00
Loop 42498;libtensorflow_framework.so.2;;absl::lts_20230802::hash_internal::LowLevelHash(void const*, unsigned long, unsigned long, unsigned long const*);Single;0;0;0.01;1.00;1.00;8.00;2.13;1;0.00;12.50;4.25;4.25;4.25;0.53;2.00
Loop 37118;libtensorflow_framework.so.2;;tensorflow::grappler::SymbolicShapeRefiner::UpdateNode(tensorflow::NodeDef const*, bool*);Single;0;0;0.01;1.00;1.00;27.43;4.51;1;0.00;10.30;24.80;24.80;24.80;0.90;5.50
Loop 35726;libtensorflow_framework.so.2;;void std::_Destroy_aux<false>::__destroy<tensorflow::grappler::utils::OpTypePattern*>(tensorflow::grappler::utils::OpTypePattern*, tensorflow::grappler::utils::OpTypePattern*);Single;0;0;0.01;1.00;1.00;8.00;2.50;8;0.00;12.50;5.00;5.00;5.00;0.63;2.00
Loop 21321;libtensorflow_framework.so.2;;void google::protobuf::internal::RepeatedPtrFieldBase::MergeFromInnerLoop<google::protobuf::RepeatedPtrField<tensorflow::OpDef_AttrDef>::TypeHandler>(void**, void**, int, int);Single;0;0;0.01;1.00;1.00;8.00;1.20;1;0.00;12.50;1.20;1.20;1.20;0.15;1.00
Loop 15619;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::Buffer<unsigned char>::~Buffer();Single;0;0;0.01;1.00;1.00;38.40;4.32;1;0.00;10.68;10.80;10.80;10.80;0.28;2.50
Loop 15618;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::Buffer<int>::~Buffer();Single;0;0;0.01;1.00;1.00;38.40;4.32;1;0.00;10.68;10.80;10.80;10.80;0.28;2.50
Loop 14721;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::NameRangesHelper(tensorflow::AttrSlice const&, google::protobuf::RepeatedPtrField<tensorflow::OpDef_ArgDef> const&, tensorflow::OpDef const&, tsl::gtl::FlatMap<std::basic_string_view<char, std::char_traits<char> >, std::pair<int, int>, tsl::hash<std::basic_string_view<char, std::char_traits<char> >, void>, std::equal_to<std::basic_string_view<char, std::char_traits<char> > > >*);Single;0;0;0.01;2.91;2.66;21.35;3.15;290;4.62;11.59;37.20;12.80;13.98;1.74;11.80
Loop 14375;libtensorflow_framework.so.2;;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > >, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<tensorflow::OpRegistrationData const, std::default_delete<tensorflow::OpRegistrationData const> > > > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Outermost;0;0;0.01;1.83;1.00;7.57;3.53;3;73.13;20.92;3.53;1.93;3.53;0.47;1.00
Loop 10019;libtensorflow_framework.so.2;;absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*>, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*> > >::const_iterator absl::lts_20230802::container_internal::raw_hash_set<absl::lts_20230802::container_internal::FlatHashMapPolicy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*>, absl::lts_20230802::container_internal::StringHash, absl::lts_20230802::container_internal::StringEq, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, absl::lts_20230802::flat_hash_map<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > >, tensorflow::ResourceMgr::ResourceAndName, tensorflow::ResourceMgr::KeyHash, tensorflow::ResourceMgr::KeyEqual, std::allocator<std::pair<std::pair<unsigned long, std::basic_string_view<char, std::char_traits<char> > > const, tensorflow::ResourceMgr::ResourceAndName> > >*> > >::find<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Outermost;0;0;0.01;1.83;1.00;7.57;3.53;3;73.13;20.92;3.53;1.93;3.53;0.47;1.00
Loop 9851;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor&&);Single;0;0;0.01;1.00;1.00;57.60;3.00;1;0.00;8.59;6.00;6.00;6.00;0.10;2.00
Loop 9493;libtensorflow_framework.so.2;;tensorflow::data::model::Model::AddNode(std::function<std::shared_ptr<tensorflow::data::model::Node> (tensorflow::data::model::Node::Args)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::shared_ptr<tensorflow::data::model::Node>, std::shared_ptr<tensorflow::data::model::Node>*);Single;0;0;0.01;3.59;1.00;21.66;3.59;1;9.88;11.44;53.80;15.00;53.80;2.48;15.00
Loop 8458;libtensorflow_framework.so.2;;tensorflow::data::DatasetBaseIterator::DatasetBaseIterator(tensorflow::data::DatasetBaseIterator::BaseParams const&);InBetween;0;0;0.01;1.00;1.00;13.28;8.29;1;6.90;11.85;29.00;29.00;29.00;2.18;3.50
Loop 8448;libtensorflow_framework.so.2;;tensorflow::data::GetAllocatedBytes(std::vector<tensorflow::Tensor, std::allocator<tensorflow::Tensor> > const&);Single;0;0;0.01;1.00;1.00;41.86;3.00;8;0.00;11.13;9.00;9.00;9.00;0.21;3.00
Loop 6790;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::TaggedNode& absl::lts_20230802::inlined_vector_internal::Storage<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >::EmplaceBackSlow<tensorflow::NodeItem const*>(tensorflow::NodeItem const*&&);Single;0;0;0.01;1.00;1.00;4.00;2.00;1;0.00;12.50;2.00;2.00;2.00;0.50;1.00
Loop 6781;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::ActivateRoots(absl::lts_20230802::Span<tensorflow::NodeItem const* const>, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0;0;0.01;1.00;1.00;8.00;2.60;6;0.00;12.50;5.20;5.20;5.20;0.65;2.00
Loop 6780;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::~SimplePropagatorState();Single;0;0;0.01;1.00;1.00;8.00;1.63;2;0.00;12.50;1.63;1.63;1.63;0.20;1.00
Loop 6687;libtensorflow_framework.so.2;;std::_Function_handler<void (), tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessAsync(tensorflow::NodeItem const&, tensorflow::OpKernelContext::Params const&, tensorflow::SimplePropagatorState::TaggedNode const&, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*, unsigned long)::{lambda()#3}>::_M_invoke(std::_Any_data const&);Outermost;0;0;0.01;3.83;1.00;31.72;3.83;1;3.28;9.71;67.00;17.50;67.00;2.11;17.50
Loop 6685;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Finish();Innermost;0;0;0.01;3.63;1.00;6.98;3.63;1;34.15;15.78;27.20;7.50;27.20;3.90;7.50
Loop 6684;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::NodeDone(absl::lts_20230802::Status const&, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*, tensorflow::NodeExecStatsInterface*, tensorflow::SimplePropagatorState::TaggedNodeReadyQueue*);Single;0;0;0.01;1.00;1.00;14.28;6.00;1;0.00;10.83;15.00;15.00;15.00;1.05;2.50
Loop 4239;libpython3.12.so.1.0;object.h:243-243,object.h:701-706,itertoolsmodule.c:2104-2128;chain_next;Single;0;0;0.01;1.00;1.00;13.42;2.03;8;0.00;10.71;12.20;12.20;12.20;0.91;6.00
Loop 6250;libtensorflow_framework.so.2;;tensorflow::ColocationGraph::InitializeMembers();Outermost;0;0;0.01;1.00;1.00;15.41;1.35;2;0.00;8.54;5.40;5.40;5.40;0.35;4.00
Loop 3532;libpython3.12.so.1.0;pyhash.c:389-397;siphash13;Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;5.00;5.00;5.00;0.63;5.00
Loop 3288;libpython3.12.so.1.0;getargs.c:244-244,getargs.c:249-250,getargs.c:1611-1611,getargs.c:1838-1838,getargs.c:1846-1846;vgetargskeywords;Outermost;0;0;0.01;1.00;1.00;15.24;4.00;1;0.00;9.82;6.00;6.00;6.00;0.39;1.50
Loop 3122;libpython3.12.so.1.0;errors.c:130-133;_PyErr_GetTopmostException;Single;0;0;0.01;1.00;1.00;8.00;1.00;2;0.00;12.50;3.00;3.00;3.00;0.38;3.00
