address;source_location;insn;indent
0x522b0;:0;PUSH	%R15;
0x5285c;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x52861;:0;MOV	%RAX,%R15;
0x52864;:0;TEST	%RAX,%RAX;
0x52867;:0;JE	54cd1 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2a21>;
0x5286d;:0;MOV	0x352fc(%RIP),%RSI;
0x52874;:0;MOV	%RAX,%RDI;
0x52877;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x5287c;:0;MOV	%RAX,%R14;
0x5287f;:0;TEST	%RAX,%RAX;
0x52882;:0;JE	54d90 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2ae0>;
0x52888;:0;SUBQ	$0x1,(%R15);
0x5288c;:0;JE	54780 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x24d0>;
0x52892;:0;MOV	0x3564f(%RIP),%RBX;
0x52899;:0;MOV	0x34c40(%RIP),%RDI;
0x528a0;:0;MOV	%RBX,%RSI;
0x528a3;:0;CALL	90d0 <PyPyObject_GetItem@plt>;
0x528a8;:0;MOV	%RAX,%R15;
0x528ab;:0;TEST	%RAX,%RAX;
0x528ae;:0;JE	54e3f <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2b8f>;
0x528b4;:0;ADDQ	$0x1,(%RAX);
0x528b8;:0;MOV	0x35451(%RIP),%RSI;
0x528bf;:0;MOV	%R15,%RDI;
0x528c2;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x528c7;:0;MOV	%RAX,%RCX;
0x528ca;:0;TEST	%RAX,%RAX;
0x528cd;:0;JE	54ee2 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2c32>;
0x528d3;:0;SUBQ	$0x1,(%R15);
0x528d7;:0;JE	548c0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2610>;
0x528dd;:0;MOV	%RCX,%RSI;
0x528e0;:0;MOV	$0x3,%EDX;
0x528e5;:0;MOV	%R14,%RDI;
0x528e8;:0;MOV	%RCX,0x10(%RSP);
0x528ed;:0;CALL	9750 <PyPyObject_RichCompare@plt>;
0x528f2;:0;MOV	0x10(%RSP),%RCX;
0x528f7;:0;TEST	%RAX,%RAX;
0x528fa;:0;MOV	%RAX,%R15;
0x528fd;:0;JE	54f35 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2c85>;
0x52903;:0;SUBQ	$0x1,(%R14);
0x52907;:0;JE	54a6c <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x27bc>;
0x5290d;:0;SUBQ	$0x1,(%RCX);
0x52911;:0;JE	54a5f <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x27af>;
0x52917;:0;CMP	0x30642(%RIP),%R15;
0x5291e;:0;SETE	%AL;
0x52921;:0;CMP	0x30668(%RIP),%R15;
0x52928;:0;SETE	%DL;
0x5292b;:0;OR	%AL,%DL;
0x5292d;:0;JNE	54670 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x23c0>;
0x52933;:0;CMP	0x305e6(%RIP),%R15;
0x5293a;:0;JE	54670 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x23c0>;
0x52940;:0;MOV	%R15,%RDI;
0x52943;:0;CALL	9570 <PyPyObject_IsTrue@plt>;
0x52948;:0;MOV	%EAX,%EBX;
0x5294a;:0;TEST	%EAX,%EAX;
0x5294c;:0;JS	55255 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2fa5>;
0x52952;:0;SUBQ	$0x1,(%R15);
0x52956;:0;JE	54ae3 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2833>;
0x5295c;:0;TEST	%EBX,%EBX;
0x5295e;:0;JNE	54520 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2270>;
0x52964;:0;MOV	%R13,%RBX;
0x52967;:0;JMP	52d01 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0xa51>;
0x5296c;:0;NOPL	(%RAX);
0x52970;:0;MOV	0x35571(%RIP),%R13;
0x52977;:0;MOV	0x34b62(%RIP),%RDI;
0x5297e;:0;MOV	%R13,%RSI;
0x52981;:0;CALL	90d0 <PyPyObject_GetItem@plt>;
0x52986;:0;MOV	%RAX,%R15;
0x52989;:0;TEST	%RAX,%RAX;
0x5298c;:0;JE	5486b <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x25bb>;
0x52992;:0;ADDQ	$0x1,(%RAX);
0x52996;:0;MOV	0x35043(%RIP),%RSI;
0x5299d;:0;MOV	%R15,%RDI;
0x529a0;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x529a5;:0;MOV	%RAX,%R14;
0x529a8;:0;TEST	%RAX,%RAX;
0x529ab;:0;JE	54aa5 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x27f5>;
0x529b1;:0;SUBQ	$0x1,(%R15);
0x529b5;:0;JE	54240 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1f90>;
0x529bb;:0;SUB	$0xd0,%RSP;
0x529c2;:0;XOR	%ECX,%ECX;
0x529c4;:0;XOR	%EDX,%EDX;
0x529c6;:0;MOV	$0x2,%EDI;
0x529cb;:0;MOVDQU	0x3e0(%RSP),%XMM0;
0x529d4;:0;LEA	-0x3850b(%RIP),%RSI;
0x529db;:0;MOVUPS	%XMM0,(%RSP);
0x529df;:0;MOVDQU	0x3f0(%RSP),%XMM0;
0x529e8;:0;MOVUPS	%XMM0,0x10(%RSP);
0x529ed;:0;MOVDQU	0x400(%RSP),%XMM0;
0x529f6;:0;MOVUPS	%XMM0,0x20(%RSP);
0x529fb;:0;MOVDQU	0x410(%RSP),%XMM0;
0x52a04;:0;MOVUPS	%XMM0,0x30(%RSP);
0x52a09;:0;MOVDQU	0x420(%RSP),%XMM0;
0x52a12;:0;MOVUPS	%XMM0,0x40(%RSP);
0x52a17;:0;MOVDQU	0x430(%RSP),%XMM0;
0x52a20;:0;MOVUPS	%XMM0,0x50(%RSP);
0x52a25;:0;MOVDQU	0x440(%RSP),%XMM0;
0x52a2e;:0;MOVUPS	%XMM0,0x60(%RSP);
0x52a33;:0;MOVDQU	0x450(%RSP),%XMM0;
0x52a3c;:0;MOVUPS	%XMM0,0x70(%RSP);
0x52a41;:0;MOVDQU	0x460(%RSP),%XMM0;
0x52a4a;:0;MOVUPS	%XMM0,0x80(%RSP);
0x52a52;:0;MOVDQU	0x470(%RSP),%XMM0;
0x52a5b;:0;MOVUPS	%XMM0,0x90(%RSP);
0x52a63;:0;MOVDQU	0x480(%RSP),%XMM0;
0x52a6c;:0;MOVUPS	%XMM0,0xa0(%RSP);
0x52a74;:0;MOVDQU	0x490(%RSP),%XMM0;
0x52a7d;:0;MOVUPS	%XMM0,0xb0(%RSP);
0x52a85;:0;MOVDQU	0x4a0(%RSP),%XMM0;
0x52a8e;:0;MOVUPS	%XMM0,0xc0(%RSP);
0x52a96;:0;CALL	46b90 <_ZL26__pyx_memoryview_fromslice18__Pyx_memviewsliceiPFP7_objectPcEPFiS2_S1_Ei>;
0x52a9b;:0;ADD	$0xd0,%RSP;
0x52aa2;:0;MOV	%RAX,%R15;
0x52aa5;:0;TEST	%RAX,%RAX;
0x52aa8;:0;JE	54b1a <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x286a>;
0x52aae;:0;MOV	$0x1,%EDI;
0x52ab3;:0;CALL	9110 <PyPyTuple_New@plt>;
0x52ab8;:0;TEST	%RAX,%RAX;
0x52abb;:0;JE	54b8f <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x28df>;
0x52ac1;:0;XOR	%ESI,%ESI;
0x52ac3;:0;MOV	%R15,%RDX;
0x52ac6;:0;MOV	%RAX,%RDI;
0x52ac9;:0;MOV	%RAX,0x20(%RSP);
0x52ace;:0;CALL	9170 <PyPyTuple_SetItem@plt>;
0x52ad3;:0;MOV	0x20(%RSP),%R8;
0x52ad8;:0;TEST	%EAX,%EAX;
0x52ada;:0;JE	53f08 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1c58>;
0x52ae0;:0;MOV	$0x62a4,%ESI;
0x52ae5;:0;MOV	$0x85,%EDX;
0x52aea;:0;XOR	%R13D,%R13D;
0x52aed;:0;NOPL	(%RAX);
0x52af0;:0;SUBQ	$0x1,(%R8);
0x52af4;:0;JNE	52b0e <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x85e>;
0x52af6;:0;MOV	%R8,%RDI;
0x52af9;:0;MOV	%EDX,0x20(%RSP);
0x52afd;:0;MOV	%ESI,0x10(%RSP);
0x52b01;:0;CALL	9a50 <_PyPy_Dealloc@plt>;
0x52b06;:0;MOV	0x20(%RSP),%EDX;
0x52b0a;:0;MOV	0x10(%RSP),%ESI;
0x52b0e;:0;TEST	%R14,%R14;(254) 
0x52b11;:0;JE	52b1d <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x86d>;(254) 
0x52b13;:0;SUBQ	$0x1,(%R14);(254) 
0x52b17;:0;JE	52c00 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x950>;(254) 
0x52b1d;:0;TEST	%R13,%R13;(254) 
0x52b20;:0;JE	52b2d <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x87d>;(254) 
0x52b22;:0;SUBQ	$0x1,(%R13);(254) 
0x52b27;:0;JE	52be0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x930>;(254) 
0x52b2d;:0;TEST	%R15,%R15;(254) 
0x52b30;:0;JE	52b3c <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x88c>;(254) 
0x52b32;:0;SUBQ	$0x1,(%R15);(254) 
0x52b36;:0;JE	52bc0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x910>;(254) 
0x52b3c;:0;LEA	0x218ac(%RIP),%RCX;(254) 
0x52b43;:0;LEA	0x24ee6(%RIP),%RDI;(254) 
0x52b4a;:0;XOR	%R13D,%R13D;(254) 
0x52b4d;:0;CALL	1fd70 <_ZL18__Pyx_AddTracebackPKciiS0_>;(254) 
0x52b52;:0;SUBQ	$0x1,(%RBX);(254) 
0x52b56;:0;JE	53bc0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1910>;(254) 
0x52b5c;:0;CMPB	$0,(%RSP);(254) 
0x52b60;:0;JNE	52b75 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x8c5>;(254) 
0x52b62;:0;MOV	$-0x1,%EAX;(254) 
0x52b67;:0;LOCK XADD	%EAX,0x40(%RBP);(254) 
0x52b6c;:0;CMP	$0x1,%EAX;(254) 
0x52b6f;:0;JLE	53e80 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1bd0>;(254) 
0x52b75;:0;CMPB	$0,0x37(%RSP);(254) 
0x52b7a;:0;JNE	52b91 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x8e1>;(254) 
0x52b7c;:0;MOV	$-0x1,%EAX;(254) 
0x52b81;:0;LOCK XADD	%EAX,0x40(%R12);(254) 
0x52b88;:0;CMP	$0x1,%EAX;(254) 
0x52b8b;:0;JLE	53e50 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1ba0>;(254) 
0x52b91;:0;MOV	0x2c8(%RSP),%RAX;(254) 
0x52b99;:0;SUB	%FS:0x28,%RAX;(254) 
0x52ba2;:0;JNE	553d9 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x3129>;(254) 
0x52ba8;:0;ADD	$0x2d8,%RSP;
0x52baf;:0;MOV	%R13,%RAX;
0x52bb2;:0;POP	%RBX;
0x52bb3;:0;POP	%RBP;
0x52bb4;:0;POP	%R12;
0x52bb6;:0;POP	%R13;
0x52bb8;:0;POP	%R14;
0x52bba;:0;POP	%R15;
0x52bbc;:0;RET;
0x52bbd;:0;NOPL	(%RAX);
0x52bc0;:0;MOV	%R15,%RDI;(254) 
0x52bc3;:0;MOV	%EDX,0x20(%RSP);(254) 
0x52bc7;:0;MOV	%ESI,0x10(%RSP);(254) 
0x52bcb;:0;CALL	9a50 <_PyPy_Dealloc@plt>;(254) 
0x52bd0;:0;MOV	0x20(%RSP),%EDX;(254) 
0x52bd4;:0;MOV	0x10(%RSP),%ESI;(254) 
0x52bd8;:0;JMP	52b3c <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x88c>;(254) 
0x52bdd;:0;NOPL	(%RAX);
0x52be0;:0;MOV	%R13,%RDI;(254) 
0x52be3;:0;MOV	%EDX,0x20(%RSP);(254) 
0x52be7;:0;MOV	%ESI,0x10(%RSP);(254) 
0x52beb;:0;CALL	9a50 <_PyPy_Dealloc@plt>;(254) 
0x52bf0;:0;MOV	0x20(%RSP),%EDX;(254) 
0x52bf4;:0;MOV	0x10(%RSP),%ESI;(254) 
0x52bf8;:0;JMP	52b2d <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x87d>;(254) 
0x52bfd;:0;NOPL	(%RAX);
0x52c00;:0;MOV	%R14,%RDI;(254) 
0x52c03;:0;MOV	%EDX,0x20(%RSP);(254) 
0x52c07;:0;MOV	%ESI,0x10(%RSP);(254) 
0x52c0b;:0;CALL	9a50 <_PyPy_Dealloc@plt>;(254) 
0x52c10;:0;MOV	0x20(%RSP),%EDX;(254) 
0x52c14;:0;MOV	0x10(%RSP),%ESI;(254) 
0x52c18;:0;JMP	52b1d <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x86d>;(254) 
0x52c1d;:0;NOPL	(%RAX);
0x52c20;:0;SUBQ	$0x1,(%R13);
0x52c25;:0;MOVZX	%AL,%R15D;
0x52c29;:0;JNE	523fc <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x14c>;
0x52c2f;:0;MOV	%R13,%RDI;
0x52c32;:0;CALL	9a50 <_PyPy_Dealloc@plt>;
0x52c37;:0;TEST	%R15D,%R15D;
0x52c3a;:0;JNE	52405 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x155>;
0x52c40;:0;MOV	0x34f29(%RIP),%RSI;
0x52c47;:0;MOV	%RBX,%RDI;
0x52c4a;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x52c4f;:0;MOV	%RAX,%R15;
0x52c52;:0;TEST	%RAX,%RAX;
0x52c55;:0;JE	543d0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2120>;
0x52c5b;:0;MOV	0x34a96(%RIP),%R14;
0x52c62;:0;MOV	0x34877(%RIP),%RDI;
0x52c69;:0;MOV	%R14,%RSI;
0x52c6c;:0;CALL	90d0 <PyPyObject_GetItem@plt>;
0x52c71;:0;MOV	%RAX,%R13;
0x52c74;:0;TEST	%RAX,%RAX;
0x52c77;:0;JE	543e0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2130>;
0x52c7d;:0;ADDQ	$0x1,(%RAX);
0x52c81;:0;MOV	$0x3,%EDX;
0x52c86;:0;MOV	%R13,%RSI;
0x52c89;:0;MOV	%R15,%RDI;
0x52c8c;:0;CALL	9750 <PyPyObject_RichCompare@plt>;
0x52c91;:0;MOV	%RAX,%R14;
0x52c94;:0;TEST	%RAX,%RAX;
0x52c97;:0;JE	54450 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x21a0>;
0x52c9d;:0;SUBQ	$0x1,(%R15);
0x52ca1;:0;JE	53bf0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1940>;
0x52ca7;:0;SUBQ	$0x1,(%R13);
0x52cac;:0;JE	53be0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1930>;
0x52cb2;:0;CMP	0x302a7(%RIP),%R14;
0x52cb9;:0;SETE	%AL;
0x52cbc;:0;CMP	0x302cd(%RIP),%R14;
0x52cc3;:0;SETE	%DL;
0x52cc6;:0;OR	%AL,%DL;
0x52cc8;:0;JNE	53c20 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1970>;
0x52cce;:0;CMP	0x3024b(%RIP),%R14;
0x52cd5;:0;JE	53c20 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1970>;
0x52cdb;:0;MOV	%R14,%RDI;
0x52cde;:0;CALL	9570 <PyPyObject_IsTrue@plt>;
0x52ce3;:0;MOV	%EAX,%R15D;
0x52ce6;:0;TEST	%EAX,%EAX;
0x52ce8;:0;JS	54638 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2388>;
0x52cee;:0;SUBQ	$0x1,(%R14);
0x52cf2;:0;JE	53e20 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1b70>;
0x52cf8;:0;TEST	%R15D,%R15D;
0x52cfb;:0;JNE	53ce0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1a30>;
0x52d01;:0;SUB	$0xd0,%RSP;
0x52d08;:0;XOR	%ECX,%ECX;
0x52d0a;:0;XOR	%EDX,%EDX;
0x52d0c;:0;MOV	$0x2,%EDI;
0x52d11;:0;MOVDQU	0x3e0(%RSP),%XMM0;
0x52d1a;:0;LEA	-0x38851(%RIP),%RSI;
0x52d21;:0;MOVUPS	%XMM0,(%RSP);
0x52d25;:0;MOVDQU	0x3f0(%RSP),%XMM0;
0x52d2e;:0;MOVUPS	%XMM0,0x10(%RSP);
0x52d33;:0;MOVDQU	0x400(%RSP),%XMM0;
0x52d3c;:0;MOVUPS	%XMM0,0x20(%RSP);
0x52d41;:0;MOVDQU	0x410(%RSP),%XMM0;
0x52d4a;:0;MOVUPS	%XMM0,0x30(%RSP);
0x52d4f;:0;MOVDQU	0x420(%RSP),%XMM0;
0x52d58;:0;MOVUPS	%XMM0,0x40(%RSP);
0x52d5d;:0;MOVDQU	0x430(%RSP),%XMM0;
0x52d66;:0;MOVUPS	%XMM0,0x50(%RSP);
0x52d6b;:0;MOVDQU	0x440(%RSP),%XMM0;
0x52d74;:0;MOVUPS	%XMM0,0x60(%RSP);
0x52d79;:0;MOVDQU	0x450(%RSP),%XMM0;
0x52d82;:0;MOVUPS	%XMM0,0x70(%RSP);
0x52d87;:0;MOVDQU	0x460(%RSP),%XMM0;
0x52d90;:0;MOVUPS	%XMM0,0x80(%RSP);
0x52d98;:0;MOVDQU	0x470(%RSP),%XMM0;
0x52da1;:0;MOVUPS	%XMM0,0x90(%RSP);
0x52da9;:0;MOVDQU	0x480(%RSP),%XMM0;
0x52db2;:0;MOVUPS	%XMM0,0xa0(%RSP);
0x52dba;:0;MOVDQU	0x490(%RSP),%XMM0;
0x52dc3;:0;MOVUPS	%XMM0,0xb0(%RSP);
0x52dcb;:0;MOVDQU	0x4a0(%RSP),%XMM0;
0x52dd4;:0;MOVUPS	%XMM0,0xc0(%RSP);
0x52ddc;:0;CALL	46b90 <_ZL26__pyx_memoryview_fromslice18__Pyx_memviewsliceiPFP7_objectPcEPFiS2_S1_Ei>;
0x52de1;:0;ADD	$0xd0,%RSP;
0x52de8;:0;MOV	%RAX,%R14;
0x52deb;:0;TEST	%RAX,%RAX;
0x52dee;:0;JE	544d8 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2228>;
0x52df4;:0;MOV	0x34c0d(%RIP),%RSI;
0x52dfb;:0;MOV	%RAX,%RDI;
0x52dfe;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x52e03;:0;MOV	%RAX,%R13;
0x52e06;:0;MOV	(%R14),%RAX;
0x52e09;:0;SUB	$0x1,%RAX;
0x52e0d;:0;TEST	%R13,%R13;
0x52e10;:0;JE	54500 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2250>;
0x52e16;:0;MOV	%RAX,(%R14);
0x52e19;:0;TEST	%RAX,%RAX;
0x52e1c;:0;JE	53eb0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1c00>;
0x52e22;:0;MOV	0x34d47(%RIP),%RSI;
0x52e29;:0;MOV	%R13,%RDI;
0x52e2c;:0;CALL	9810 <PyPyObject_GetAttr@plt>;
0x52e31;:0;MOV	%RAX,%R14;
0x52e34;:0;TEST	%RAX,%RAX;
0x52e37;:0;JE	54588 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x22d8>;
0x52e3d;:0;SUBQ	$0x1,(%R13);
0x52e42;:0;JE	53ec0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x1c10>;
0x52e48;:0;MOV	0x348a1(%RIP),%R13;
0x52e4f;:0;MOV	0x3468a(%RIP),%RDI;
0x52e56;:0;MOV	%R13,%RSI;
0x52e59;:0;CALL	90d0 <PyPyObject_GetItem@plt>;
0x52e5e;:0;MOV	%RAX,%R15;
0x52e61;:0;TEST	%RAX,%RAX;
0x52e64;:0;JE	545b0 <_ZL56__pyx_f_7sklearn_4tree_5_tree_11TreeBuilder__check_inputP43__pyx_obj_7sklearn_4tree_5_tree_TreeBuilderP7_object18__Pyx_memviewsliceS3_+0x2300>;
