ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 774;python3.9;codecs.h:29-32,codecs.h:134-137,codecs.h:178-178,codecs.h:181-181,codecs.h:184-187,codecs.h:191-194,codecs.h:198-201,codecs.h:205-206,codecs.h:210-210,codecs.h:215-215,codecs.h:219-219,codecs.h:223-223,codecs.h:226-226,codecs.h:230-230,codecs.h:236-242,codecs.h:245-245,codecs.h:248-248,unicodeobject.c:5071-5077,unicodeobject.c:5080-5080,unicodeobject.c:5084-5084,unicodeobject.c:5087-5098,unicodeobject.c:5101-5102,unicodeobject.c:5110-5115,unicodeobject.c:5120-5126,unicodeobject.c:5129-5132,unicodeobject.c:5138-5140,unicodeobject.c:5146-5147,unicodeobject.c:5151-5151;unicode_decode_utf8;InBetween;0;0;0.02;1.00;1.00;31.26;2.30;1;0.00;8.84;48.40;48.40;48.40;1.55;21.00
Loop 30;python3.9;ceval.c:4252-4254,ceval.c:4268-4268;_PyEval_EvalCode.cold;Single;0;0;0.02;1.00;1.00;8.00;1.50;2;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 1681;python3.9;unicode_format.h:569-573,unicode_format.h:576-576,unicode_format.h:589-589,unicode_format.h:596-598,unicode_format.h:604-610,unicode_format.h:617-619,unicode_format.h:629-630,unicode_format.h:638-638,unicode_format.h:647-647;parse_field;Outermost;0;0;0.02;1.00;1.00;14.12;1.79;56;0.00;9.25;18.80;18.80;18.80;1.33;10.50
Loop 1305;python3.9;object.h:408-408,call.c:995-1000,dictobject.c:1789-1793,dictobject.c:1801-1803;_PyStack_UnpackDict;Innermost;0;0;0.02;1.00;1.00;8.00;2.64;1;0.00;12.50;6.60;6.60;6.60;0.82;2.50
Loop 1120;python3.9;pycore_pystate.h:55-55,object.h:628-628,typeobject.c:3223-3223,typeobject.c:3226-3226,typeobject.c:3229-3231,dictobject.c:880-882,dictobject.c:885-888,dictobject.c:893-893,dictobject.c:902-902,dictobject.c:1439-1439,dictobject.c:1444-1445,dictobject.c:1448-1448;update_one_slot;InBetween;0;0;0.02;1.00;1.00;16.17;2.40;73;0.00;12.11;14.40;14.40;14.40;0.89;6.00
Loop 1103;python3.9;getargs.c:388-391,getargs.c:591-607;vgetargs1_impl;Single;0;0;0.02;1.00;1.00;17.46;2.60;4;0.00;10.01;5.20;5.20;5.20;0.30;2.00
Loop 1037;python3.9;ceval.c:4150-4153,ceval.c:4156-4156,ceval.c:4165-4168,ceval.c:4174-4177,ceval.c:4180-4180,ceval.c:4186-4186,ceval.c:4201-4201,ceval.c:4207-4207,ceval.c:4214-4214,ceval.c:4341-4341,object.c:738-738,object.c:745-749,object.h:408-408,object.h:422-422,object.h:628-628,frameobject.c:917-917;_PyEval_EvalCode;Outermost;0;0;0.02;1.00;1.00;13.37;2.10;41;0.00;11.85;30.40;30.40;30.40;2.27;14.50
Loop 1021;python3.9;find_max_char.h:26-27,find_max_char.h:30-34,find_max_char.h:37-37,find_max_char.h:40-40;_PyUnicode_FromUCS1;Outermost;0;0;0.02;1.00;1.00;28.03;1.50;10;0.00;11.72;15.00;15.00;15.00;0.54;10.00
Loop 989;python3.9;eq.h:17-21,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:849-857,dictobject.c:863-864;_PyDict_DelItem_KnownHash;Innermost;0;0;0.02;1.00;1.00;11.91;1.33;1;0.00;11.61;8.00;8.00;8.00;0.67;6.00
Loop 945;python3.9;unicodeobject.c:15718-15719,unicodeobject.c:15726-15735,object.c:993-994,object.c:1025-1025,object.c:1361-1361,object.c:2205-2209,object.h:408-408,object.h:422-422;PyObject_SetAttr;Innermost;0;0;0.02;1.00;1.00;12.57;2.62;1;0.00;12.24;11.80;11.80;11.80;0.94;4.50
Loop 881;python3.9;gcmodule.c:655-655,gcmodule.c:672-679;collect;Single;0;0;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 869;python3.9;eq.h:17-24,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:890-906;PyDict_GetItem;Single;0;0;0.02;1.00;1.00;12.51;2.00;21;0.00;10.65;14.00;14.00;14.00;1.12;7.00
Loop 827;python3.9;dictobject.c:344-350,dictobject.c:935-951,dictobject.c:1480-1480;PyDict_GetItemWithError;Innermost;0;0;0.02;1.00;1.00;8.00;2.05;4;0.00;12.50;5.38;5.38;5.38;0.67;2.63
Loop 3056;python3.9;import.c:1342-1345;find_frozen;Single;0;0;0.02;1.00;1.00;16.00;1.60;1;0.00;9.38;1.60;1.60;1.60;0.10;1.00
Loop 3052;python3.9;object.c:2205-2210,object.h:422-422,object.h:496-496,dictobject.c:596-598;free_keys_object;Single;0;0;0.02;1.00;1.00;8.00;2.24;9;0.00;12.50;5.60;5.60;5.60;0.70;2.50
Loop 2662;python3.9;typeobject.c:2157-2158,typeobject.c:2188-2188;subtype_dict;Single;0;0;0.02;1.00;1.00;8.00;1.00;2;0.00;12.50;3.00;3.00;3.00;0.38;3.00
Loop 2250;python3.9;compile.c:810-813,compile.c:817-819,compile.c:822-825,compile.c:830-830,compile.c:834-837,compile.c:841-844,compile.c:1187-1187,compile.c:1326-1326,compile.c:1329-1329,compile.c:1375-1375,compile.c:1389-1390,string3.h:85-85,object.h:422-422,object.h:430-430,longobject.c:528-528,longobject.c:539-539,longobject.c:547-547,longobject.c:556-559,longobject.c:568-568,longobject.c:585-585;compiler_addop_load_const;InBetween;0;0;0.02;1.00;1.00;21.05;2.11;1;0.00;9.41;22.20;22.20;22.20;1.05;10.50
Loop 1863;python3.9;pyarena.c:111-111,pyarena.c:114-114,pyarena.c:117-118,pyarena.c:122-123,pyarena.c:183-183,pyarena.c:190-191,pegen.c:493-497,pegen.c:728-729,pegen.c:735-737,pegen.c:740-740,pegen.c:745-748,pegen.c:794-795,pegen.c:800-801,pegen.c:804-804,parse.c:9972-9972,parse.c:9978-9978,parse.c:9989-9992,parse.c:9995-9995,parse.c:10000-10001,parse.c:10019-10019,parse.c:10113-10113,parse.c:10117-10118,parse.c:10122-10123,parse.c:10131-10132,parse.c:10139-10139,parse.c:10144-10145,parse.c:10152-10152,parse.c:10156-10157,parse.c:10161-10162,parse.c:10170-10171,parse.c:10178-10178,parse.c:10183-10184,parse.c:10191-10191,parse.c:10195-10196,parse.c:10200-10201,parse.c:10209-10210,parse.c:10217-10217,parse.c:10222-10222,parse.c:10228-10229,parse.c:10236-10236,parse.c:10240-10244;term_raw;InBetween;0;0;0.02;1.00;1.00;14.12;3.06;1;0.00;9.47;71.80;71.80;71.80;5.08;23.50
Loop 1847;python3.9;abstract.h:188-189,pycore_pyerrors.h:14-14,call.c:38-39,call.c:53-57,call.c:380-383,call.c:394-396;PyObject_CallOneArg.lto_priv.7;Single;0;0;0.02;1.00;1.00;13.45;4.00;1;0.00;10.23;8.00;8.00;8.00;0.59;2.00
Loop 1632;python3.9;abstract.c:1429-1429,abstract.c:1457-1457,abstract.c:1507-1507,object.h:422-422,object.h:430-430;PyNumber_Long;Single;0;0;0.02;1.00;1.00;8.00;4.20;1;0.00;12.50;4.20;4.20;4.20;0.53;1.00
Loop 1342;python3.9;classobject.c:90-90,abstract.h:116-116;method_vectorcall;Single;0;0;0.02;1.00;1.00;16.00;3.00;1;0.00;9.38;3.00;3.00;3.00;0.19;1.00
Loop 1283;python3.9;errors.c:282-282,errors.c:301-302,object.h:628-630,typeobject.c:1417-1417,typeobject.c:1425-1426,typeobject.c:1431-1433;PyErr_ExceptionMatches;InBetween;0;0;0.02;1.00;1.00;23.83;1.46;1;0.00;9.94;8.75;8.75;8.75;0.37;6.00
Loop 1255;python3.9;unicodeobject.c:2773-2777,unicodeobject.c:2781-2784,unicodeobject.c:2795-2802,unicodeobject.c:2807-2808,unicodeobject.c:2811-2811,unicodeobject.c:2816-2816,unicodeobject.c:2822-2833,unicodeobject.c:2837-2839,unicodeobject.c:2842-2845,unicodeobject.c:2848-2848,unicodeobject.c:2868-2876,unicodeobject.c:2879-2879,unicodeobject.c:2882-2883,unicodeobject.c:2886-2893,unicodeobject.c:2896-2896,unicodeobject.c:2901-2901,unicodeobject.c:2904-2905,unicodeobject.c:2908-2920,unicodeobject.c:2923-2923,unicodeobject.c:2932-2932,unicodeobject.c:2936-2938,unicodeobject.c:2946-2946,unicodeobject.c:3036-3036,unicodeobject.c:3045-3048,unicodeobject.c:3071-3073,unicodeobject.c:3080-3080,unicodeobject.c:3084-3084,unicodeobject.c:3088-3088,unicodeobject.c:3093-3096,unicodeobject.c:3109-3110,unicodeobject.c:14143-14144,unicodeobject.c:14148-14148,unicodeobject.c:14151-14152,unicodeobject.c:14155-14159,unicodeobject.c:14162-14162,unicodeobject.c:14165-14165,unicodeobject.c:14172-14172,unicodeobject.c:14177-14177,unicodeobject.c:14185-14185,unicodeobject.c:14195-14195,stdio2.h:34-34,string3.h:52-52;PyUnicode_FromFormatV;InBetween;0;0;0.02;1.00;1.00;28.21;3.17;1;0.00;8.67;125.40;125.40;125.40;4.45;39.50
Loop 1251;python3.9;errors.c:55-61,errors.c:168-168,errors.c:1104-1104,object.c:2205-2209,object.h:422-422,object.h:430-430,object.h:496-496;PyErr_Format;Innermost;0;0;0.02;2.22;1.00;7.79;2.22;1;6.67;13.33;10.00;4.50;10.00;1.28;4.50
Loop 1246;python3.9;object.c:686-688,object.c:694-702,object.c:725-726,object.h:408-408,pycore_ceval.h:94-94;PyObject_RichCompare;Single;0;0;0.02;1.00;1.00;14.00;7.00;1;0.00;10.71;7.00;7.00;7.00;0.50;1.00
Loop 1194;python3.9;gcmodule.c:81-81,gcmodule.c:117-117,gcmodule.c:449-449,funcobject.c:619-622,typeobject.c:3764-3764,pycore_object.h:112-114;func_traverse;Outermost;0;0;0.02;1.00;1.00;22.88;1.97;1;0.00;10.49;11.80;11.80;11.80;0.52;6.00
Loop 1189;python3.9;descrobject.c:354-354,object.c:2205-2209,unicode_format.h:724-726,unicode_format.h:918-918,unicode_format.h:927-927,object.h:422-422,object.h:496-496,pycore_ceval.h:94-94;method_vectorcall_VARARGS_KEYWORDS;Single;0;0;0.02;1.00;1.00;14.15;3.30;1;0.00;10.71;6.60;6.60;6.60;0.47;2.00
Loop 1152;python3.9;dictobject.c:344-350,dictobject.c:935-951;_PyObject_GenericGetAttrWithDict;Single;0;0;0.02;1.00;1.00;7.97;2.28;4;0.00;12.50;5.97;5.97;5.97;0.75;2.63
Loop 1115;python3.9;eq.h:23-23,dictobject.c:849-850,dictobject.c:858-859,dictobject.c:867-867;lookdict_unicode;Outermost;0;0;0.02;1.00;1.00;6.86;4.00;1;0.00;11.06;6.00;6.00;6.00;0.88;1.50
Loop 1108;python3.9;getargs.c:604-609;convertitem;Single;0;0;0.02;1.00;1.00;16.00;2.00;1;0.00;6.25;2.00;2.00;2.00;0.13;1.00
Loop 1083;python3.9;pycore_pyerrors.h:14-14,call.c:38-39,call.c:57-57,call.c:127-127,call.c:134-134,call.c:370-374,call.c:380-388,call.c:396-396;_PyObject_FastCallDictTstate;Single;0;0;0.02;1.00;1.00;12.70;4.32;1;0.00;12.17;10.80;10.80;10.80;0.85;2.50
Loop 958;python3.9;modsupport.c:448-448,modsupport.c:510-510,object.h:408-408;do_mkvalue;Single;0;0;0.02;1.00;1.00;8.00;1.47;1;0.00;12.50;2.20;2.20;2.20;0.28;1.50
Loop 952;python3.9;modsupport.c:48-48,modsupport.c:58-61,modsupport.c:66-66,modsupport.c:80-80;va_build_value;Outermost;0;0;0.02;1.00;1.00;16.00;2.83;10;0.00;6.25;4.25;4.25;4.25;0.27;1.50
Loop 911;python3.9;tupleobject.c:623-626,gcmodule.c:117-117,pycore_object.h:114-114;tupletraverse;Outermost;0;0;0.02;1.00;1.00;12.31;2.40;1;0.00;10.94;2.40;2.40;2.40;0.20;1.00
Loop 879;python3.9;pycore_pystate.h:55-55,gcmodule.c:256-262,gcmodule.c:2355-2360,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923;PyObject_GC_Del;Single;0;0;0.02;3.03;1.00;7.63;3.03;1;3.08;11.92;34.80;11.50;34.80;4.56;11.50
Loop 833;python3.9;pycore_pystate.h:55-55,gcmodule.c:1394-1396,gcmodule.c:1401-1401,gcmodule.c:1442-1442,gcmodule.c:2278-2280,gcmodule.c:2283-2287,objimpl.h:69-69,objimpl.h:84-84,object.c:1824-1824,string3.h:85-85,object.h:133-133,object.h:138-138,object.h:143-143,object.h:408-408,typeobject.c:1061-1061,typeobject.c:1068-1068,typeobject.c:1072-1072,pycore_object.h:39-39,pycore_object.h:46-51;PyType_GenericAlloc;Outermost;0;0;0.02;2.55;1.00;12.80;2.55;1;5.26;9.95;14.00;5.50;14.00;1.09;5.50
Loop 826;python3.9;object.c:775-779,dictobject.c:344-350,dictobject.c:782-785,dictobject.c:797-797,dictobject.c:811-811,dictobject.c:922-922,dictobject.c:925-925,dictobject.c:930-933,dictobject.c:938-938,dictobject.c:942-942,dictobject.c:945-947,dictobject.c:950-951,dictobject.c:1471-1471,dictobject.c:1476-1480;PyDict_GetItemWithError;Outermost;0;0;0.02;1.00;1.00;12.86;2.43;1;0.00;12.06;29.20;29.20;29.20;2.27;12.00
Loop 797;python3.9;dictobject.c:893-894,dictobject.c:901-902,dictobject.c:909-909;lookdict_unicode_nodummy;Outermost;0;0;0.02;1.00;1.00;11.08;4.50;1;0.00;10.71;4.50;4.50;4.50;0.41;1.00
Loop 789;python3.9;object.h:408-408,typeobject.c:3764-3764,pycore_object.h:112-114,dictobject.c:377-377,dictobject.c:382-382,dictobject.c:393-393,dictobject.c:849-850,dictobject.c:858-859,dictobject.c:1040-1040,dictobject.c:2951-2951,dictobject.c:2962-2964,dictobject.c:2968-2970,dictobject.c:2973-2979,dictobject.c:2982-2990,dictobject.c:3003-3003;PyDict_SetDefault;Outermost;0;0;0.02;2.65;1.00;16.99;2.65;1;4.65;11.56;29.20;11.00;29.20;1.72;11.00
