ID;Module;Source Location;Source Function;Level;Max Time Over Threads (s);Time w.r.t. Wall Time (s);Coverage (% app. time);Speedup if no scalar integer;Speedup if FP arith vectorized;Speedup if fully vectorized;Speedup if FP only;Number of paths;Vectorization Ratio (%);Vectorization Efficiency (%);CQA cycles;CQA cycles if no scalar integer;CQA cycles if FP arith vectorized;CQA cycles if fully vectorized;CQA cycles if FP only
Loop 1943;python3.12;typeobject.c:2006-2009;subtype_dealloc;Single;0.01;0.01;0.02;1.00;1.00;8.00;1.05;2;0.00;12.50;2.10;2.10;2.10;0.26;2.00
Loop 1578;python3.12;codeobject.c:459-462;PyCode_Addr2Line;Innermost;0.01;0.01;0.02;1.00;1.00;16.00;1.00;1;0.00;6.25;3.00;3.00;3.00;0.19;3.00
Loop 2183;python3.12;setobject.c:60-62;set_contains;Outermost;0.01;0.01;0.02;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA
Loop 1570;python3.12;codeobject.c:971-972;PyTraceBack_Here;Innermost;0.01;0.01;0.02;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 1186;python3.12;unicodeobject.c:2779-2780,unicodeobject.c:2799-2799,unicodeobject.c:2802-2805,unicodeobject.c:13152-13153,unicodeobject.c:13157-13157,unicodeobject.c:13171-13171,unicodeobject.c:13174-13174,unicodeobject.c:13181-13181,unicodeobject.c:13204-13204,string3.h:51-51;PyUnicode_FromFormatV;InBetween;0.01;0.01;0.02;1.00;1.00;8.00;1.00;1;0.00;12.50;0.50;0.50;0.50;0.06;0.50
Loop 1019;python3.12;dictobject.c:375-375,dictobject.c:378-380,dictobject.c:383-383,dictobject.c:1266-1272,dictobject.c:1276-1276,dictobject.c:1279-1279,dictobject.c:1284-1286,dictobject.c:1289-1292,dictobject.c:1295-1295,dictobject.c:1328-1328,pycore_dict.h:134-135,pycore_dict.h:189-189,pycore_dict.h:192-193;insertdict;Outermost;0.01;0.01;0.02;6.64;1.00;7.11;6.64;1;8.00;11.81;16.60;2.50;16.60;2.34;2.50
Loop 8996;libtensorflow_framework.so.2;;tsl::gtl::internal::FlatRep<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::Bucket, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear();Innermost;0.01;0.01;0.02;1.00;1.00;34.74;1.90;5;0.00;7.03;3.80;3.80;3.80;0.11;2.00
Loop 1920;python3.12;obmalloc.c:637-637,call.c:28-29,classobject.c:63-63,classobject.c:93-94,classobject.c:98-98,pystate.c:1241-1242,pystate.c:1245-1247,pystate.c:2795-2795,pystate.c:2798-2798,pystate.c:2802-2807,pystate.c:2811-2812,pycore_ceval.h:87-88,pycore_pyerrors.h:23-23,object.h:644-644,object.h:647-647,pycore_frame.h:121-133,ceval.c:1582-1582,ceval.c:1586-1588;method_vectorcall;Outermost;0.01;0.01;0.02;3.66;1.00;8.42;3.66;1;13.73;13.14;25.60;7.00;25.60;3.04;7.00
Loop 1590;python3.12;object.h:243-243,object.h:701-706,frameobject.c:908-909;frame_dealloc;Single;0.01;0.01;0.02;1.00;1.00;11.92;1.55;4;0.00;10.68;2.52;2.52;2.52;0.21;1.63
Loop 1569;python3.12;pycore_pystate.h:82-82,pycore_pystate.h:118-118,obmalloc.c:662-662,obmalloc.c:1570-1571,object.c:2193-2197,errors.c:33-34,pycore_gc.h:23-23,pycore_gc.h:63-63,pycore_gc.h:74-74,pycore_object.h:167-167,pycore_object.h:214-219,pycore_pyerrors.h:23-23,object.h:243-243,object.h:274-274,object.h:644-647,object.h:701-706,object.h:788-788,object.h:798-798,exceptions.c:291-295,traceback.c:55-57,traceback.c:250-250,traceback.c:257-258,gcmodule.c:2219-2219,gcmodule.c:2260-2262,gcmodule.c:2273-2279,gcmodule.c:2308-2310;PyTraceBack_Here;Single;0.01;0.01;0.02;2.16;1.00;10.45;2.16;1;7.46;10.75;34.60;16.00;34.60;3.31;16.00
Loop 6663;libtensorflow_framework.so.2;;tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::Process(tensorflow::SimplePropagatorState::TaggedNode const&, long);Innermost;0.01;0.01;0.02;1.00;1.00;25.17;1.83;4;12.50;9.05;2.75;2.75;2.75;0.11;1.50
Loop 1350;python3.12;typeobject.c:5307-5307,pycore_object.h:331-332,object.h:220-220,gcmodule.c:80-80,gcmodule.c:116-116,gcmodule.c:471-471,setobject.c:469-472,setobject.c:663-663;set_traverse;Outermost;0.01;0.01;0.02;1.00;1.00;20.31;1.50;106;0.00;11.81;15.00;15.00;15.00;0.74;10.00
Loop 1185;python3.12;object.c:2611-2611,object.c:2625-2625,unicodeobject.c:1444-1444,unicodeobject.c:2304-2304,unicodeobject.c:2348-2349,unicodeobject.c:2352-2354,unicodeobject.c:2358-2358,unicodeobject.c:2410-2410,unicodeobject.c:2415-2420,unicodeobject.c:2429-2431,unicodeobject.c:2438-2439,unicodeobject.c:2447-2451,unicodeobject.c:2460-2463,unicodeobject.c:2470-2474,unicodeobject.c:2479-2480,unicodeobject.c:2485-2489,unicodeobject.c:2492-2493,unicodeobject.c:2496-2500,unicodeobject.c:2504-2504,unicodeobject.c:2508-2511,unicodeobject.c:2515-2515,unicodeobject.c:2519-2519,unicodeobject.c:2522-2522,unicodeobject.c:2526-2526,unicodeobject.c:2529-2529,unicodeobject.c:2654-2654,unicodeobject.c:2661-2661,unicodeobject.c:2761-2761,unicodeobject.c:2780-2782,unicodeobject.c:2814-2814,unicodeobject.c:2820-2820,unicodeobject.c:4780-4780,unicodeobject.c:13095-13095,unicodeobject.c:13098-13104,unicodeobject.c:13107-13107,unicodeobject.c:13112-13112,unicodeobject.h:212-212,unicodeobject.h:280-280,unicodeobject.h:363-364,unicodeobject.h:367-369,unicodeobject.h:372-372,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705;PyUnicode_FromFormatV;InBetween;0.01;0.01;0.02;1.00;1.00;33.54;2.08;1;0.00;8.42;87.25;87.25;87.25;2.60;42.00
Loop 148;libtensorflow_framework.so.2;;tensorflow::Tensor* std::__uninitialized_copy<false>::__uninit_copy<tensorflow::Tensor const*, tensorflow::Tensor*>(tensorflow::Tensor const*, tensorflow::Tensor const*, tensorflow::Tensor*);Single;0.01;0.01;0.02;1.33;1.00;9.83;2.53;4;15.48;11.58;3.80;2.85;3.80;0.39;1.50
Loop 43819;libtensorflow_framework.so.2;;absl::lts_20230802::Mutex::UnlockSlow(absl::lts_20230802::SynchWaitParams*);Outermost;0.01;0.01;0.02;1.70;1.00;20.07;1.75;44896;5.77;11.45;30.60;18.00;30.60;1.52;17.50
Loop 42873;libtensorflow_framework.so.2;;nsync::nsync_mu_semaphore_p_with_deadline(nsync::nsync_semaphore_s_*, timespec);Single;0;0.01;0.02;1.00;1.00;14.84;2.40;9;0.00;9.03;12.00;12.00;12.00;0.81;5.00
Loop 9906;libtensorflow_framework.so.2;;std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, false> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, false>);Single;0.01;0.01;0.02;1.00;1.00;2.46;4.92;74;0.00;11.56;32.00;32.00;32.00;13.00;6.50
Loop 9851;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::set_output(int, tensorflow::Tensor&&);Single;0.01;0.01;0.02;1.00;1.00;57.60;3.00;1;0.00;8.59;6.00;6.00;6.00;0.10;2.00
Loop 9849;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::allocate_temp(tensorflow::DataType, tensorflow::TensorShape const&, tensorflow::Tensor*, tsl::AllocatorAttributes, tsl::AllocationAttributes const&);Single;0.01;0.01;0.02;5.52;1.00;9.19;7.14;1;28.87;14.74;46.40;8.40;46.40;5.05;6.50
Loop 8744;libtensorflow_framework.so.2;;tsl::gtl::FlatMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tensorflow::FunctionRecord*, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;Single;0.01;0.01;0.02;1.00;1.00;12.81;1.32;3;0.00;10.25;5.30;5.30;5.30;0.41;4.00
Loop 2102;python3.12;pycore_pystate.h:82-82,object.c:790-795,object.c:799-801,object.c:805-807,object.c:840-840,object.c:864-864,object.c:872-875,typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2130,typeobject.c:5557-5557,tupleobject.c:639-640,tupleobject.c:644-644,pycore_ceval.h:121-121,pycore_ceval.h:134-134,pycore_ceval.h:143-143,object.h:220-220,object.h:234-234,object.h:243-243,object.h:701-701;tuplerichcompare;Outermost;0.01;0.01;0.02;1.00;1.00;13.21;1.86;20;0.00;10.53;26.00;26.00;26.00;1.97;14.00
Loop 2018;python3.12;object.c:2611-2611,object.c:2625-2625,typeobject.c:1830-1835,object.h:243-243,object.h:701-705;clear_slots;Single;0.01;0.01;0.02;1.00;1.00;23.77;1.54;6;0.00;9.20;5.40;5.40;5.40;0.23;3.50
Loop 6781;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::ActivateRoots(absl::lts_20230802::Span<tensorflow::NodeItem const* const>, absl::lts_20230802::InlinedVector<tensorflow::SimplePropagatorState::TaggedNode, 8ul, std::allocator<tensorflow::SimplePropagatorState::TaggedNode> >*);Single;0;0.01;0.02;1.00;1.00;8.00;2.60;6;0.00;12.50;5.20;5.20;5.20;0.65;2.00
Loop 6780;libtensorflow_framework.so.2;;tensorflow::SimplePropagatorState::~SimplePropagatorState();Single;0.01;0.01;0.02;1.00;1.00;8.00;1.63;2;0.00;12.50;1.63;1.63;1.63;0.20;1.00
Loop 1583;python3.12;object.c:2611-2611,object.c:2625-2625,typeobject.c:900-904,typeobject.c:2185-2197,typeobject.c:2205-2205,typeobject.c:4758-4766,object.h:220-220,object.h:243-243,object.h:644-647,object.h:701-705;lookup_maybe_method;Single;0.01;0.01;0.02;1.00;1.00;13.32;2.33;1;0.00;8.62;12.80;12.80;12.80;0.96;5.50
Loop 6284;libtensorflow_framework.so.2;;tsl::gtl::internal::FlatRep<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::gtl::FlatSet<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::Bucket, tsl::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, void>, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear_no_resize();Single;0.01;0.01;0.02;1.00;1.00;37.88;1.52;6561;0.00;4.39;18.20;18.20;18.20;0.48;12.00
Loop 4031;libtensorflow_framework.so.2;;std::_Rb_tree<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul>, std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell>, std::_Select1st<std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell> >, std::less<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> >, std::allocator<std::pair<std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const, tsl::monitoring::CounterCell> > >::find(std::array<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, 1ul> const&);Single;0.01;0.01;0.02;1.00;1.00;13.33;3.13;6;0.00;11.93;6.25;6.25;6.25;0.47;2.00
Loop 2092;python3.12;compile.c:159-161,object.h:234-234,assemble.c:79-79,assemble.c:344-345,assemble.c:357-359,assemble.c:362-362,assemble.c:369-372,assemble.c:387-389,assemble.c:392-396,assemble.c:406-407,assemble.c:592-592;_PyAssemble_MakeCodeObject;Outermost;0;0;0.01;1.00;1.00;38.58;3.44;20;0.00;7.03;17.20;17.20;17.20;0.45;5.00
Loop 1326;python3.12;typeobject.c:5307-5307,tupleobject.c:140-145,pycore_gc.h:40-40,pycore_object.h:331-332,object.h:220-220;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;21.84;1.50;6;0.00;11.41;6.00;6.00;6.00;0.27;4.00
Loop 1324;python3.12;pycore_gc.h:60-60,gcmodule.c:322-323;gc_collect_main;Single;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 14613;libtensorflow_framework.so.2;;tensorflow::OpDefBuilder::Finalize(tensorflow::OpRegistrationData*) const;Outermost;0;0;0.01;3.68;1.00;7.90;4.14;1000012;9.72;12.02;265.20;72.00;265.20;33.57;64.00
Loop 1322;python3.12;typeobject.c:5307-5307,dictobject.c:1142-1142,dictobject.c:1150-1153,pycore_gc.h:40-40,pycore_object.h:331-332,object.h:220-220;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;14.97;1.90;7;0.00;11.77;7.60;7.60;7.60;0.51;4.00
Loop 1317;python3.12;typeobject.c:335-335,typeobject.c:2124-2124,typeobject.c:2130-2131,pycore_gc.h:60-60,pycore_object.h:322-322,pycore_object.h:355-355,object.h:220-220,object.h:234-234,object.h:382-382,gcmodule.c:699-699,gcmodule.c:786-786,gcmodule.c:789-789,gcmodule.c:792-792,gcmodule.c:804-804,gcmodule.c:807-807,gcmodule.c:821-821;gc_collect_main;InBetween;0;0;0.01;1.00;1.00;11.76;1.29;200;0.00;12.11;9.00;9.00;9.00;0.77;7.00
Loop 1315;python3.12;pycore_gc.h:60-60,gcmodule.c:322-323;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1138;python3.12;pycore_pystate.h:118-118,object.c:2611-2611,object.c:2625-2625,unicodeobject.c:14720-14724,unicodeobject.c:14731-14744,unicodeobject.c:14756-14756,pycore_object.h:74-74,codeobject.c:137-139,object.h:243-243,object.h:644-644,object.h:701-705;_PyCode_New;Single;0;0;0.01;1.00;1.00;24.69;1.77;7;0.00;8.44;10.60;10.60;10.60;0.43;6.00
Loop 1955;python3.12;flowgraph.c:1399-1404,flowgraph.c:1580-1580;_PyCfg_OptimizeCodeUnit.isra.0;Innermost;0;0;0.01;1.20;1.00;9.60;1.20;1;0.00;8.33;1.20;1.00;1.20;0.13;1.00
Loop 1013;python3.12;unicodeobject.c:4600-4600,unicodeobject.c:4603-4603,unicodeobject.c:4606-4608,unicodeobject.c:4613-4613,unicodeobject.c:4616-4618;unicode_decode_utf8;Outermost;0;0;0.01;1.00;1.00;26.67;1.56;7;0.00;11.13;6.25;6.25;6.25;0.23;4.00
Loop 941;python3.12;dictobject.c:344-346,dictobject.c:978-978,dictobject.c:1003-1007;_Py_dict_lookup;Innermost;0;0;0.01;1.00;1.00;14.40;1.50;1;0.00;9.38;2.25;2.25;2.25;0.16;1.50
Loop 46536;libtensorflow_framework.so.2;;(anonymous namespace)::OperationVerifier::verifyOpAndDominance(mlir::Operation&);Outermost;0;0;0.01;3.93;1.00;30.61;3.93;50439;1.96;9.67;135.60;34.50;135.60;4.43;34.50
Loop 1057;python3.12;listobject.c:1057-1061,listobject.c:1131-1133,listobject.c:1244-1244,listobject.c:1315-1316,listobject.c:1319-1323,listobject.c:1330-1331,listobject.c:1948-1948,listobject.c:1961-1962,listobject.c:1996-1996,listobject.c:1999-2001,listobject.c:2007-2007,listobject.c:2059-2060,listobject.c:2434-2434,listobject.c:2440-2445,listobject.c:2454-2456,listobject.c:2460-2460,longintrepr.h:121-122;list_sort_impl;InBetween;0;0;0.01;2.91;1.00;13.17;2.91;1;5.88;12.44;93.20;32.00;93.20;7.07;32.00
Loop 1945;python3.12;typeobject.c:1949-1950;subtype_dealloc;Single;0;0;0.01;1.00;NA;NA;1.00;1;NA;NA;2.00;2.00;NA;NA;2.00
Loop 15974;libtensorflow_framework.so.2;;tensorflow::TensorShapeBase<tensorflow::TensorShape>::RemoveDimRange(int, int);Single;0;0;0.01;1.00;1.00;8.00;2.90;6;0.00;12.50;5.80;5.80;5.80;0.72;2.00
Loop 3279;python3.12;_abc.c:749-752;_abc__abc_subclasscheck;Single;0;0;0.01;1.00;1.00;8.00;1.50;1;0.00;12.50;1.50;1.50;1.50;0.19;1.00
Loop 2675;python3.12;listobject.c:323-323,listobject.c:334-334,listobject.h:44-44,object.h:234-234,object.h:243-243,object.h:644-644,object.h:647-647,object.h:701-701,object.h:705-705,object.h:967-967,split.h:356-356,split.h:360-360,split.h:365-370,split.h:374-374,split.h:381-381,pycore_list.h:51-53;PyUnicode_Splitlines;InBetween;0;0;0.01;1.00;1.00;18.11;1.83;60;0.00;10.02;17.40;17.40;17.40;0.96;9.50
Loop 1305;python3.12;pycore_gc.h:60-60,gcmodule.c:86-86,gcmodule.c:333-333;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 1148;python3.12;typeobject.c:225-225,typeobject.c:231-231,typeobject.c:258-258,typeobject.c:308-308,typeobject.c:1744-1744,typeobject.c:3152-3154,typeobject.c:3159-3159,typeobject.c:3196-3196,typeobject.c:3200-3202,typeobject.c:3219-3220,typeobject.c:3258-3258,typeobject.c:3275-3275,typeobject.c:3290-3292,typeobject.c:3319-3320,typeobject.c:3328-3328,typeobject.c:3332-3336,typeobject.c:3339-3346,typeobject.c:3349-3350,typeobject.c:3361-3362,typeobject.c:3365-3365,typeobject.c:3379-3380,typeobject.c:3383-3383,typeobject.c:3387-3388,typeobject.c:3392-3393,typeobject.c:3400-3400,typeobject.c:3414-3416,typeobject.c:3422-3423,typeobject.c:3428-3428,typeobject.c:3431-3431,typeobject.c:3444-3446,typeobject.c:3452-3452,typeobject.c:3457-3458,typeobject.c:3463-3465,typeobject.c:3471-3472,typeobject.c:3480-3482,typeobject.c:3487-3487,typeobject.c:3491-3492,typeobject.c:3495-3495,typeobject.c:3538-3539,typeobject.c:3542-3542,typeobject.c:3559-3567,typeobject.c:3570-3572,typeobject.c:3580-3581,typeobject.c:3586-3587,typeobject.c:3590-3590,typeobject.c:3594-3596,typeobject.c:3599-3599,typeobject.c:3611-3613,typeobject.c:3620-3620,typeobject.c:3627-3628,typeobject.c:3638-3640,typeobject.c:3688-3688,typeobject.c:3691-3691,typeobject.c:3727-3727,typeobject.c:3732-3732,typeobject.c:3792-3792,typeobject.c:3899-3899,typeobject.c:3929-3929,typeobject.c:4725-4725,typeobject.c:9918-9918,typeobject.c:9944-9945,typeobject.c:9949-9949,typeobject.c:9989-9991,typeobject.c:9995-9997,typeobject.c:10001-10003,dictobject.c:2135-2137,dictobject.c:2146-2146,object.h:220-220,object.h:234-234,object.h:243-243,object.h:643-644,object.h:647-647,object.h:701-701,object.h:705-706,object.h:967-967,string3.h:51-51;type_new;Outermost;0;0;0.01;2.38;1.00;14.96;2.38;1;5.26;10.79;101.20;42.50;101.20;6.77;42.50
Loop 9160;libtensorflow_framework.so.2;;tensorflow::KernelAttrsMatch(tensorflow::KernelDef const&, tensorflow::AttrSlice, bool*);Single;0;0;0.01;1.00;1.00;16.00;1.00;1;0.00;6.25;1.00;1.00;1.00;0.06;1.00
Loop 7766;libtensorflow_framework.so.2;;tensorflow::DynamicDeviceMgr::LookupDevice(std::basic_string_view<char, std::char_traits<char> >, tensorflow::Device**) const;Single;0;0;0.01;1.00;1.00;2.46;4.00;6;0.00;11.46;16.00;16.00;16.00;6.50;4.00
Loop 1337;python3.12;dictobject.c:3544-3545;dict_traverse;Single;0;0;0.01;1.00;1.00;10.98;1.40;2;0.00;11.72;1.75;1.75;1.75;0.16;1.25
Loop 1304;python3.12;pycore_gc.h:59-68,pycore_gc.h:74-81,object.h:243-243,object.h:644-647,object.h:701-706,gcmodule.c:243-243,gcmodule.c:289-292,gcmodule.c:986-994;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.69;3.03;2;0.00;10.49;9.10;9.10;9.10;1.05;3.00
Loop 40705;libtensorflow_framework.so.2;;mlir::tfg::InferReturnTypeComponentsForTFOp(std::optional<mlir::Location>, mlir::Operation*, mlir::ValueRange, long, llvm::function_ref<mlir::Attribute (mlir::Value)>, llvm::function_ref<tensorflow::shape_inference::ShapeHandle (tensorflow::shape_inference::InferenceContext&, mlir::OpResult)>, llvm::function_ref<mlir::Type (int)>, llvm::function_ref<absl::lts_20230802::Status (mlir::Operation*, llvm::StringRef, tensorflow::OpRegistrationData const*, bool, google::protobuf::Map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, tensorflow::AttrValue>*)>, llvm::SmallVectorImpl<mlir::ShapedTypeComponents>&);Outermost;0;0;0.01;6.22;1.00;10.49;6.22;3240;3.96;11.48;56.00;9.00;56.00;5.34;9.00
Loop 15387;libtensorflow_framework.so.2;;tsl::ConsumePrefix(std::basic_string_view<char, std::char_traits<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::basic_string_view<char, std::char_traits<char> >);Innermost;0;0;0.01;1.00;NA;NA;1.00;1;NA;NA;1.00;1.00;NA;NA;1.00
Loop 9843;libtensorflow_framework.so.2;;tensorflow::OpKernelContext::~OpKernelContext();Single;0;0;0.01;1.00;1.00;8.00;1.44;3;0.00;12.50;1.92;1.92;1.92;0.24;1.33
Loop 3267;python3.12;typeobject.c:9888-9894;update_slot;Single;0;0;0.01;1.00;1.00;8.00;1.00;2;0.00;12.50;2.00;2.00;2.00;0.25;2.00
Loop 38043;libtensorflow_framework.so.2;;Eigen::EventCount::Notify(bool);Single;0;0;0.01;1.00;1.00;11.25;2.09;3;0.00;11.35;5.92;5.92;5.92;0.53;2.83
Loop 25573;libtensorflow_framework.so.2;;std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, tsl::BFCAllocator::Bin::ChunkComparator, std::allocator<unsigned long> >::equal_range(unsigned long const&);Outermost;0;0;0.01;1.00;NA;NA;1.00;1;NA;NA;0.50;0.50;NA;NA;0.50
Loop 9992;libtensorflow_framework.so.2;;tensorflow::ResourceMgr::DoLookup(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, tensorflow::ResourceBase**) const;Innermost;0;0;0.01;1.25;1.00;9.14;1.27;4;8.71;12.68;5.06;4.06;5.06;0.55;4.00
Loop 9895;libtensorflow_framework.so.2;;std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, tensorflow::KernelRegistration> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, false> >::equal_range(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);Single;0;0;0.01;1.00;1.00;2.48;2.48;4;0.00;12.06;8.05;8.05;8.05;3.25;3.25
Loop 9749;libtensorflow_framework.so.2;;absl::lts_20230802::strings_internal::Splitter<absl::lts_20230802::ByChar, tsl::str_util::SkipEmpty, std::basic_string_view<char, std::char_traits<char> > >::ConvertToContainer<std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > >, std::basic_string_view<char, std::char_traits<char> >, false>::operator()(absl::lts_20230802::strings_internal::Splitter<absl::lts_20230802::ByChar, tsl::str_util::SkipEmpty, std::basic_string_view<char, std::char_traits<char> > > const&) const;Innermost;0.01;0;0.01;1.00;1.00;12.41;2.28;2;0.00;11.76;5.70;5.70;5.70;0.46;2.50
Loop 9183;libtensorflow_framework.so.2;;_ZNKSt14default_deleteIA_N10tensorflow15LocalRendezvous11TableBucketEEclIS2_EENSt9enable_ifIXsr14is_convertibleIPA_T_PS3_EE5valueEvE4typeEPS7_;Innermost;0;0;0.01;1.00;1.00;50.09;1.13;256;0.00;2.04;9.00;9.00;9.00;0.18;8.00
Loop 6688;libtensorflow_framework.so.2;;std::_Function_handler<void (), tensorflow::(anonymous namespace)::ExecutorState<tensorflow::SimplePropagatorState>::ProcessAsync(tensorflow::NodeItem const&, tensorflow::OpKernelContext::Params const&, tensorflow::SimplePropagatorState::TaggedNode const&, tensorflow::Entry*, tensorflow::NodeExecStatsInterface*, unsigned long)::{lambda()#3}>::_M_invoke(std::_Any_data const&);Innermost;0;0;0.01;1.00;1.00;8.00;1.88;2;0.00;12.50;1.88;1.88;1.88;0.23;1.00
Loop 1329;python3.12;pycore_gc.h:60-60,gcmodule.c:488-491;deduce_unreachable;Single;0;0;0.01;1.00;1.00;16.00;1.00;1;0.00;9.38;2.00;2.00;2.00;0.13;2.00
Loop 1302;python3.12;gcmodule.c:677-677,gcmodule.c:694-701;gc_collect_main;Innermost;0;0;0.01;1.00;1.00;8.00;1.00;1;0.00;12.50;4.00;4.00;4.00;0.50;4.00
Loop 1239;python3.12;genobject.c:935-935,object.h:243-243,bytecodes.c:2941-2945,bytecodes.c:3191-3191,ceval.c:911-913,ceval.c:997-1000,ceval.c:1007-1007;_PyEval_EvalFrameDefault;Outermost;0;0;0.01;1.00;1.00;10.03;3.23;1;0.00;10.31;21.00;21.00;21.00;2.09;6.50
Loop 1179;python3.12;obmalloc.c:637-637,call.c:28-29,call.c:149-149,pystate.c:1241-1242,pystate.c:1245-1247,pystate.c:2795-2795,pystate.c:2798-2798,pystate.c:2802-2807,pystate.c:2811-2812,pycore_ceval.h:87-88,pycore_pyerrors.h:23-23,object.h:644-644,object.h:647-647,pycore_frame.h:121-133,ceval.c:1582-1582,ceval.c:1586-1588,ceval.c:1671-1671;_PyObject_FastCallDictTstate;Outermost;0;0;0.01;3.87;1.00;9.17;3.87;1;15.56;13.23;23.20;6.00;23.20;2.53;6.00
Loop 1175;python3.12;pycore_pystate.h:118-118,typeobject.c:225-225,typeobject.c:229-229,dictobject.c:1755-1755,object.h:967-967;do_super_lookup;Outermost;0;0;0.01;1.00;1.00;8.00;8.00;1;0.00;12.50;4.00;4.00;4.00;0.50;0.50
