address;source_location;insn;indent
0x62dd720;:0;PUSH	%RBP;
0x62ddc3d;:0;MOV	%RAX,0x18(%R13);(6692) 
0x62ddc41;:0;MOVQ	$0,0x18(%RBX);(6692) 
0x62ddc49;:0;MOV	-0x310(%RBP),%RAX;(6692) 
0x62ddc50;:0;CMPB	$0,0x9(%RAX);(6692) 
0x62ddc54;:0;JE	62dd8f0 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1d0>;(6692) 
0x62ddc5a;:0;MOV	-0x308(%RBP),%RAX;(6692) 
0x62ddc61;:0;MOV	0x10(%RAX),%RAX;(6692) 
0x62ddc65;:0;MOV	(%RAX),%RSI;(6692) 
0x62ddc68;:0;MOV	0x20(%RAX),%RAX;(6692) 
0x62ddc6c;:0;MOV	0x8(%RAX),%RAX;(6692) 
0x62ddc70;:0;MOV	0xa8(%RAX),%RDI;(6692) 
0x62ddc77;:0;AND	$-0x4,%RDI;(6692) 
0x62ddc7b;:0;MOV	%R12D,%EDX;(6692) 
0x62ddc7e;:0;MOV	%R13,%RCX;(6692) 
0x62ddc81;:0;CALL	763f9b0 <_ZN10tensorflow9LogMemory18RecordTensorOutputERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEliRKNS_6TensorE@plt>;(6692) 
0x62ddc86;:0;JMP	62dd8f0 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1d0>;(6692) 
0x62ddc8b;:0;TEST	%RDI,%RDI;(6692) 
0x62ddc8e;:0;MOV	-0x318(%RBP),%RBX;(6692) 
0x62ddc95;:0;JE	62ddcac <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x58c>;(6692) 
0x62ddc97;:0;MOV	-0x300(%RBP),%RAX;(6692) 
0x62ddc9e;:0;MOV	%RDI,(%RAX);(6692) 
0x62ddca1;:0;MOVQ	$0x36,-0x270(%RBP);(6692) 
0x62ddcac;:0;MOV	-0x2f0(%RBP),%RDI;(6692) 
0x62ddcb3;:0;LEA	-0x2e0(%RBP),%RAX;(6692) 
0x62ddcba;:0;CMP	%RAX,%RDI;(6692) 
0x62ddcbd;:0;MOV	-0x330(%RBP),%R13;(6692) 
0x62ddcc4;:0;JE	62ddccb <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x5ab>;(6692) 
0x62ddcc6;:0;CALL	7632540 <_ZdlPv@plt>;(6692) 
0x62ddccb;:0;MOV	-0x2d0(%RBP),%RDI;(6692) 
0x62ddcd2;:0;LEA	-0x2c0(%RBP),%RAX;(6692) 
0x62ddcd9;:0;CMP	%RAX,%RDI;(6692) 
0x62ddcdc;:0;JE	62ddce3 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x5c3>;(6692) 
0x62ddcde;:0;CALL	7632540 <_ZdlPv@plt>;(6692) 
0x62ddce3;:0;MOV	-0x2b0(%RBP),%RDI;(6692) 
0x62ddcea;:0;LEA	-0x2a0(%RBP),%RAX;(6692) 
0x62ddcf1;:0;CMP	%RAX,%RDI;(6692) 
0x62ddcf4;:0;JE	62ddcfb <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x5db>;(6692) 
0x62ddcf6;:0;CALL	7632540 <_ZdlPv@plt>;(6692) 
0x62ddcfb;:0;CMPQ	$0,-0x338(%RBP);(6692) 
0x62ddd03;:0;JNE	62dd900 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1e0>;(6692) 
0x62ddd09;:0;JMP	62dd8f0 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1d0>;(6692) 
0x62ddd0e;:0;LEA	-0x270(%RBP),%RDI;(6692) 
0x62ddd15;:0;MOV	%RBX,%RSI;(6692) 
0x62ddd18;:0;CALL	76326b0 <_ZN10tensorflow14TensorShapeRep12SlowCopyFromERKS0_@plt>;(6692) 
0x62ddd1d;:0;MOV	%R14B,-0x263(%RBP);(6692) 
0x62ddd24;:0;MOV	-0x258(%RBP),%R14;(6692) 
0x62ddd2b;:0;MOV	0x18(%RBX),%RAX;(6692) 
0x62ddd2f;:0;CMP	%RAX,%R14;(6692) 
0x62ddd32;:0;JE	62ddd67 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x647>;(6692) 
0x62ddd34;:0;TEST	%R14,%R14;(6692) 
0x62ddd37;:0;JE	62ddd56 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x636>;(6692) 
0x62ddd39;:0;LOCK DECQ	0x8(%R14);(6692) 
0x62ddd3e;:0;JNE	62ddd52 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x632>;(6692) 
0x62ddd40;:0;MOV	(%R14),%RAX;(6692) 
0x62ddd43;:0;MOV	%R14,%RDI;(6692) 
0x62ddd46;:0;CALLQ	0x10(%RAX);(6692) 
0x62ddd49;:0;MOV	(%R14),%RAX;(6692) 
0x62ddd4c;:0;MOV	%R14,%RDI;(6692) 
0x62ddd4f;:0;CALLQ	0x8(%RAX);(6692) 
0x62ddd52;:0;MOV	0x18(%RBX),%RAX;(6692) 
0x62ddd56;:0;MOV	%RAX,-0x258(%RBP);(6692) 
0x62ddd5d;:0;TEST	%RAX,%RAX;(6692) 
0x62ddd60;:0;JE	62ddd67 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x647>;(6692) 
0x62ddd62;:0;LOCK INCQ	0x8(%RAX);(6692) 
0x62ddd67;:0;MOV	-0x318(%RBP),%RDI;(6692) 
0x62ddd6e;:0;CALL	7632a60 <_ZN3tsl5mutex13unlock_sharedEv@plt>;(6692) 
0x62ddd73;:0;MOV	-0x308(%RBP),%RAX;(6692) 
0x62ddd7a;:0;MOV	0x10(%RAX),%RAX;(6692) 
0x62ddd7e;:0;MOV	(%RAX),%RSI;(6692) 
0x62ddd81;:0;MOV	0x20(%RAX),%RAX;(6692) 
0x62ddd85;:0;MOV	0x8(%RAX),%RAX;(6692) 
0x62ddd89;:0;MOV	0xa8(%RAX),%RDI;(6692) 
0x62ddd90;:0;AND	$-0x4,%RDI;(6692) 
0x62ddd94;:0;MOV	%R12D,%EDX;(6692) 
0x62ddd97;:0;LEA	-0x270(%RBP),%RBX;(6692) 
0x62ddd9e;:0;MOV	%RBX,%RCX;(6692) 
0x62ddda1;:0;CALL	763f9b0 <_ZN10tensorflow9LogMemory18RecordTensorOutputERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEliRKNS_6TensorE@plt>;(6692) 
0x62ddda6;:0;MOV	%RBX,%RDI;(6692) 
0x62ddda9;:0;CALL	76326c0 <_ZN10tensorflow6TensorD1Ev@plt>;(6692) 
0x62dddae;:0;MOV	-0x2f8(%RBP),%R14;(6692) 
0x62dddb5;:0;JMP	62dd900 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1e0>;(6692) 
0x62dddba;:0;TEST	%RDI,%RDI;(6692) 
0x62dddbd;:0;JE	62dddd4 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x6b4>;(6692) 
0x62dddbf;:0;MOV	-0x300(%RBP),%RAX;(6692) 
0x62dddc6;:0;MOV	%RDI,(%RAX);(6692) 
0x62dddc9;:0;MOVQ	$0x36,-0x270(%RBP);(6692) 
0x62dddd4;:0;MOV	-0x290(%RBP),%RDI;(6692) 
0x62ddddb;:0;LEA	-0x280(%RBP),%RAX;(6692) 
0x62ddde2;:0;CMP	%RAX,%RDI;(6692) 
0x62ddde5;:0;JNE	62dd8fb <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1db>;(6692) 
0x62dddeb;:0;JMP	62dd900 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x1e0>;(6692) 
0x62dddf0;:0;MOV	%R14,%RDI;(6691) 
0x62dddf3;:0;CALL	76337b0 <_ZNK4absl12lts_202308026Status4codeEv@plt>;(6691) 
0x62dddf8;:0;CMP	$0xe,%EAX;(6691) 
0x62dddfb;:0;MOV	-0x2f8(%RBP),%RAX;(6691) 
0x62dde02;:0;JNE	62de14c <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa2c>;(6691) 
0x62dde08;:0;CMPW	$0,0x4(%RAX);(6691) 
0x62dde0d;:0;JS	62de14c <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa2c>;(6691) 
0x62dde13;:0;MOV	-0x300(%RBP),%R14;(6691) 
0x62dde1a;:0;MOV	(%R14),%RBX;(6691) 
0x62dde1d;:0;TEST	$0x1,%BL;(6691) 
0x62dde20;:0;JNE	62ddf8b <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x86b>;(6691) 
0x62dde26;:0;MOV	-0x2f8(%RBP),%RAX;(6691) 
0x62dde2d;:0;MOV	0x8(%RAX),%RAX;(6691) 
0x62dde31;:0;MOV	0x8(%RAX),%RAX;(6691) 
0x62dde35;:0;MOV	0xa8(%RAX),%RSI;(6691) 
0x62dde3c;:0;AND	$-0x4,%RSI;(6691) 
0x62dde40;:0;MOV	%EBX,%EDX;(6691) 
0x62dde42;:0;AND	$0x3,%EDX;(6691) 
0x62dde45;:0;XOR	%EAX,%EAX;(6691) 
0x62dde47;:0;CMP	$0x2,%RDX;(6691) 
0x62dde4b;:0;MOV	$0x1b,%ECX;(6691) 
0x62dde50;:0;CMOVNE	%RAX,%RCX;(6691) 
0x62dde54;:0;CMP	$0x2,%EDX;(6691) 
0x62dde57;:0;JNE	62dde60 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x740>;(6691) 
0x62dde59;:0;MOV	0x1431f90(%RIP),%RAX;(6691) 
0x62dde60;:0;MOV	(%RSI),%RDX;(6691) 
0x62dde63;:0;MOV	0x8(%RSI),%RSI;(6691) 
0x62dde67;:0;JMP	62ddfb8 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x898>;(6691) 
0x62dde6c;:0;MOV	(%R14),%RDX;(6691) 
0x62dde6f;:0;TEST	$0x1,%DL;(6691) 
0x62dde72;:0;JNE	62de09d <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x97d>;(6691) 
0x62dde78;:0;AND	$0x3,%EDX;(6691) 
0x62dde7b;:0;XOR	%EAX,%EAX;(6691) 
0x62dde7d;:0;CMP	$0x2,%RDX;(6691) 
0x62dde81;:0;MOV	$0x1b,%ECX;(6691) 
0x62dde86;:0;CMOVNE	%RAX,%RCX;(6691) 
0x62dde8a;:0;CMP	$0x2,%EDX;(6691) 
0x62dde8d;:0;JNE	62de0a5 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x985>;(6691) 
0x62dde93;:0;MOV	0x1431f56(%RIP),%RAX;(6691) 
0x62dde9a;:0;JMP	62de0a5 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x985>;(6691) 
0x62dde9f;:0;MOV	0x7(%RAX),%RCX;(6691) 
0x62ddea3;:0;MOV	0xf(%RAX),%RDX;(6691) 
0x62ddea7;:0;MOV	(%RSI),%RAX;(6691) 
0x62ddeaa;:0;LEA	-0xb0(%RBP),%RDI;(6691) 
0x62ddeb1;:0;CALLQ	0x18(%RAX);(6691) 
0x62ddeb4;:0;MOV	(%R14),%RDX;(6691) 
0x62ddeb7;:0;TEST	$0x1,%DL;(6691) 
0x62ddeba;:0;JNE	62ddedc <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x7bc>;(6691) 
0x62ddebc;:0;AND	$0x3,%EDX;(6691) 
0x62ddebf;:0;XOR	%EAX,%EAX;(6691) 
0x62ddec1;:0;CMP	$0x2,%RDX;(6691) 
0x62ddec5;:0;MOV	$0x1b,%ECX;(6691) 
0x62ddeca;:0;CMOVNE	%RAX,%RCX;(6691) 
0x62ddece;:0;CMP	$0x2,%EDX;(6691) 
0x62dded1;:0;JNE	62ddee4 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x7c4>;(6691) 
0x62dded3;:0;MOV	0x1431f16(%RIP),%RAX;(6691) 
0x62ddeda;:0;JMP	62ddee4 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x7c4>;(6691) 
0x62ddedc;:0;MOV	0x7(%RDX),%RAX;(6691) 
0x62ddee0;:0;MOV	0xf(%RDX),%RCX;(6691) 
0x62ddee4;:0;MOV	%RCX,-0x270(%RBP);(6691) 
0x62ddeeb;:0;MOV	%RAX,-0x268(%RBP);(6691) 
0x62ddef2;:0;MOV	-0xb0(%RBP),%RAX;(6691) 
0x62ddef9;:0;MOV	-0xa8(%RBP),%RCX;(6691) 
0x62ddf00;:0;MOV	%RCX,-0x80(%RBP);(6691) 
0x62ddf04;:0;MOV	%RAX,-0x78(%RBP);(6691) 
0x62ddf08;:0;LEA	-0xe0(%RBP),%RDI;(6691) 
0x62ddf0f;:0;LEA	-0x270(%RBP),%RSI;(6691) 
0x62ddf16;:0;LEA	-0x80(%RBP),%RDX;(6691) 
0x62ddf1a;:0;CALL	7632c70 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_@plt>;(6691) 
0x62ddf1f;:0;MOV	-0xe0(%RBP),%RCX;(6691) 
0x62ddf26;:0;MOV	-0xd8(%RBP),%RDX;(6691) 
0x62ddf2d;:0;LEA	-0x50(%RBP),%RDI;(6691) 
0x62ddf31;:0;MOV	%R14,%RSI;(6691) 
0x62ddf34;:0;CALL	76336c0 <_ZN3tsl6errors24CreateWithUpdatedMessageERKN4absl12lts_202308026StatusESt17basic_string_viewIcSt11char_traitsIcEE@plt>;(6691) 
0x62ddf39;:0;MOV	(%R14),%RDI;(6691) 
0x62ddf3c;:0;MOV	-0x50(%RBP),%RAX;(6691) 
0x62ddf40;:0;CMP	%RDI,%RAX;(6691) 
0x62ddf43;:0;JE	62ddf5f <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x83f>;(6691) 
0x62ddf45;:0;MOV	%RAX,(%R14);(6691) 
0x62ddf48;:0;MOVQ	$0x36,-0x50(%RBP);(6691) 
0x62ddf50;:0;TEST	$0x1,%DIL;(6691) 
0x62ddf54;:0;JE	62ddf6a <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x84a>;(6691) 
0x62ddf56;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6691) 
0x62ddf5b;:0;MOV	-0x50(%RBP),%RDI;(6691) 
0x62ddf5f;:0;TEST	$0x1,%DIL;(6691) 
0x62ddf63;:0;JE	62ddf6a <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x84a>;(6691) 
0x62ddf65;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6691) 
0x62ddf6a;:0;MOV	-0xe0(%RBP),%RDI;(6691) 
0x62ddf71;:0;LEA	-0xd0(%RBP),%RAX;(6691) 
0x62ddf78;:0;CMP	%RAX,%RDI;(6691) 
0x62ddf7b;:0;JE	62de134 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa14>;(6691) 
0x62ddf81;:0;CALL	7632540 <_ZdlPv@plt>;(6691) 
0x62ddf86;:0;JMP	62de134 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa14>;(6691) 
0x62ddf8b;:0;LOCK INCL	-0x1(%RBX);(6691) 
0x62ddf8f;:0;MOV	-0x2f8(%RBP),%RAX;(6691) 
0x62ddf96;:0;MOV	0x8(%RAX),%RAX;(6691) 
0x62ddf9a;:0;MOV	0x8(%RAX),%RAX;(6691) 
0x62ddf9e;:0;MOV	0xa8(%RAX),%RAX;(6691) 
0x62ddfa5;:0;AND	$-0x4,%RAX;(6691) 
0x62ddfa9;:0;MOV	(%RAX),%RDX;(6691) 
0x62ddfac;:0;MOV	0x8(%RAX),%RSI;(6691) 
0x62ddfb0;:0;MOV	0x7(%RBX),%RAX;(6691) 
0x62ddfb4;:0;MOV	0xf(%RBX),%RCX;(6691) 
0x62ddfb8;:0;MOV	%RCX,-0x270(%RBP);(6691) 
0x62ddfbf;:0;MOV	%RAX,-0x268(%RBP);(6691) 
0x62ddfc6;:0;MOVQ	$0x21,-0x80(%RBP);(6691) 
0x62ddfce;:0;LEA	-0x591aef4(%RIP),%RAX;(6691) 
0x62ddfd5;:0;MOV	%RAX,-0x78(%RBP);(6691) 
0x62ddfd9;:0;MOV	%RSI,-0xb0(%RBP);(6691) 
0x62ddfe0;:0;MOV	%RDX,-0xa8(%RBP);(6691) 
0x62ddfe7;:0;MOVQ	$0x7c,-0xe0(%RBP);(6691) 
0x62ddff2;:0;LEA	-0x58a12c5(%RIP),%RAX;(6691) 
0x62ddff9;:0;MOV	%RAX,-0xd8(%RBP);(6691) 
0x62de000;:0;LEA	-0x50(%RBP),%RDI;(6691) 
0x62de004;:0;LEA	-0x270(%RBP),%RSI;(6691) 
0x62de00b;:0;LEA	-0x80(%RBP),%RDX;(6691) 
0x62de00f;:0;LEA	-0xb0(%RBP),%RCX;(6691) 
0x62de016;:0;LEA	-0xe0(%RBP),%R8;(6691) 
0x62de01d;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(6691) 
0x62de022;:0;MOV	-0x50(%RBP),%RCX;(6691) 
0x62de026;:0;MOV	-0x48(%RBP),%RDX;(6691) 
0x62de02a;:0;LEA	-0x320(%RBP),%RDI;(6691) 
0x62de031;:0;MOV	$0xd,%ESI;(6691) 
0x62de036;:0;CALL	7632730 <_ZN4absl12lts_202308026StatusC1ENS0_10StatusCodeESt17basic_string_viewIcSt11char_traitsIcEE@plt>;(6691) 
0x62de03b;:0;MOV	-0x50(%RBP),%RDI;(6691) 
0x62de03f;:0;LEA	-0x40(%RBP),%RAX;(6691) 
0x62de043;:0;CMP	%RAX,%RDI;(6691) 
0x62de046;:0;JE	62de04d <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x92d>;(6691) 
0x62de048;:0;CALL	7632540 <_ZdlPv@plt>;(6691) 
0x62de04d;:0;MOV	(%R14),%RDI;(6691) 
0x62de050;:0;MOV	-0x320(%RBP),%RAX;(6691) 
0x62de057;:0;CMP	%RDI,%RAX;(6691) 
0x62de05a;:0;JE	62de07c <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x95c>;(6691) 
0x62de05c;:0;MOV	%RAX,(%R14);(6691) 
0x62de05f;:0;MOVQ	$0x36,-0x320(%RBP);(6691) 
0x62de06a;:0;TEST	$0x1,%DIL;(6691) 
0x62de06e;:0;JE	62de087 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x967>;(6691) 
0x62de070;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6691) 
0x62de075;:0;MOV	-0x320(%RBP),%RDI;(6691) 
0x62de07c;:0;TEST	$0x1,%DIL;(6691) 
0x62de080;:0;JE	62de087 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0x967>;(6691) 
0x62de082;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6691) 
0x62de087;:0;TEST	$0x1,%BL;(6691) 
0x62de08a;:0;JE	62de14c <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa2c>;(6691) 
0x62de090;:0;MOV	%RBX,%RDI;(6691) 
0x62de093;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6691) 
0x62de098;:0;JMP	62de14c <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa2c>;(6691) 
0x62de09d;:0;MOV	0x7(%RDX),%RAX;(6691) 
0x62de0a1;:0;MOV	0xf(%RDX),%RCX;(6691) 
0x62de0a5;:0;MOV	%RCX,-0x270(%RBP);(6691) 
0x62de0ac;:0;MOV	%RAX,-0x268(%RBP);(6691) 
0x62de0b3;:0;MOVQ	$0xcb,-0x80(%RBP);(6691) 
0x62de0bb;:0;LEA	-0x5914c36(%RIP),%RAX;(6691) 
0x62de0c2;:0;MOV	%RAX,-0x78(%RBP);(6691) 
0x62de0c6;:0;LEA	-0xb0(%RBP),%RDI;(6691) 
0x62de0cd;:0;LEA	-0x270(%RBP),%RSI;(6691) 
0x62de0d4;:0;LEA	-0x80(%RBP),%RDX;(6691) 
0x62de0d8;:0;CALL	7632c70 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_@plt>;(6691) 
0x62de0dd;:0;MOV	-0xb0(%RBP),%RCX;(6691) 
0x62de0e4;:0;MOV	-0xa8(%RBP),%RDX;(6691) 
0x62de0eb;:0;LEA	-0xe0(%RBP),%RDI;(6691) 
0x62de0f2;:0;MOV	%R14,%RSI;(6691) 
0x62de0f5;:0;CALL	76336c0 <_ZN3tsl6errors24CreateWithUpdatedMessageERKN4absl12lts_202308026StatusESt17basic_string_viewIcSt11char_traitsIcEE@plt>;(6691) 
0x62de0fa;:0;MOV	(%R14),%RDI;(6691) 
0x62de0fd;:0;MOV	-0xe0(%RBP),%RAX;(6691) 
0x62de104;:0;CMP	%RDI,%RAX;(6691) 
0x62de107;:0;JE	62de129 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa09>;(6691) 
0x62de109;:0;MOV	%RAX,(%R14);(6691) 
0x62de10c;:0;MOVQ	$0x36,-0xe0(%RBP);(6691) 
0x62de117;:0;TEST	$0x1,%DIL;(6691) 
0x62de11b;:0;JE	62de134 <_ZN10tensorflow12_GLOBAL__N_113ExecutorStateINS_21SimplePropagatorStateEE14ProcessOutputsERKNS_8NodeItemEPNS_15OpKernelContextEPNS_5EntryEPNS_22NodeExecStatsInterfaceE+0xa14>;(6691) 
0x62de11d;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(6691) 
0x62de122;:0;MOV	-0xe0(%RBP),%RDI;(6691) 
