address;source_location;insn;indent
0x7098760;:0;PUSH	%RBP;
0x7098d64;:0;TEST	%AL,%AL;(37124) 
0x7098d66;:0;JE	7098a62 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x302>;(37124) 
0x7098d6c;:0;MOVSXD	%R15D,%RAX;(37124) 
0x7098d6f;:0;MOV	%RAX,-0x258(%RBP);(37124) 
0x7098d76;:0;MOV	%EAX,%EAX;(37124) 
0x7098d78;:0;MOV	%RAX,-0x260(%RBP);(37124) 
0x7098d7f;:0;MOV	$0x1,%ECX;(37124) 
0x7098d84;:0;MOV	$0x58,%R15D;(37124) 
0x7098d8a;:0;MOV	%RCX,%R14;  (37125) 
0x7098d8d;:0;CMP	%RCX,-0x260(%RBP);  (37125) 
0x7098d94;:0;JE	7098dcf <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x66f>;  (37125) 
0x7098d96;:0;MOV	(%RBX),%RAX;  (37125) 
0x7098d99;:0;MOV	(%RDX),%RCX;  (37125) 
0x7098d9c;:0;MOV	(%RAX,%R15,1),%EDX;  (37125) 
0x7098da0;:0;CMP	(%RCX,%R15,1),%EDX;  (37125) 
0x7098da4;:0;JNE	7098dcf <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x66f>;  (37125) 
0x7098da6;:0;MOV	-0x8(%RAX,%R15,1),%RSI;  (37125) 
0x7098dab;:0;MOV	-0x8(%RCX,%R15,1),%RDX;  (37125) 
0x7098db0;:0;MOV	-0x218(%RBP),%RDI;  (37125) 
0x7098db7;:0;CALL	7688230 <_ZNK10tensorflow8grappler20SymbolicShapeRefiner16EquivalentShapesENS_15shape_inference11ShapeHandleES3_@plt>;  (37125) 
0x7098dbc;:0;MOV	-0x248(%RBP),%RDX;  (37125) 
0x7098dc3;:0;LEA	0x1(%R14),%RCX;  (37125) 
0x7098dc7;:0;ADD	$0x50,%R15;  (37125) 
0x7098dcb;:0;TEST	%AL,%AL;  (37125) 
0x7098dcd;:0;JNE	7098d8a <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x62a>;  (37125) 
0x7098dcf;:0;CMP	-0x258(%RBP),%R14;(37124) 
0x7098dd6;:0;MOV	-0x210(%RBP),%R14;(37124) 
0x7098ddd;:0;MOV	-0x240(%RBP),%R8;(37124) 
0x7098de4;:0;JL	7098a62 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x302>;(37124) 
0x7098dea;:0;JMP	7098a6c <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x30c>;(37124) 
0x7098def;:0;MOV	-0x208(%RBP),%RAX;
0x7098df6;:0;MOV	0xa0(%RAX),%RAX;
0x7098dfd;:0;AND	$-0x4,%RAX;
0x7098e01;:0;LEA	-0x40(%RBP),%R12;
0x7098e05;:0;MOV	%R12,-0x50(%RBP);
0x7098e09;:0;MOV	(%RAX),%R14;
0x7098e0c;:0;MOV	0x8(%RAX),%R15;
0x7098e10;:0;MOV	%R15,-0x200(%RBP);
0x7098e17;:0;MOV	%R12,%RAX;
0x7098e1a;:0;CMP	$0x10,%R15;
0x7098e1e;:0;JB	7098e41 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x6e1>;
0x7098e20;:0;LEA	-0x50(%RBP),%RDI;
0x7098e24;:0;LEA	-0x200(%RBP),%RSI;
0x7098e2b;:0;XOR	%EDX,%EDX;
0x7098e2d;:0;CALL	76324f0 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_createERmm@plt>;
0x7098e32;:0;MOV	%RAX,-0x50(%RBP);
0x7098e36;:0;MOV	-0x200(%RBP),%RCX;
0x7098e3d;:0;MOV	%RCX,-0x40(%RBP);
0x7098e41;:0;TEST	%R15,%R15;
0x7098e44;:0;JE	709900c <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x8ac>;
0x7098e4a;:0;CMP	$0x1,%R15;
0x7098e4e;:0;JNE	7098ffe <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x89e>;
0x7098e54;:0;MOVZX	(%R14),%ECX;
0x7098e58;:0;MOV	%CL,(%RAX);
0x7098e5a;:0;JMP	709900c <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x8ac>;
0x7098e5f;:0;SHR	$0x3,%RAX;
0x7098e63;:0;TEST	%EAX,%EAX;
0x7098e65;:0;SETE	%AL;
0x7098e68;:0;MOV	-0x220(%RBP),%RCX;
0x7098e6f;:0;OR	%AL,(%RCX);
0x7098e71;:0;JE	7099394 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc34>;
0x7098e77;:0;LEA	-0x1d8(%RBP),%RBX;
0x7098e7e;:0;MOV	%RBX,%RDI;
0x7098e81;:0;MOV	%R13,%RSI;
0x7098e84;:0;MOV	-0x250(%RBP),%RDX;
0x7098e8b;:0;CALL	709ed60 <_ZN10tensorflow8grappler12_GLOBAL__N_140ReplaceUnknownDimFromConstWithUnknownDimEPNS_15shape_inference16InferenceContextERKSt6vectorINS2_11ShapeHandleESaIS6_EE>;
0x7098e90;:0;LEA	0xa0(%R13),%RDI;
0x7098e97;:0;MOV	%RBX,%RSI;
0x7098e9a;:0;CALL	7640820 <_ZNSt6vectorIN10tensorflow15shape_inference11ShapeHandleESaIS2_EEaSERKS4_@plt>;
0x7098e9f;:0;MOV	-0x1d8(%RBP),%RDI;
0x7098ea6;:0;TEST	%RDI,%RDI;
0x7098ea9;:0;JE	7098eb0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x750>;
0x7098eab;:0;CALL	7632540 <_ZdlPv@plt>;
0x7098eb0;:0;MOV	(%R12),%RAX;
0x7098eb4;:0;TEST	%RAX,%RAX;
0x7098eb7;:0;JE	7099095 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x935>;
0x7098ebd;:0;CMPB	$0,0x124(%RAX);
0x7098ec4;:0;JE	7099095 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x935>;
0x7098eca;:0;MOV	-0x218(%RBP),%RSI;
0x7098ed1;:0;CMPB	$0,0x1c8(%RSI);
0x7098ed8;:0;JE	7098f12 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x7b2>;
0x7098eda;:0;LEA	-0x1d8(%RBP),%RDI;
0x7098ee1;:0;MOV	-0x208(%RBP),%RDX;
0x7098ee8;:0;MOV	%R12,%RCX;
0x7098eeb;:0;CALL	76882b0 <_ZNK10tensorflow8grappler20SymbolicShapeRefiner43UpdateOutputShapesUsingAnnotatedInformationERKNS_7NodeDefEPNS1_11NodeContextE@plt>;
0x7098ef0;:0;MOV	-0x1d8(%RBP),%RDI;
0x7098ef7;:0;TEST	%RDI,%RDI;
0x7098efa;:0;JE	7099308 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xba8>;
0x7098f00;:0;TEST	$0x1,%DIL;
0x7098f04;:0;JE	7098f0b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x7ab>;
0x7098f06;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;
0x7098f0b;:0;MOV	-0x218(%RBP),%RSI;
0x7098f12;:0;LEA	-0x228(%RBP),%RDI;
0x7098f19;:0;MOV	-0x208(%RBP),%RDX;
0x7098f20;:0;CALL	76882c0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner14UpdateFunctionEPKNS_7NodeDefE@plt>;
0x7098f25;:0;MOV	-0x228(%RBP),%R14;
0x7098f2c;:0;TEST	%R14,%R14;
0x7098f2f;:0;JE	7099065 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x905>;
0x7098f35;:0;MOV	0x680ff4(%RIP),%RAX;
0x7098f3c;:0;MOVZX	(%RAX),%EAX;
0x7098f3f;:0;TEST	%AL,%AL;
0x7098f41;:0;JE	70994bb <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xd5b>;
0x7098f47;:0;MOV	0x680fea(%RIP),%RAX;(37118) 
0x7098f4e;:0;CMPB	$0,(%RAX);(37118) 
0x7098f51;:0;JE	7099073 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x913>;(37118) 
0x7098f57;:0;MOV	-0x208(%RBP),%RBX;(37118) 
0x7098f5e;:0;LEA	-0x664603b(%RIP),%RSI;(37118) 
0x7098f65;:0;LEA	-0x1d8(%RBP),%RDI;(37118) 
0x7098f6c;:0;MOV	$0x455,%EDX;(37118) 
0x7098f71;:0;XOR	%ECX,%ECX;(37118) 
0x7098f73;:0;CALL	7632c00 <_ZN3tsl8internal10LogMessageC1EPKcii@plt>;(37118) 
0x7098f78;:0;LEA	-0x66f6e26(%RIP),%RSI;(37118) 
0x7098f7f;:0;LEA	-0x1d8(%RBP),%RDI;(37118) 
0x7098f86;:0;MOV	$0x1a,%EDX;(37118) 
0x7098f8b;:0;CALL	7632a30 <_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l@plt>;(37118) 
0x7098f90;:0;MOV	0xa8(%RBX),%RAX;(37118) 
0x7098f97;:0;AND	$-0x4,%RAX;(37118) 
0x7098f9b;:0;MOV	(%RAX),%RSI;(37118) 
0x7098f9e;:0;MOV	0x8(%RAX),%RDX;(37118) 
0x7098fa2;:0;LEA	-0x1d8(%RBP),%RDI;(37118) 
0x7098fa9;:0;CALL	7632a30 <_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l@plt>;(37118) 
0x7098fae;:0;MOV	%RAX,%RBX;(37118) 
0x7098fb1;:0;LEA	-0x66eaf74(%RIP),%RSI;(37118) 
0x7098fb8;:0;MOV	$0x1e,%EDX;(37118) 
0x7098fbd;:0;MOV	%RAX,%RDI;(37118) 
0x7098fc0;:0;CALL	7632a30 <_ZSt16__ostream_insertIcSt11char_traitsIcEERSt13basic_ostreamIT_T0_ES6_PKS3_l@plt>;(37118) 
0x7098fc5;:0;CMPQ	$0,-0x228(%RBP);(37118) 
0x7098fcd;:0;JE	70993d9 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc79>;(37118) 
0x7098fd3;:0;LEA	-0x200(%RBP),%RDI;(37118) 
0x7098fda;:0;LEA	-0x228(%RBP),%RSI;(37118) 
0x7098fe1;:0;MOV	$0x1,%EDX;(37118) 
0x7098fe6;:0;CALL	76348f0 <_ZNK4absl12lts_202308026Status12ToStringSlowB5cxx11ENS0_18StatusToStringModeE@plt>;(37118) 
0x7098feb;:0;MOV	-0x200(%RBP),%RSI;(37118) 
0x7098ff2;:0;MOV	-0x1f8(%RBP),%RDX;(37118) 
0x7098ff9;:0;JMP	7099407 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xca7>;(37118) 
0x7098ffe;:0;MOV	%RAX,%RDI;
0x7099001;:0;MOV	%R14,%RSI;
0x7099004;:0;MOV	%R15,%RDX;
0x7099007;:0;CALL	7632500 <memcpy@plt>;
0x709900c;:0;MOV	-0x200(%RBP),%RAX;
0x7099013;:0;MOV	%RAX,-0x48(%RBP);
0x7099017;:0;MOV	-0x50(%RBP),%RCX;
0x709901b;:0;MOVB	$0,(%RCX,%RAX,1);
0x709901f;:0;LEA	-0x6688d2b(%RIP),%RSI;
0x7099026;:0;LEA	-0x66e8352(%RIP),%RCX;
0x709902d;:0;LEA	-0x669e0e2(%RIP),%R9;
0x7099034;:0;LEA	-0x50(%RBP),%R8;
0x7099038;:0;MOV	-0x210(%RBP),%R14;
0x709903f;:0;MOV	%R14,%RDI;
0x7099042;:0;MOV	-0x240(%RBP),%RDX;
0x7099049;:0;CALL	76882d0 <_ZN3tsl6errors18FailedPreconditionIJPKciS3_NSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES3_EEEN4absl12lts_202308026StatusEDpT_@plt>;
0x709904e;:0;MOV	-0x50(%RBP),%RDI;
0x7099052;:0;CMP	%R12,%RDI;
0x7099055;:0;JE	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;
0x709905b;:0;CALL	7632540 <_ZdlPv@plt>;
0x7099060;:0;JMP	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;
0x7099065;:0;MOV	-0x210(%RBP),%RAX;
0x709906c;:0;MOVQ	$0,(%RAX);
0x7099073;:0;MOV	-0x228(%RBP),%RDI;(37118) 
0x709907a;:0;TEST	$0x1,%DIL;(37118) 
0x709907e;:0;JE	7099085 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x925>;(37118) 
0x7099080;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;(37118) 
0x7099085;:0;TEST	%R14,%R14;(37118) 
0x7099088;:0;MOV	-0x210(%RBP),%R14;(37118) 
0x709908f;:0;JE	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;(37118) 
0x7099095;:0;MOV	0x38(%R13),%RAX;(37118) 
0x7099099;:0;SUB	0x30(%R13),%RAX;(37118) 
0x709909d;:0;MOV	%RAX,%RCX;(37118) 
0x70990a0;:0;SAL	$0x1d,%RCX;(37118) 
0x70990a4;:0;JS	709947d <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xd1d>;(37118) 
0x70990aa;:0;SHR	$0x3,%RAX;(37118) 
0x70990ae;:0;MOVSXD	%EAX,%RBX;(37118) 
0x70990b1;:0;SHR	$0x20,%RCX;(37118) 
0x70990b5;:0;JNE	70990bc <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x95c>;(37118) 
0x70990b7;:0;XOR	%R14D,%R14D;(37118) 
0x70990ba;:0;JMP	70990cb <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x96b>;(37118) 
0x70990bc;:0;MOV	%RBX,%RDI;(37118) 
0x70990bf;:0;SAL	$0x5,%RDI;(37118) 
0x70990c3;:0;CALL	76325c0 <_Znwm@plt>;(37118) 
0x70990c8;:0;MOV	%RAX,%R14;(37118) 
0x70990cb;:0;MOV	%R14,-0x1d8(%RBP);(37118) 
0x70990d2;:0;MOV	%RBX,%RAX;(37118) 
0x70990d5;:0;SAL	$0x5,%RAX;(37118) 
0x70990d9;:0;ADD	%R14,%RAX;(37118) 
0x70990dc;:0;MOV	%RAX,-0x1c8(%RBP);(37118) 
0x70990e3;:0;MOV	%R14,%RDI;(37118) 
0x70990e6;:0;MOV	%RBX,%RSI;(37118) 
0x70990e9;:0;CALL	7685840 <_ZNSt27__uninitialized_default_n_1ILb0EE18__uninit_default_nIPN10tensorflow6TensorEmEET_S5_T0_@plt>;(37118) 
0x70990ee;:0;MOV	%RAX,-0x1d0(%RBP);(37118) 
0x70990f5;:0;MOV	0x38(%R13),%RAX;(37118) 
0x70990f9;:0;SUB	0x30(%R13),%RAX;(37118) 
0x70990fd;:0;MOV	%RAX,%RCX;(37118) 
0x7099100;:0;SAL	$0x1d,%RCX;(37118) 
0x7099104;:0;MOV	-0x230(%RBP),%R9;(37118) 
0x709910b;:0;JS	709949c <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xd3c>;(37118) 
0x7099111;:0;SHR	$0x20,%RCX;
0x7099115;:0;JNE	7099132 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0x9d2>;
0x7099117;:0;VPXOR	%XMM0,%XMM0,%XMM0;
0x709911b;:0;VMOVDQA	%XMM0,-0x200(%RBP);
0x7099123;:0;MOVQ	$0,-0x1f0(%RBP);
0x709912e;:0;XOR	%EBX,%EBX;
0x7099130;:0;JMP	7099184 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa24>;
0x7099132;:0;SHR	$0x3,%RAX;
0x7099136;:0;MOVSXD	%EAX,%R15;
0x7099139;:0;LEA	(,%R15,8),%R14;
0x7099141;:0;MOV	%R14,%RDI;
0x7099144;:0;CALL	76325c0 <_Znwm@plt>;
0x7099149;:0;MOV	%RAX,%RBX;
0x709914c;:0;MOV	%RAX,-0x200(%RBP);
0x7099153;:0;MOV	%RAX,-0x1f8(%RBP);
0x709915a;:0;LEA	(%RAX,%R15,8),%RAX;
0x709915e;:0;MOV	%RAX,-0x1f0(%RBP);
0x7099165;:0;MOV	%RBX,%RDI;
0x7099168;:0;XOR	%ESI,%ESI;
0x709916a;:0;MOV	%R14,%RDX;
0x709916d;:0;CALL	7633680 <memset@plt>;
0x7099172;:0;ADD	%R14,%RBX;
0x7099175;:0;MOV	0x38(%R13),%RAX;
0x7099179;:0;SUB	0x30(%R13),%RAX;
0x709917d;:0;MOV	-0x230(%RBP),%R9;
0x7099184;:0;MOV	%RBX,-0x1f8(%RBP);
0x709918b;:0;SHR	$0x3,%RAX;
0x709918f;:0;TEST	%EAX,%EAX;
0x7099191;:0;JLE	7099260 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb00>;
0x7099197;:0;XOR	%R14D,%R14D;
0x709919a;:0;MOV	0x678407(%RIP),%R15;
0x70991a1;:0;JMP	70991ca <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa6a>;
0x70991a3;:0;NOPW	%CS:(%RAX,%RAX,1);
0x70991b0;:0;MOV	0x38(%R13),%RAX;(37120) 
0x70991b4;:0;SUB	0x30(%R13),%RAX;(37120) 
0x70991b8;:0;INC	%R14;(37120) 
0x70991bb;:0;SHR	$0x3,%RAX;(37120) 
0x70991bf;:0;CLTQ;(37120) 
0x70991c1;:0;CMP	%RAX,%R14;(37120) 
0x70991c4;:0;JGE	7099260 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb00>;(37120) 
0x70991ca;:0;MOV	(%R9),%RAX;(37120) 
0x70991cd;:0;MOV	(%RAX,%R14,8),%RSI;(37120) 
0x70991d1;:0;TEST	%RSI,%RSI;(37120) 
0x70991d4;:0;JE	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x70991d6;:0;CMP	%R15,%RSI;(37120) 
0x70991d9;:0;JE	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x70991db;:0;MOV	0x130(%RSI),%RCX;(37120) 
0x70991e2;:0;TEST	%RCX,%RCX;(37120) 
0x70991e5;:0;JE	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x70991e7;:0;CMPB	$0,0x28(%RCX);(37120) 
0x70991eb;:0;JNE	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x70991ed;:0;MOV	0x20(%RCX),%RDX;(37120) 
0x70991f1;:0;LEA	0x8(%RDX),%RAX;(37120) 
0x70991f5;:0;TEST	%RDX,%RDX;(37120) 
0x70991f8;:0;CMOVE	%RDX,%RAX;(37120) 
0x70991fc;:0;MOVSXD	0x18(%RCX),%RCX;(37120) 
0x7099200;:0;TEST	%RCX,%RCX;(37120) 
0x7099203;:0;JE	709922b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xacb>;(37120) 
0x7099205;:0;SAL	$0x3,%RCX;(37120) 
0x7099209;:0;MOV	$0x1,%EDX;(37120) 
0x709920e;:0;XOR	%EDI,%EDI;(37120) 
0x7099210;:0;MOV	(%RAX,%RDI,1),%R8;  (37121) 
0x7099214;:0;IMUL	0x18(%R8),%RDX;  (37121) 
0x7099219;:0;ADD	$0x8,%RDI;  (37121) 
0x709921d;:0;CMP	%RDI,%RCX;  (37121) 
0x7099220;:0;JNE	7099210 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xab0>;  (37121) 
0x7099222;:0;CMP	$0x80,%RDX;(37120) 
0x7099229;:0;JA	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x709922b;:0;MOV	%R14,%RBX;(37120) 
0x709922e;:0;SAL	$0x5,%RBX;(37120) 
0x7099232;:0;ADD	-0x1d8(%RBP),%RBX;(37120) 
0x7099239;:0;MOV	%RBX,%RDI;(37120) 
0x709923c;:0;CALL	7633cd0 <_ZN10tensorflow6Tensor9FromProtoERKNS_11TensorProtoE@plt>;(37120) 
0x7099241;:0;TEST	%AL,%AL;(37120) 
0x7099243;:0;MOV	-0x230(%RBP),%R9;(37120) 
0x709924a;:0;JE	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x7099250;:0;MOV	-0x200(%RBP),%RAX;(37120) 
0x7099257;:0;MOV	%RBX,(%RAX,%R14,8);(37120) 
0x709925b;:0;JMP	70991b0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xa50>;(37120) 
0x7099260;:0;ADD	$0x48,%R13;
0x7099264;:0;LEA	-0x200(%RBP),%RSI;
0x709926b;:0;MOV	%R13,%RDI;
0x709926e;:0;CALL	7640810 <_ZNSt6vectorIPKN10tensorflow6TensorESaIS3_EEaSERKS5_@plt>;
0x7099273;:0;MOV	-0x210(%RBP),%RDI;
0x709927a;:0;MOV	-0x218(%RBP),%RSI;
0x7099281;:0;MOV	-0x208(%RBP),%RDX;
0x7099288;:0;MOV	%R12,%RCX;
0x709928b;:0;CALL	76882e0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner11InferShapesERKNS_7NodeDefEPNS1_11NodeContextE@plt>;
0x7099290;:0;MOV	-0x200(%RBP),%RDI;
0x7099297;:0;TEST	%RDI,%RDI;
0x709929a;:0;JE	70992a1 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb41>;
0x709929c;:0;CALL	7632540 <_ZdlPv@plt>;
0x70992a1;:0;MOV	-0x1d8(%RBP),%RBX;
0x70992a8;:0;MOV	-0x1d0(%RBP),%R15;
0x70992af;:0;CMP	%R15,%RBX;
0x70992b2;:0;JE	70992d1 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb71>;
0x70992b4;:0;MOV	%RBX,%R14;
0x70992b7;:0;NOPW	(%RAX,%RAX,1);
0x70992c0;:0;MOV	%R14,%RDI;(37119) 
0x70992c3;:0;CALL	76326c0 <_ZN10tensorflow6TensorD1Ev@plt>;(37119) 
0x70992c8;:0;ADD	$0x20,%R14;(37119) 
0x70992cc;:0;CMP	%R15,%R14;(37119) 
0x70992cf;:0;JNE	70992c0 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb60>;(37119) 
0x70992d1;:0;TEST	%RBX,%RBX;
0x70992d4;:0;JE	70992de <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xb7e>;
0x70992d6;:0;MOV	%RBX,%RDI;
0x70992d9;:0;CALL	7632540 <_ZdlPv@plt>;
0x70992de;:0;MOV	-0x210(%RBP),%R14;
0x70992e5;:0;JMP	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;
0x70992ea;:0;LEA	-0x663ab9e(%RIP),%RSI;
0x70992f1;:0;LEA	-0x66eb2cf(%RIP),%RCX;
0x70992f8;:0;MOV	%R14,%RDI;
0x70992fb;:0;MOV	%R9D,%EDX;
0x70992fe;:0;CALL	76882f0 <_ZN3tsl6errors10OutOfRangeIJPKciS3_iEEEN4absl12lts_202308026StatusEDpT_@plt>;
0x7099303;:0;JMP	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;
0x7099308;:0;MOV	0x38(%R12),%R14;
0x709930d;:0;MOV	0x88(%R14),%RAX;
0x7099314;:0;MOV	0x90(%R14),%RDX;
0x709931b;:0;SUB	%RAX,%RDX;
0x709931e;:0;MOV	%RDX,%RCX;
0x7099321;:0;SHR	$0x3,%RCX;
0x7099325;:0;TEST	%ECX,%ECX;
0x7099327;:0;JLE	709938d <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc2d>;
0x7099329;:0;XOR	%EBX,%EBX;
0x709932b;:0;SAR	$0x3,%RDX;(37122) 
0x709932f;:0;CMP	%RBX,%RDX;(37122) 
0x7099332;:0;JBE	7099459 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xcf9>;(37122) 
0x7099338;:0;MOV	(%RAX,%RBX,8),%RSI;(37122) 
0x709933c;:0;MOV	%R14,%RDI;(37122) 
0x709933f;:0;CALL	7640030 <_ZN10tensorflow15shape_inference16InferenceContext12FullyDefinedENS0_11ShapeHandleE@plt>;(37122) 
0x7099344;:0;TEST	%AL,%AL;(37122) 
0x7099346;:0;JE	70993c3 <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc63>;(37122) 
0x7099348;:0;INC	%RBX;(37122) 
0x709934b;:0;MOV	0x88(%R14),%RAX;(37122) 
0x7099352;:0;MOV	0x90(%R14),%RDX;(37122) 
0x7099359;:0;SUB	%RAX,%RDX;(37122) 
0x709935c;:0;MOV	%RDX,%RCX;(37122) 
0x709935f;:0;SHR	$0x3,%RCX;(37122) 
0x7099363;:0;MOVSXD	%ECX,%RCX;(37122) 
0x7099366;:0;CMP	%RCX,%RBX;(37122) 
0x7099369;:0;JL	709932b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xbcb>;(37122) 
0x709936b;:0;MOV	-0x1d8(%RBP),%RDI;
0x7099372;:0;MOV	-0x210(%RBP),%R14;
0x7099379;:0;MOVQ	$0,(%R14);
0x7099380;:0;TEST	$0x1,%DIL;
0x7099384;:0;JE	709939b <_ZN10tensorflow8grappler20SymbolicShapeRefiner10UpdateNodeEPKNS_7NodeDefEPb+0xc3b>;
0x7099386;:0;CALL	7632530 <_ZN4absl12lts_202308026Status15UnrefNonInlinedEm@plt>;
